"geo_id","Y","N","U"
"06085503312",775,184,2
"06085503313",1140,135,0
"06085503315",1032,315,2
"06085503321",940,132,0
"06085503322",849,186,0
"06085503323",1000,196,1
"06085503324",761,147,1
"06085503325",886,249,0
"06085503326",1512,189,9
"06085503327",1026,199,3
"06085503329",864,110,5
"06085503330",1828,226,20
"06085503331",1098,240,1
"06085503332",2270,312,3
"06085503333",1092,244,0
"06085503334",2386,254,8
"06085503336",645,194,2
"06085503337",531,178,1
"06085503401",671,221,2
"06085503402",436,136,0
"06085503504",859,236,1
"06085503506",756,197,1
"06085503507",268,73,1
"06085503508",894,278,1
"06085503509",638,197,1
"06085503510",802,245,2
"06085503511",634,174,0
"06085503601",324,228,0
"06085503602",479,239,2
"06085503703",421,162,0
"06085503707",784,405,1
"06085503708",408,151,0
"06085503709",325,194,0
"06085503710",277,197,1
"06085503711",402,300,2
"06085503712",358,222,2
"06085503713",261,325,0
"06085503802",1441,331,0
"06085503803",961,397,0
"06085503804",1057,342,2
"06085503902",707,327,1
"06085503903",552,177,2
"06085504001",813,302,0
"06085504002",644,295,2
"06085504101",684,217,2
"06085504102",955,282,1
"06085504201",1326,216,5
"06085504202",1237,209,7
"06085504307",1282,390,2
"06085504308",1179,203,4
"06085504311",1615,564,1
"06085504314",1055,263,1
"06085504315",1519,448,1
"06085504316",1071,333,3
"06085504317",973,248,1
"06085504318",281,45,0
"06085504319",1428,364,0
"06085504320",716,135,9
"06085504321",1002,328,1
"06085504322",738,238,2
"06085504323",972,326,0
"06085504410",783,204,0
"06085504411",1195,308,0
"06085504412",691,278,0
"06085504413",446,106,0
"06085504414",1260,251,1
"06085504415",1325,207,0
"06085504416",777,257,1
"06085504417",87,8,0
"06085504418",669,287,0
"06085504420",951,214,1
"06085504421",1102,242,0
"06085504422",665,169,0
"06085504423",521,121,0
"06085504504",1405,586,4
"06085504505",1006,257,7
"06085504506",622,199,1
"06085504507",1104,346,0
"06085504601",1,3,0
"06085504602",56,306,0
"06085504802",608,189,0
"06085504803",896,190,0
"06085504805",75,29,0
"06085504806",559,183,1
"06085504901",1375,351,2
"06085505001",1559,479,3
"06085505006",597,247,2
"06085505007",629,196,2
"06085505008",0,12,1
"06085505009",274,115,1
"06085505100",547,282,1
"06085505202",710,398,1
"06085505203",609,304,2
"06085505301",634,265,0
"06085505302",1029,273,1
"06085505303",910,423,1
"06085505304",884,193,0
"06085505305",1177,279,0
"06085505401",685,220,2
"06085505402",670,222,1
"06085505403",875,446,0
"06085505500",851,336,0
"06085505600",291,273,0
"06085505700",682,510,2
"06085505800",1044,340,0
"06085505900",1196,360,2
"06085506000",1016,329,0
"06085506101",1179,259,0
"06085506102",1011,270,1
"06085506103",1073,296,1
"06085506202",1596,325,1
"06085506203",663,316,0
"06085506204",1330,475,2
"06085506301",600,323,3
"06085506302",1397,435,0
"06085506304",432,252,3
"06085506305",472,388,0
"06085506401",652,374,105
"06085506402",674,289,0
"06085506501",684,386,0
"06085506502",778,433,4
"06085506503",820,340,1
"06085506601",835,253,0
"06085506603",1126,227,1
"06085506604",1863,464,0
"06085506605",654,225,0
"06085506606",726,305,0
"06085506701",1041,216,11
"06085506702",1182,356,3
"06085506703",789,272,0
"06085506801",1412,384,2
"06085506802",1390,299,1
"06085506803",1630,294,0
"06085506804",1139,194,0
"06085506900",2109,306,5
"06085507001",1766,570,6
"06085507002",856,149,2
"06085507100",486,212,0
"06085507203",547,106,5
"06085507205",1574,313,1
"06085507206",841,121,0
"06085507301",1878,261,3
"06085507302",765,206,4
"06085507401",1770,173,0
"06085507402",1242,266,0
"06085507500",1813,214,1
"06085507600",1756,267,10
"06085507701",1074,208,3
"06085507702",1820,268,2
"06085507703",1732,406,1
"06085507805",800,227,0
"06085507806",677,190,0
"06085507807",710,171,2
"06085507808",1414,253,0
"06085507903",1398,233,1
"06085507904",993,122,1
"06085507905",1119,352,2
"06085507906",1222,221,0
"06085508001",1634,510,0
"06085508003",363,115,0
"06085508004",1117,333,0
"06085508101",1351,389,0
"06085508102",594,108,0
"06085508202",1750,393,1
"06085508203",1226,295,0
"06085508204",999,267,0
"06085508301",1239,153,1
"06085508303",830,84,0
"06085508304",911,407,0
"06085508401",1623,336,3
"06085508403",905,125,1
"06085508404",1398,265,0
"06085508503",769,295,0
"06085508504",508,200,0
"06085508505",928,359,0
"06085508507",338,210,0
"06085508508",661,214,0
"06085508601",862,328,0
"06085508602",560,289,1
"06085508703",1195,502,0
"06085508704",749,311,3
"06085508800",386,206,0
"06085508900",771,361,0
"06085509000",1175,495,0
"06085509102",718,215,2
"06085509105",699,400,1
"06085509106",520,226,0
"06085509107",55,125,0
"06085509108",652,348,2
"06085509109",1003,356,1
"06085509201",916,400,0
"06085509202",888,425,0
"06085509302",784,202,1
"06085509303",431,204,1
"06085509304",523,214,0
"06085509401",323,145,0
"06085509403",252,157,0
"06085509404",861,453,0
"06085509500",443,362,0
"06085509600",426,223,1
"06085509700",567,238,0
"06085509801",1284,319,0
"06085509802",665,186,0
"06085509901",587,101,0
"06085509902",1267,180,0
"06085510001",1886,218,0
"06085510002",1085,169,1
"06085510100",1009,102,1
"06085510200",1341,163,0
"06085510300",1217,370,5
"06085510400",957,143,0
"06085510500",1451,280,0
"06085510600",1371,344,0
"06085510700",867,326,1
"06085510801",1599,347,1
"06085510802",562,93,0
"06085510803",586,143,0
"06085510900",1189,387,0
"06085511000",1458,447,0
"06085511100",1652,293,0
"06085511200",1360,310,0
"06085511301",635,341,2
"06085511302",596,405,1
"06085511400",982,300,2
"06085511500",1632,576,1
"06085511608",1,12,0
"06085511609",0,11,0
"06085511701",1237,228,2
"06085511702",855,128,2
"06085511704",1434,229,2
"06085511705",264,44,0
"06085511707",941,157,10
"06085511800",1051,333,7
"06085511905",897,158,0
"06085511907",1155,188,0
"06085511909",2428,260,2
"06085511910",987,75,0
"06085511911",1333,322,8
"06085511912",1554,181,1
"06085511913",1339,98,1
"06085511914",1731,205,0
"06085511915",430,218,0
"06085511916",1188,191,0
"06085512001",1757,286,0
"06085512005",1694,355,4
"06085512017",1337,414,1
"06085512019",918,216,0
"06085512020",483,143,2
"06085512021",1389,347,1
"06085512022",377,120,0
"06085512023",996,941,5
"06085512024",874,237,3
"06085512025",856,132,3
"06085512026",949,379,3
"06085512027",587,214,1
"06085512029",1781,493,2
"06085512030",841,140,1
"06085512031",1094,266,2
"06085512032",866,167,1
"06085512033",1432,262,2
"06085512034",813,231,1
"06085512035",1087,210,4
"06085512036",660,161,0
"06085512037",795,188,0
"06085512038",373,135,2
"06085512039",833,231,0
"06085512042",461,99,0
"06085512043",406,302,0
"06085512045",1496,326,1
"06085512047",1353,305,1
"06085512052",502,289,0
"06085512053",1013,548,1
"06085512100",188,72,4
"06085512200",972,208,10
"06085512305",1037,166,2
"06085512307",1501,256,2
"06085512308",2018,344,5
"06085512309",1330,242,1
"06085512310",522,267,6
"06085512311",663,131,0
"06085512312",770,200,2
"06085512313",445,185,1
"06085512314",1023,381,3
"06085512401",740,219,7
"06085512402",916,223,4
"06085512503",2388,390,2
"06085512505",1132,390,3
"06085512506",913,439,2
"06085512508",1428,519,5
"06085512509",718,158,0
"06085512510",1357,320,0
"06085512602",234,71,0
"06085512603",218,253,0
"06085512604",395,300,2
"06085513000",38,3,0
"06085513500",17,10,3
"06085613200",1,0,0
"06095011300",1,0,0
"06095201004",31,22,0
"06095201005",25,12,0
"06095201007",33,8,0
"06095250103",937,324,19
"06095250104",525,153,1
"06095250105",1591,650,22
"06095250106",1250,208,4
"06095250200",722,408,4
"06095250300",680,441,5
"06095250400",700,439,7
"06095250501",486,249,3
"06095250502",868,249,5
"06095250601",941,575,10
"06095250604",1095,408,4
"06095250605",1097,417,5
"06095250701",362,291,5
"06095250801",552,218,3
"06095250900",118,197,4
"06095251000",309,372,2
"06095251100",456,472,5
"06095251200",509,461,0
"06095251300",890,304,11
"06095251400",1247,506,7
"06095251500",379,516,8
"06095251600",220,360,6
"06095251701",468,441,11
"06095251702",561,450,27
"06095251802",124,96,1
"06095251803",958,442,9
"06095251804",746,261,3
"06095251901",882,736,11
"06095251902",1140,534,10
"06095251903",1159,475,7
"06095252000",1016,473,14
"06095252102",933,380,5
"06095252103",1107,472,3
"06095252104",1664,125,4
"06095252105",1062,275,3
"06095252106",1035,283,2
"06095252107",989,214,4
"06095252108",893,241,5
"06095252201",2587,568,6
"06095252202",2838,533,11
"06095252305",1133,288,4
"06095252306",950,254,0
"06095252310",963,150,3
"06095252311",1185,170,5
"06095252312",655,218,5
"06095252313",1198,287,6
"06095252314",940,311,5
"06095252315",1133,241,3
"06095252316",758,308,2
"06095252317",1846,463,4
"06095252401",763,501,3
"06095252402",785,444,3
"06095252501",325,314,1
"06095252502",117,235,2
"06095252604",457,282,0
"06095252605",484,361,2
"06095252606",647,373,2
"06095252607",392,255,3
"06095252608",517,376,2
"06095252610",753,274,3
"06095252611",441,427,141
"06095252702",1586,424,579
"06095252703",857,325,1
"06095252704",839,354,0
"06095252705",1468,423,7
"06095252706",998,230,4
"06095252707",876,244,6
"06095252801",1,0,1
"06095252903",1075,272,16
"06095252904",1226,299,9
"06095252908",640,219,6
"06095252909",872,230,6
"06095252910",1401,420,8
"06095252911",1368,562,3
"06095252912",1572,249,10
"06095252913",1333,377,5
"06095252914",1305,348,11
"06095252915",1202,134,0
"06095253101",1172,551,6
"06095253105",797,280,4
"06095253106",608,219,139
"06095253107",941,515,3
"06095253108",820,275,3
"06095253201",1557,256,9
"06095253203",897,473,5
"06095253204",1359,441,5
"06095253205",590,264,8
"06095253206",827,185,4
"06095253300",229,81,6
"06095253402",1271,503,4
"06095253403",1300,284,10
"06095253404",1317,411,10
"06095253500",3003,942,27
"06095327000",0,1,0
"06097150100",461,311,4
"06097150202",1149,926,5
"06097150203",966,502,6
"06097150204",842,520,4
"06097150303",1373,592,6
"06097150304",1034,841,6
"06097150305",671,433,5
"06097150306",731,571,2
"06097150500",646,1126,15
"06097150601",973,219,1
"06097150602",1239,287,2
"06097150603",1593,436,2
"06097150607",1343,337,18
"06097150609",1066,430,3
"06097150610",1074,249,2
"06097150611",847,158,2
"06097150612",934,210,150
"06097150701",814,536,6
"06097150702",1459,273,5
"06097150800",1047,464,4
"06097150901",884,396,8
"06097150902",948,266,4
"06097151000",764,272,6
"06097151100",817,220,7
"06097151201",1115,472,10
"06097151203",1155,497,8
"06097151204",761,348,3
"06097151301",741,346,15
"06097151305",579,448,4
"06097151306",774,418,3
"06097151307",1373,458,5
"06097151308",869,175,0
"06097151309",1168,469,2
"06097151310",773,328,0
"06097151311",1272,673,3
"06097151401",1161,552,8
"06097151402",1066,593,105
"06097151502",1503,691,11
"06097151503",1284,145,0
"06097151504",1047,280,2
"06097151601",1238,508,2
"06097151602",1362,590,6
"06097151700",1158,457,3
"06097151800",1311,648,4
"06097151900",433,340,2
"06097152000",93,216,0
"06097152100",402,266,3
"06097152201",590,457,0
"06097152202",1340,669,10
"06097152203",627,397,3
"06097152300",1319,366,7
"06097152400",2958,545,81
"06097152501",788,378,4
"06097152502",830,308,1
"06097152600",2431,579,6
"06097152701",1297,400,5
"06097152702",944,287,6
"06097152801",1341,485,6
"06097152802",499,475,2
"06097152903",697,407,5
"06097152904",1189,617,4
"06097152905",910,262,1
"06097152906",1043,522,6
"06097153001",738,480,4
"06097153002",967,748,4
"06097153003",927,462,2
"06097153005",1628,469,7
"06097153006",1705,640,5
"06097153102",627,353,1
"06097153103",619,286,4
"06097153104",309,267,4
"06097153200",1217,535,4
"06097153300",1988,1009,9
"06097153401",1393,613,23
"06097153403",897,346,6
"06097153404",943,311,2
"06097153501",1054,324,5
"06097153502",862,328,1
"06097153600",1069,578,11
"06097153703",458,1710,32
"06097153704",523,1413,7
"06097153705",783,616,14
"06097153706",973,756,22
"06097153801",2045,633,7
"06097153804",871,257,0
"06097153806",815,237,5
"06097153807",1034,257,4
"06097153808",871,352,2
"06097153809",972,297,5
"06097153901",1147,777,10
"06097153902",600,560,13
"06097153903",914,517,8
"06097154000",363,282,2
"06097154100",450,485,14
"06097154201",593,376,3
"06097154202",1555,611,14
"06097154302",409,1517,7
"06097154303",89,1899,15
"06097154304",216,1072,42
"06097201500",0,1,0
