geo_id,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
06001352202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06001353001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06001354001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
06001400100,2,11,4,4,4,3,5,1,4,7,7,2,6,3,1,1,5,2,0,1,0,2,0,0,0,2,0
06001400200,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
06001400300,1,2,4,1,0,0,0,1,3,29,2,3,2,0,1,3,2,1,3,1,1,0,1,1,2,1,1
06001400400,2,4,1,3,0,0,2,2,0,2,2,1,2,1,0,1,2,2,4,2,2,1,1,0,3,0,1
06001400500,0,2,1,1,0,3,0,1,3,2,4,4,5,1,1,2,2,1,2,3,1,2,5,3,5,3,2
06001400600,0,0,2,0,0,0,1,0,2,0,2,2,4,5,2,1,2,3,3,1,1,2,4,6,1,2,2
06001400700,5,1,1,2,1,0,7,5,1,5,5,4,11,2,4,6,4,8,4,3,2,7,11,10,19,7,2
06001400800,2,1,2,1,1,1,1,3,4,0,4,3,4,4,3,0,3,6,6,4,3,4,7,12,9,1,4
06001400900,2,0,2,0,1,0,2,3,0,0,3,1,1,4,3,2,1,3,3,0,0,4,6,4,3,7,0
06001401000,2,5,4,1,4,5,5,5,10,9,4,11,12,7,4,6,10,22,7,7,2,10,13,19,14,16,1
06001401100,3,6,0,1,0,1,2,3,1,4,3,3,3,2,3,1,2,1,2,2,3,0,3,1,2,4,1
06001401200,0,3,3,0,2,0,1,1,0,2,0,2,2,3,1,1,1,1,2,0,4,1,1,4,0,2,0
06001401300,1,0,0,1,0,0,0,0,1,0,0,0,1,2,1,0,4,3,1,0,0,1,5,2,2,6,0
06001401400,2,7,3,0,0,5,3,6,8,4,4,5,8,3,10,6,10,12,7,10,1,7,11,4,3,3,1
06001401500,2,2,1,1,0,1,1,1,4,6,5,0,5,2,3,4,4,14,8,4,3,5,8,4,4,3,1
06001401600,1,3,0,2,2,0,2,1,1,0,0,1,4,2,3,2,2,7,3,3,0,7,3,3,0,0,0
06001401700,0,1,0,0,0,4,1,0,2,2,5,6,3,3,2,2,3,11,7,1,0,5,8,6,4,5,1
06001401800,1,2,2,1,0,1,1,2,1,4,2,1,3,6,1,0,5,5,4,1,0,3,8,8,1,4,0
06001402200,3,3,1,1,2,1,0,2,4,6,4,1,4,0,2,1,8,8,4,0,0,2,1,5,4,1,1
06001402400,0,3,1,1,1,0,0,0,2,1,2,2,4,5,1,2,3,1,4,1,0,6,4,1,3,1,2
06001402500,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0
06001402600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
06001402700,1,0,0,1,1,0,0,1,1,0,2,1,3,0,0,2,0,7,2,1,1,2,0,0,2,2,0
06001402800,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,2,0
06001402900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06001403000,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,4,1,1,1,2,2,0,0,0,0
06001403100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,2,2,1,1
06001403300,0,0,0,0,0,1,4,1,1,0,0,0,1,2,0,0,3,4,1,5,3,3,6,2,3,5,0
06001403400,0,0,3,1,4,0,0,2,0,1,1,2,2,1,0,1,3,0,3,0,0,2,2,1,3,2,0
06001403501,0,4,0,0,2,0,0,0,0,2,0,1,3,2,1,1,2,2,5,4,0,1,1,0,2,1,0
06001403502,1,3,0,1,0,1,0,0,1,1,2,0,3,9,1,3,1,7,3,0,2,1,1,2,1,0,0
06001403600,3,3,6,1,3,1,0,0,1,0,1,0,1,1,2,1,1,1,3,1,0,1,0,0,8,2,0
06001403701,0,3,4,2,0,0,0,0,0,3,1,0,2,2,2,2,2,2,0,0,0,1,0,0,3,0,0
06001403702,0,0,1,15,1,0,0,0,0,0,0,3,5,1,1,0,0,1,1,2,0,3,1,2,2,1,0
06001403800,3,2,2,2,0,1,0,0,0,7,0,4,0,1,1,1,2,3,1,1,1,0,3,1,1,2,0
06001403900,2,5,4,2,3,1,0,1,0,1,2,1,4,4,4,4,3,5,3,2,1,0,3,6,4,10,1
