"geo_id","2004_blank","2004_A","2004_C","2004_I","2004_M","2004_R","2004_V","2005_blank","2005_A","2005_C","2005_I","2005_M","2005_R","2005_V","2006_blank","2006_A","2006_C","2006_I","2006_M","2006_R","2006_V","2007_blank","2007_A","2007_C","2007_I","2007_M","2007_R","2007_V","2008_blank","2008_A","2008_C","2008_I","2008_M","2008_R","2008_V","2009_blank","2009_A","2009_C","2009_I","2009_M","2009_R","2009_V","2010_blank","2010_A","2010_C","2010_I","2010_M","2010_R","2010_V","2011_blank","2011_A","2011_C","2011_I","2011_M","2011_R","2011_V","2012_blank","2012_A","2012_C","2012_I","2012_M","2012_R","2012_V","2013_blank","2013_A","2013_C","2013_I","2013_M","2013_R","2013_V","2014_blank","2014_A","2014_C","2014_I","2014_M","2014_R","2014_V"
"06001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06001005206",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"06001005502",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"06001304002",1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"06001345115",2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"06001345203",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"06001352202",33,0,0,0,0,0,0,37,0,0,0,0,0,0,8,0,0,0,6,21,2,0,0,0,0,8,27,2,0,0,0,0,8,27,2,27,0,0,0,2,8,0,1,0,0,0,8,26,2,0,0,0,0,8,27,2,0,0,0,0,8,28,1,0,0,0,0,8,28,1,0,0,0,0,0,0,0
"06001353001",22,0,0,0,0,0,2,33,0,0,0,0,0,0,2,0,0,0,2,19,10,0,0,0,0,2,20,11,0,0,0,0,2,20,11,27,0,0,0,0,4,2,0,0,0,0,2,21,10,0,0,0,0,2,21,10,0,0,0,0,2,21,12,0,0,0,0,2,21,12,0,0,0,0,0,0,0
"06001354001",11,0,0,0,0,0,1,12,0,0,0,0,0,0,2,0,0,0,7,3,0,0,0,0,0,7,4,1,0,0,0,0,7,5,0,11,0,0,0,0,1,0,1,0,0,0,7,4,0,0,0,0,0,7,5,0,0,0,0,0,7,5,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0
"06001355112",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"06001392000",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"06001400100",1525,0,0,0,0,13,43,1908,0,0,0,0,0,0,276,0,7,0,123,1102,402,0,0,7,0,127,1328,440,0,0,7,0,128,1344,440,1558,0,0,0,3,274,89,68,0,7,0,126,1289,431,0,0,7,0,127,1365,430,3,0,7,0,126,1376,425,0,0,7,0,127,1377,432,0,0,0,0,0,0,0
"06001400200",635,0,1,0,0,7,0,678,0,0,0,0,0,0,94,0,31,1,9,532,11,0,0,33,1,10,621,12,0,0,33,1,10,622,12,517,0,9,1,2,149,0,19,0,33,1,10,602,12,0,0,33,1,10,622,12,0,0,34,1,10,622,11,0,0,34,1,10,622,11,0,0,0,0,0,0,0
"06001400300",1535,0,0,0,0,9,0,1606,0,0,0,0,0,0,203,0,99,2,55,1238,9,0,0,106,2,55,1441,10,0,0,107,1,47,1450,18,1298,0,16,0,2,299,10,58,0,105,1,47,1391,18,0,0,107,1,47,1462,18,0,0,106,1,48,1468,18,0,0,106,1,48,1468,18,0,0,0,0,0,0,0
"06001400400",1051,0,0,0,0,8,0,1107,0,0,0,0,0,0,157,0,38,1,14,895,10,0,0,44,1,16,1051,9,0,0,44,1,16,1073,9,894,0,8,0,2,247,0,37,0,44,1,15,1049,9,0,0,44,1,15,1101,15,0,0,44,1,15,1107,9,0,0,44,1,15,1112,9,0,0,0,0,0,0,0
"06001400500",894,0,0,0,0,8,0,943,0,0,0,0,0,0,177,0,50,0,7,706,3,0,0,56,0,7,895,4,0,0,54,0,7,916,8,791,0,12,0,0,201,0,30,0,52,0,7,907,6,0,0,54,0,7,939,6,0,0,54,0,7,942,5,0,0,54,0,7,946,5,0,0,0,0,0,0,0
"06001400600",441,0,1,0,0,5,0,464,0,0,0,0,0,0,117,0,20,1,12,316,3,0,0,25,1,14,431,3,0,0,26,0,14,439,3,376,0,5,0,1,99,1,13,0,26,0,14,427,3,0,0,26,0,14,443,3,0,0,26,0,14,443,3,1,0,26,0,14,443,3,0,0,0,0,0,0,0
"06001400700",1084,0,1,0,0,15,2,1189,0,0,0,0,0,0,307,0,43,18,24,784,17,0,0,53,21,24,1069,21,0,0,48,21,22,1100,23,904,0,10,1,3,297,6,30,0,45,21,23,1079,22,0,0,49,21,23,1116,22,0,0,51,21,23,1125,20,5,0,50,21,23,1129,19,0,0,0,0,0,0,0
"06001400800",871,0,0,1,0,13,0,1026,0,0,0,0,0,0,193,0,48,42,30,691,23,0,0,58,48,30,972,22,0,0,63,37,26,1002,38,964,0,18,6,0,213,6,37,0,54,26,26,1032,30,0,0,55,26,26,1085,30,1,0,56,27,26,1089,25,8,0,56,26,26,1091,25,0,0,0,0,0,0,0
"06001400900",667,0,0,0,0,6,2,716,0,0,0,0,0,0,185,0,23,11,7,475,15,0,0,28,15,9,651,15,0,0,26,14,10,661,16,534,0,4,3,3,180,3,11,0,25,13,10,646,15,0,0,25,15,10,664,15,0,0,28,14,10,665,15,0,0,28,14,10,665,15,0,0,0,0,0,0,0
"06001401000",1389,0,0,0,0,20,3,1524,0,0,0,0,0,0,407,0,95,29,44,931,89,0,0,116,37,48,1334,69,0,0,112,38,48,1354,74,1189,0,20,10,7,378,32,52,0,107,36,48,1342,54,0,0,110,36,49,1394,55,0,0,109,33,53,1395,57,2,0,109,33,53,1405,56,0,0,0,0,0,0,0
"06001401100",792,0,1,0,0,7,3,870,0,0,0,0,0,0,162,0,99,3,21,575,12,0,0,115,4,27,734,14,0,0,115,3,28,747,19,717,0,17,1,2,177,5,35,0,111,3,29,751,12,0,0,113,3,29,793,14,0,0,113,3,29,797,12,0,0,114,3,38,797,12,0,0,0,0,0,0,0
"06001401200",699,0,1,0,0,3,0,755,0,0,0,0,0,0,112,0,55,15,35,529,13,0,0,60,18,37,647,13,0,0,64,19,35,680,14,661,0,16,1,3,134,2,33,0,56,11,35,673,14,0,0,62,11,36,705,13,0,0,62,10,37,711,12,0,0,62,10,37,711,12,0,0,0,0,0,0,0
"06001401300",466,0,0,0,1,2,2,557,0,0,0,0,0,0,98,0,199,7,30,231,17,0,0,238,10,32,299,23,0,0,239,11,30,319,144,598,0,44,1,1,95,4,139,0,230,10,30,318,20,1,0,241,10,31,448,24,5,0,242,10,31,447,28,0,0,249,10,31,452,26,0,0,0,0,0,0,0
"06001401400",855,0,0,0,0,7,1,936,0,0,0,0,0,0,268,0,72,60,43,469,27,0,0,86,73,50,681,46,0,0,89,72,49,687,45,687,0,18,6,8,208,15,22,0,85,36,50,698,48,0,0,87,36,50,722,48,0,0,86,36,49,725,47,0,0,85,35,49,727,47,0,0,0,0,0,0,0
"06001401500",671,0,0,3,0,4,7,756,0,0,0,0,0,0,202,0,31,123,9,382,41,0,0,39,158,13,534,47,0,0,34,156,12,564,50,575,0,8,15,4,195,19,20,0,38,49,13,643,49,0,0,38,49,13,670,49,1,0,37,49,16,670,53,2,0,36,47,12,674,50,0,0,0,0,0,0,0
"06001401600",471,0,1,1,0,4,7,551,0,0,0,0,0,0,136,0,51,93,22,199,52,0,0,61,118,25,300,63,0,0,56,115,22,308,65,410,0,10,19,2,108,23,22,0,63,80,23,333,62,0,0,63,86,23,349,64,0,0,66,83,25,357,59,0,0,66,82,23,356,59,0,0,0,0,0,0,0
"06001401700",700,0,0,1,0,3,5,964,0,0,0,0,0,0,196,0,38,231,127,285,94,0,0,42,275,134,449,116,0,0,42,188,147,617,255,1121,0,11,33,5,157,39,46,0,36,144,175,889,160,0,0,37,145,190,940,156,1,0,36,150,193,972,130,10,0,35,145,193,973,130,0,0,0,0,0,0,0
"06001401800",369,0,0,0,0,9,6,434,0,0,0,0,0,0,123,0,19,3,21,226,44,0,0,21,5,24,330,53,0,0,19,5,20,342,56,300,0,6,1,3,114,18,17,0,20,5,21,326,54,0,0,20,5,21,344,54,0,0,20,5,21,345,53,0,0,20,5,21,346,53,0,0,0,0,0,0,0
"06001402200",613,0,0,1,0,5,4,719,0,0,0,0,0,0,157,0,34,37,81,341,74,0,0,43,42,86,459,102,0,0,39,40,82,509,106,598,0,9,9,2,138,23,15,0,32,28,84,521,103,0,0,35,29,88,545,104,0,0,33,29,90,554,109,1,0,33,28,90,554,109,0,0,0,0,0,0,0
"06001402400",379,0,0,0,0,12,0,432,0,0,0,0,0,0,96,0,9,9,19,282,19,0,0,11,9,21,382,24,0,0,8,7,17,399,27,343,0,1,1,1,106,6,11,0,7,7,17,389,26,0,0,8,7,18,400,26,0,0,8,7,21,399,27,3,0,8,7,18,398,27,0,0,0,0,0,0,0
"06001402500",184,0,0,0,0,2,0,195,0,0,0,0,0,0,46,0,8,1,30,109,1,0,0,10,3,31,150,1,0,0,10,3,24,157,1,152,0,2,0,2,39,0,4,0,9,3,22,155,1,0,0,9,3,22,160,1,0,0,10,2,22,160,1,0,0,10,2,22,160,1,0,0,0,0,0,0,0
"06001402600",146,0,0,0,0,0,2,156,0,0,0,0,0,0,25,0,7,15,54,54,4,0,0,7,20,53,71,6,0,0,28,6,33,88,6,140,0,1,2,1,16,3,5,0,26,2,33,92,5,0,0,26,3,33,96,5,2,0,27,3,33,95,5,0,0,27,3,33,96,5,0,0,0,0,0,0,0
"06001402700",337,0,0,0,0,5,1,381,0,0,0,0,0,0,82,0,26,12,40,197,26,0,0,34,19,40,263,31,0,0,39,15,41,270,47,326,0,7,4,0,70,8,10,0,31,13,42,291,31,0,0,31,14,41,303,31,1,0,28,13,43,306,30,0,0,28,13,43,304,32,0,0,0,0,0,0,0
"06001402800",220,0,1,0,0,4,0,241,0,0,0,0,0,0,37,0,104,1,49,46,17,0,0,118,2,52,145,18,0,0,135,2,51,155,27,295,0,40,0,4,27,8,5,0,134,2,56,158,20,0,0,137,2,66,186,20,0,0,133,2,67,193,18,2,0,131,2,74,192,17,0,0,0,0,0,0,0
"06001402900",221,0,0,0,0,0,0,232,0,0,0,0,0,0,37,0,145,0,33,11,6,0,0,180,0,33,13,6,0,0,177,0,36,13,7,187,0,38,0,3,4,1,1,0,180,0,36,13,3,0,0,181,0,37,13,3,0,0,182,0,37,13,2,7,0,182,0,37,13,2,0,0,0,0,0,0,0
"06001403000",1020,0,0,0,0,1,0,1143,0,0,0,0,0,0,89,0,302,4,27,708,14,0,0,329,6,27,764,16,0,0,328,6,27,782,166,1173,0,44,2,0,150,2,53,0,397,6,27,939,16,0,0,417,6,28,968,19,1,0,436,6,28,970,19,1,0,438,5,28,973,16,0,0,0,0,0,0,0
"06001403100",276,0,0,0,0,0,0,287,0,0,0,0,0,0,31,0,88,5,28,246,5,0,0,89,5,30,271,5,0,0,92,5,28,356,9,408,0,9,1,6,64,2,9,0,91,4,29,346,8,0,0,92,4,29,357,8,1,0,102,4,29,357,8,4,0,93,3,29,358,8,0,0,0,0,0,0,0
"06001403300",773,0,0,1,0,0,0,954,0,0,0,0,0,0,167,0,115,171,38,449,105,0,0,141,197,39,851,21,0,0,151,188,39,865,25,1009,0,29,6,1,219,4,57,0,157,45,40,943,21,0,0,161,46,42,1010,24,5,0,160,46,47,1011,20,3,0,159,46,50,1014,19,0,0,0,0,0,0,0
"06001403400",382,0,0,0,0,1,0,666,0,0,0,0,0,0,91,0,19,2,14,536,5,0,0,23,2,16,620,4,0,0,22,2,16,621,6,545,0,3,0,1,118,2,22,0,25,2,16,645,5,0,0,28,2,16,691,5,0,0,26,2,16,693,5,2,0,26,2,16,693,5,0,0,0,0,0,0,0
"06001403501",481,0,0,0,0,8,2,531,0,0,0,0,0,0,112,0,100,0,13,320,22,0,0,114,0,13,524,23,0,0,110,1,14,591,24,591,0,15,0,1,129,4,22,0,107,2,14,570,24,0,0,107,2,16,591,24,1,0,106,2,20,590,22,1,0,106,2,20,590,22,0,0,0,0,0,0,0
"06001403502",501,0,0,0,0,2,1,539,0,0,0,0,0,0,98,0,4,1,3,427,7,0,0,5,1,3,521,7,0,0,5,1,2,525,7,438,0,1,0,0,100,1,12,0,5,1,4,509,7,0,0,5,1,4,523,7,0,0,5,1,2,525,7,0,0,5,1,2,525,7,0,0,0,0,0,0,0
"06001403600",644,0,0,0,0,6,0,696,0,0,0,0,0,0,103,0,2,0,5,585,1,0,0,2,0,5,685,1,0,0,2,0,5,688,1,594,0,0,0,0,102,0,21,0,2,0,5,665,1,0,0,2,0,5,688,1,0,0,2,0,5,688,1,0,0,2,0,5,688,1,0,0,0,0,0,0,0
"06001403701",428,0,0,0,0,6,0,454,0,0,0,0,0,0,81,0,11,0,11,350,1,0,0,15,0,11,424,1,0,0,14,2,8,432,1,383,0,4,1,0,69,0,9,0,15,2,7,422,1,0,0,15,2,9,430,1,0,0,15,2,9,430,1,0,0,15,2,8,431,1,0,0,0,0,0,0,0
"06001403702",401,0,1,0,0,6,1,427,0,0,0,0,0,0,84,0,27,0,3,311,2,0,0,30,0,3,389,4,0,0,30,0,3,389,5,344,0,3,0,0,75,5,12,0,29,0,3,377,5,0,0,30,0,3,389,5,1,0,30,0,6,389,2,0,0,30,0,6,389,2,0,0,0,0,0,0,0
"06001403800",1007,0,0,0,0,8,0,1048,0,0,0,0,0,0,164,0,69,0,8,816,4,0,0,76,0,8,971,4,0,0,76,0,7,977,4,859,0,10,0,0,195,0,39,0,74,0,7,934,4,0,0,76,0,7,977,4,0,0,76,0,7,977,4,0,0,76,0,7,977,4,0,0,0,0,0,0,0
"06001403900",1084,0,0,0,0,13,1,1149,0,0,0,0,0,0,164,0,54,0,7,922,4,0,0,60,0,7,1076,5,0,0,60,0,7,1079,7,957,0,14,0,0,183,1,38,0,58,0,8,1043,6,0,0,60,0,9,1081,7,0,0,60,0,7,1083,7,0,0,60,0,8,1083,6,0,0,0,0,0,0,0
"06001404000",812,0,0,0,0,5,0,861,0,0,0,0,0,0,157,0,38,0,9,650,7,0,0,43,0,9,799,8,0,0,43,0,9,802,7,717,0,8,0,1,135,0,17,0,43,0,9,837,6,0,0,42,0,10,855,6,0,0,42,0,11,853,11,0,0,42,0,10,855,7,0,0,0,0,0,0,0
"06001404101",965,0,0,0,0,9,0,1017,0,0,0,0,0,0,118,0,80,4,12,803,10,0,0,81,4,12,909,10,0,0,82,5,11,954,10,884,0,9,1,1,169,0,25,0,84,5,11,920,10,0,0,86,5,11,952,10,0,0,86,5,12,951,10,1,0,86,5,12,950,11,0,0,0,0,0,0,0
"06001404102",421,0,0,0,0,6,0,447,0,0,0,0,0,0,59,0,35,0,15,334,4,0,0,39,0,15,387,4,0,0,39,0,14,390,4,362,0,10,0,0,74,1,9,0,39,0,13,382,4,0,0,39,0,13,391,4,0,0,40,0,13,390,4,0,0,39,0,13,391,4,0,0,0,0,0,0,0
"06001404200",1267,0,0,0,0,8,8,1359,0,0,0,0,0,0,180,0,13,0,15,1108,47,0,0,14,0,15,1279,46,0,0,14,0,15,1291,49,1051,0,0,0,0,309,10,52,0,14,0,15,1239,46,0,0,14,0,15,1297,46,0,0,14,0,15,1303,40,0,0,14,0,16,1304,41,0,0,0,0,0,0,0
"06001404300",1254,0,0,0,0,16,2,1365,0,0,0,0,0,0,202,0,5,0,27,1064,69,0,0,6,0,28,1270,75,0,0,6,0,28,1285,74,1084,0,0,0,0,297,12,45,0,6,0,30,1238,71,0,0,6,0,30,1288,71,0,0,7,0,30,1288,71,0,0,7,0,30,1288,70,0,0,0,0,0,0,0
"06001404400",2294,0,0,0,0,23,27,2692,0,0,0,0,0,0,454,0,5,0,40,1862,335,0,0,6,0,42,2272,372,0,0,6,0,39,2289,374,2111,0,1,0,1,504,92,110,0,6,0,39,2207,343,0,0,6,0,43,2306,365,1,0,7,0,43,2313,359,0,0,7,0,43,2314,358,0,0,0,0,0,0,0
"06001404501",665,0,0,0,0,13,0,712,0,0,0,0,0,0,101,0,0,0,6,582,23,0,0,0,0,6,685,24,0,0,0,0,6,692,23,549,0,0,0,0,169,5,34,0,0,0,6,657,24,0,0,0,0,6,693,25,0,0,0,0,6,693,27,0,0,0,0,6,692,26,0,0,0,0,0,0,0
"06001404502",2384,0,0,0,0,28,26,2758,0,0,0,0,0,0,404,0,71,1,88,1947,248,0,0,74,1,89,2288,293,0,0,75,1,87,2327,295,2227,0,9,0,0,497,56,88,0,72,1,87,2258,276,0,0,75,1,87,2354,280,0,0,75,1,87,2359,278,0,0,75,1,87,2360,275,0,0,0,0,0,0,0
"06001404600",1907,0,0,0,0,16,29,2216,0,0,0,0,0,0,329,0,9,0,133,1524,225,0,0,9,0,136,1801,267,0,0,10,0,133,1808,271,1741,0,1,0,2,406,74,82,0,9,0,137,1744,249,0,0,9,0,137,1821,261,0,0,9,0,135,1831,258,0,0,9,0,135,1831,255,0,0,0,0,0,0,0
"06001404700",803,0,0,0,0,13,2,860,0,0,0,0,0,0,124,0,4,0,24,683,25,0,0,5,0,24,796,29,0,0,6,0,24,804,29,674,0,0,0,0,184,5,37,0,6,0,24,769,25,0,0,6,0,25,807,25,0,0,6,0,27,807,23,0,0,6,0,32,807,24,0,0,0,0,0,0,0
"06001404800",754,0,0,0,0,7,0,794,0,0,0,0,0,0,121,0,22,0,13,635,8,0,0,24,0,14,750,9,0,0,24,0,14,764,9,653,0,3,0,2,153,3,27,0,23,0,15,738,9,0,0,24,0,15,767,9,0,0,24,0,15,767,9,0,0,24,0,15,767,9,0,0,0,0,0,0,0
"06001404900",1372,0,0,0,0,15,0,1435,0,0,0,0,0,0,246,0,46,1,21,1114,11,0,0,49,1,21,1354,8,0,0,49,1,21,1365,8,1167,0,9,0,0,271,1,42,0,49,1,21,1324,9,0,0,49,1,22,1373,9,0,0,50,1,22,1403,10,0,0,51,1,22,1406,10,0,0,0,0,0,0,0
"06001405000",1106,0,0,0,0,10,1,1169,0,0,0,0,0,0,199,0,22,0,25,913,15,0,0,25,0,25,1109,17,0,0,24,0,24,1117,19,925,0,6,0,0,254,6,39,0,23,0,24,1083,19,0,0,25,0,23,1124,19,0,0,24,0,23,1124,21,0,0,24,0,23,1124,21,0,0,0,0,0,0,0
"06001405100",1572,0,0,0,0,19,1,1650,0,0,0,0,0,0,273,0,5,0,12,1347,15,0,0,5,0,12,1618,16,0,0,5,0,12,1623,17,1245,0,0,0,0,409,3,81,0,5,0,12,1539,16,0,0,5,0,12,1624,16,0,0,5,0,12,1624,16,0,0,5,0,12,1624,16,0,0,0,0,0,0,0
"06001405200",1028,0,0,0,0,9,3,1078,0,0,0,0,0,0,175,0,26,0,17,851,9,0,0,28,0,19,1013,13,0,0,30,0,17,1022,13,897,0,6,0,1,171,7,27,0,27,0,17,993,13,0,0,27,0,17,1024,14,0,0,27,0,17,1024,14,0,0,23,0,17,1028,14,0,0,0,0,0,0,0
"06001405301",313,0,0,0,0,2,0,327,0,0,0,0,0,0,57,0,13,0,9,247,1,0,0,15,0,9,301,2,0,0,15,0,9,301,2,260,0,1,0,1,65,0,6,0,15,0,9,294,2,0,0,15,0,9,301,2,0,0,17,0,9,301,2,0,0,17,0,9,301,2,0,0,0,0,0,0,0
"06001405302",233,0,0,0,0,0,1,244,0,0,0,0,0,0,23,0,17,0,5,193,6,0,0,20,0,5,215,6,0,0,20,0,5,215,6,202,0,3,0,1,45,1,5,0,20,0,5,217,5,0,0,22,0,5,222,5,0,0,22,0,5,222,5,0,0,22,0,6,222,5,0,0,0,0,0,0,0
"06001405401",420,0,0,0,0,4,0,446,0,0,0,0,0,0,68,0,23,0,9,338,8,0,0,29,0,10,396,8,0,0,29,0,11,399,8,366,0,4,0,2,74,1,11,0,29,0,11,386,8,0,0,29,0,11,399,8,0,0,32,0,11,399,5,0,0,32,0,11,399,5,0,0,0,0,0,0,0
"06001405402",341,0,0,0,0,2,1,353,0,0,0,0,0,0,51,0,21,1,15,260,5,0,0,22,1,15,307,6,0,0,22,1,15,309,6,304,0,5,0,0,47,1,5,0,21,1,16,309,6,0,0,21,1,15,315,6,0,0,20,1,16,315,6,0,0,20,1,16,315,6,0,0,0,0,0,0,0
"06001405500",607,0,0,0,0,11,1,635,0,0,0,0,0,0,112,0,13,0,8,503,4,0,0,13,0,8,611,4,0,0,13,0,8,620,5,526,0,2,0,0,117,1,15,0,13,0,8,600,5,0,0,13,0,8,620,5,0,0,16,0,8,714,4,3,0,16,0,8,713,4,0,0,0,0,0,0,0
"06001405600",577,0,0,0,0,4,0,610,0,0,0,0,0,0,115,0,16,1,12,461,5,0,0,17,1,12,573,5,0,0,16,1,12,585,5,524,0,2,0,0,92,3,15,0,16,1,12,565,5,0,0,16,1,12,590,5,0,0,17,2,12,589,5,0,0,17,1,12,589,5,0,0,0,0,0,0,0
"06001405700",594,0,0,0,0,14,0,642,0,0,0,0,0,0,161,0,6,0,7,463,5,0,0,7,0,8,616,6,0,0,7,0,8,623,6,517,0,1,0,0,132,0,20,0,7,0,8,605,6,0,0,7,0,8,629,6,0,0,6,0,8,630,6,0,0,6,0,8,630,6,0,0,0,0,0,0,0
"06001405800",787,0,0,0,0,5,4,835,0,0,0,0,0,0,185,0,9,0,15,619,7,0,0,10,0,16,796,10,0,0,10,0,16,802,12,672,0,0,0,2,171,5,19,0,9,0,16,788,15,0,0,10,0,16,809,15,0,0,9,0,15,811,15,0,0,9,0,15,811,15,0,0,0,0,0,0,0
"06001405901",569,0,0,0,0,4,2,604,0,0,0,0,0,0,114,0,29,3,21,420,17,0,0,34,3,22,518,20,0,0,34,3,21,534,23,510,0,6,0,1,96,4,9,0,31,3,21,527,20,0,0,33,3,21,540,20,0,0,33,3,21,539,21,0,0,33,3,21,539,21,0,0,0,0,0,0,0
"06001405902",546,0,0,0,0,5,0,599,0,0,0,0,0,0,113,0,35,3,18,420,10,0,0,43,4,21,517,11,0,0,41,5,20,524,11,494,0,9,0,0,98,3,14,0,40,4,20,512,12,0,0,41,4,20,527,12,0,0,40,4,20,527,13,0,0,40,4,20,527,13,0,0,0,0,0,0,0
"06001406000",703,0,0,1,0,2,1,849,0,0,0,0,0,0,86,0,147,177,125,280,44,0,0,169,187,128,351,47,0,0,169,185,127,358,47,738,0,29,35,2,83,3,43,0,160,141,124,376,44,0,0,166,144,126,420,46,5,0,167,141,126,421,48,0,0,167,138,129,424,47,0,0,0,0,0,0,0
"06001406100",927,0,1,1,0,2,6,1176,0,0,0,0,0,0,203,0,114,165,96,513,173,0,0,142,183,98,737,101,0,0,139,205,95,730,108,1037,0,24,34,3,165,16,36,0,129,169,97,747,110,0,0,133,174,97,772,114,1,0,143,173,104,777,120,2,0,143,172,104,777,122,0,0,0,0,0,0,0
"06001406201",583,0,0,0,0,9,0,620,0,0,0,0,0,0,135,0,32,1,23,426,5,0,0,36,1,23,552,8,0,0,36,1,23,556,8,488,0,8,1,2,123,2,22,0,34,1,23,539,7,0,0,38,1,23,557,7,0,0,36,1,24,558,7,0,0,36,1,24,558,7,0,0,0,0,0,0,0
"06001406202",416,0,0,0,0,5,1,443,0,0,0,0,0,0,70,0,48,1,13,306,5,0,0,54,1,14,364,8,0,0,52,2,13,375,15,363,0,5,1,2,82,4,14,0,47,2,14,368,9,0,0,47,2,17,382,9,0,0,48,2,17,386,8,0,0,48,2,17,386,8,0,0,0,0,0,0,0
"06001406300",684,0,0,0,0,15,1,746,0,0,0,0,0,0,170,0,17,0,17,532,10,0,0,18,0,17,697,29,0,0,17,0,17,708,30,592,0,4,0,0,161,15,13,0,17,0,17,701,20,0,0,17,0,17,719,19,0,0,17,0,17,725,13,0,0,17,0,17,725,13,0,0,0,0,0,0,0
"06001406400",478,0,0,0,0,9,1,531,0,0,0,0,0,0,107,0,10,0,18,376,20,0,0,13,0,19,476,22,0,0,13,0,19,477,24,437,0,3,0,2,88,3,11,0,11,0,19,466,24,0,0,13,0,19,477,24,0,0,14,0,20,475,24,0,0,14,0,19,476,24,0,0,0,0,0,0,0
"06001406500",1040,0,0,0,0,7,1,1097,0,0,0,0,0,0,239,0,24,0,64,764,7,0,0,31,0,65,993,8,0,0,30,0,65,1000,8,908,0,6,0,4,188,1,24,0,29,0,65,979,7,0,0,29,0,65,1006,7,0,0,28,0,66,1004,9,0,0,27,0,65,1008,9,0,0,0,0,0,0,0
"06001406601",1079,0,0,0,0,14,0,1142,0,0,0,0,0,0,245,0,24,0,14,851,8,0,0,29,0,14,1081,10,0,0,28,0,14,1092,11,929,0,6,0,1,208,1,33,0,27,0,15,1051,12,0,0,28,0,15,1090,12,0,0,28,0,15,1089,13,0,0,28,0,14,1090,13,0,0,0,0,0,0,0
"06001406602",445,0,0,0,0,6,0,475,0,0,0,0,0,0,114,0,30,0,13,317,1,0,0,32,0,14,424,3,0,0,32,0,14,437,2,403,0,6,0,1,78,1,14,0,32,0,14,422,2,0,0,32,0,14,441,2,0,0,32,0,14,441,2,0,0,32,0,14,441,2,0,0,0,0,0,0,0
"06001406700",1777,0,1,0,0,12,2,1919,0,0,0,0,0,0,304,0,22,0,25,1524,51,0,0,25,0,27,1828,60,0,0,23,0,27,1862,58,1577,0,4,0,2,382,10,69,0,22,0,27,1788,60,0,0,22,0,28,1866,60,1,0,22,0,28,1873,59,0,0,22,0,28,1874,59,0,0,0,0,0,0,0
"06001406800",1178,0,0,0,0,15,0,1260,0,0,0,0,0,0,215,0,21,0,27,983,14,0,0,24,0,27,1195,16,0,0,23,0,27,1198,17,1035,0,5,0,1,230,5,33,0,20,0,27,1172,15,0,0,24,0,27,1211,15,0,0,21,0,29,1211,16,0,0,21,0,29,1213,15,0,0,0,0,0,0,0
