"geo_id","sqft_median","sqft_count","rooms_median","rooms_count","bedrms_median","bedrms_count","sqft_median_2012_sales","sqft_count_2012_sales","rooms_median_2012_sales","rooms_count_2012_sales","bedrms_median_2012_sales","bedrms_count_2012_sales"
"06081604900",1950.0,1217,7.0,1217,3.0,1217,1960.0,41,7.0,41,3.0,41
"06081605000",2160.0,2188,7.0,2189,3.0,2189,2060.0,78,7.0,78,3.0,78
"06081605100",1510.0,786,6.0,786,3.0,786,1510.0,31,7.0,31,3.0,31
"06081605200",2100.0,1163,7.0,1163,3.0,1163,2290.0,54,8.0,54,3.0,54
"06081605300",1720.0,1382,7.0,1383,3.0,1383,1522.5,70,6.0,70,3.0,70
"06081605400",1557.0,1506,6.0,1506,3.0,1506,1520.0,65,6.0,65,3.0,65
"06081605500",1670.0,1102,6.0,1101,2.0,1101,1633.0,71,5.0,71,2.0,71
"06081605600",3560.0,2027,9.0,2027,4.0,2027,3750.0,78,9.0,78,4.0,78
"06081605700",3410.0,1946,9.0,1946,4.0,1946,3470.0,91,10.0,91,4.0,91
"06081605800",2610.0,852,8.0,851,4.0,851,2570.0,34,8.0,34,3.0,34
"06081605900",1370.0,1135,5.0,1134,2.0,1116,1400.0,53,5.0,53,2.0,53
"06081606000",903.0,1603,4.0,1603,2.0,1462,894.0,103,4.0,103,2.0,93
"06081606100",1180.0,1033,5.0,1033,3.0,1033,1140.0,50,5.0,50,3.0,50
"06081606200",1330.0,1203,6.0,1202,3.0,1202,1300.0,43,6.0,42,2.0,42
"06081606300",1340.0,1233,5.0,1233,2.0,1232,1348.0,83,4.0,83,2.0,83
"06081606400",1800.0,1222,5.5,1218,2.0,1215,1870.0,70,5.0,70,2.0,70
"06081606500",2190.0,1285,8.0,1284,3.0,1284,2180.0,59,8.0,59,3.0,59
"06081606600",1530.0,1081,6.0,1080,3.0,1078,1425.0,50,6.0,50,2.0,50
"06081606700",1870.0,887,7.0,887,3.0,887,1830.0,32,7.0,32,3.0,32
"06081606800",1930.0,1111,7.0,1111,3.0,1111,1975.0,36,7.0,36,3.5,36
"06081606900",1760.0,815,7.0,815,4.0,815,1735.0,24,7.5,24,4.0,24
"06081607000",2130.0,1062,7.0,1062,3.0,1060,2060.0,37,7.0,37,3.0,37
"06081607100",1580.0,1129,7.0,1129,3.0,1129,1737.0,35,7.0,35,3.0,35
"06081607200",1470.0,573,6.0,572,3.0,571,1320.0,20,6.0,20,2.5,20
"06081607300",1580.0,1312,6.0,1312,3.0,1312,1590.0,43,6.0,43,3.0,43
"06081607400",1356.0,1240,6.0,1240,2.0,1240,1237.0,58,5.5,58,2.0,58
"06081607500",1430.0,768,6.0,768,3.0,768,1330.0,35,6.0,35,3.0,35
"06081607600",1367.5,1042,6.0,1042,3.0,1042,1180.0,28,6.0,28,3.0,28
"06081607701",1080.0,954,5.0,954,3.0,954,1140.0,41,5.0,41,3.0,41
"06081607702",1080.0,800,5.0,800,3.0,800,1080.0,42,5.0,42,3.0,42
"06081607800",1300.0,1013,5.0,1013,3.0,1013,1300.0,33,5.0,33,3.0,33
"06081607900",1200.0,1232,5.0,1231,2.0,1205,1223.0,55,5.0,55,2.0,52
"06081608001",1540.0,853,5.0,853,3.0,853,1349.0,17,4.0,17,2.0,17
"06081608002",1780.0,1401,6.0,1401,3.0,1401,1700.0,44,6.0,44,3.0,44
"06081608004",1530.0,1730,6.0,1729,2.0,1729,1530.0,64,5.0,64,2.0,64
"06081608013",1860.0,1046,7.0,1043,3.0,1046,1565.0,42,6.0,42,3.0,42
"06081608023",2010.0,872,8.0,872,4.0,872,2240.0,20,8.0,20,4.0,20
"06081608100",1760.0,1006,7.0,1006,3.0,1006,1640.0,42,6.0,42,3.0,42
"06081608200",1890.0,999,7.0,994,4.0,999,1840.0,43,7.0,43,4.0,43
"06081608300",1900.0,820,8.0,820,4.0,820,1860.0,33,7.0,33,3.0,33
"06081608400",1060.0,1021,5.0,1021,3.0,1014,1054.0,40,5.0,40,3.0,40
"06081608501",1210.0,1416,6.0,1416,3.0,1416,1203.0,60,6.0,60,3.0,60
"06081608502",1128.0,763,5.0,763,3.0,763,1040.0,27,4.0,27,2.0,27
"06081608600",1350.0,917,6.0,913,3.0,916,1230.0,36,6.0,36,3.0,36
"06081608700",1650.0,2219,6.0,2219,3.0,2218,1800.0,82,7.0,82,3.0,82
"06081608800",1720.0,2215,7.0,2214,3.0,2214,1860.0,81,7.0,81,3.0,81
"06081608900",2190.0,1373,8.0,1373,3.0,1373,2150.0,48,8.0,48,3.0,48
"06081609000",1645.0,804,6.0,804,3.0,804,1770.0,39,6.0,39,3.0,39
"06081609100",1010.0,488,5.0,486,2.0,486,910.0,20,4.5,20,2.0,20
"06081609201",1390.0,1219,6.0,1218,3.0,1218,1290.0,50,5.0,50,2.0,50
"06081609202",1410.0,924,6.0,924,3.0,922,1300.0,53,5.0,53,2.0,53
"06081609300",1680.0,1111,6.0,1110,3.0,1110,1760.0,36,6.0,36,3.0,36
"06081609400",1580.0,1179,6.0,1179,3.0,1179,1470.0,53,6.0,53,3.0,53
"06081609500",1740.0,1752,7.0,1751,3.0,1751,1805.0,66,7.0,66,3.0,66
"06081609601",2200.0,1035,7.0,1035,3.0,1035,2095.0,56,7.0,56,3.0,56
"06081609602",1870.0,652,7.0,652,3.0,652,1690.0,37,6.0,37,3.0,37
"06081609603",1910.0,2137,7.0,2137,3.0,2137,1699.5,86,6.0,86,3.0,86
"06081609700",2230.0,1604,8.0,1605,3.0,1605,1995.0,58,7.0,58,3.0,58
"06081609800",1610.0,1605,6.0,1605,3.0,1605,1750.0,62,6.5,62,3.0,62
"06081609900",1730.0,1101,7.0,1100,3.0,1100,1950.0,40,7.0,40,3.0,40
"06081610000",1690.0,1157,6.0,1156,3.0,1156,1810.0,59,7.0,59,3.0,59
"06081610100",1115.0,570,5.0,569,3.0,569,1085.0,24,5.0,24,3.0,24
"06081610201",1210.0,574,6.0,574,3.0,574,1570.0,17,6.0,17,3.0,17
"06081610202",900.0,70,4.0,69,2.0,67,860.0,3,4.0,2,2.0,2
"06081610203",1903.0,231,8.0,227,4.0,227,3431.0,14,13.0,14,6.0,14
"06081610302",1152.0,375,6.0,106,3.0,106,1405.0,3,6.0,3,3.0,3
"06081610303",1860.0,2332,7.0,2288,3.0,2333,1731.0,106,7.0,106,3.0,106
"06081610304",1359.0,1820,6.0,1820,2.0,1820,1220.0,75,5.0,75,2.0,75
"06081610400",1440.0,1034,6.0,1033,3.0,1033,1365.0,26,6.0,26,3.0,26
"06081610500",1090.0,765,5.0,765,2.0,765,1245.0,34,5.5,34,2.0,34
"06081610601",1290.0,796,6.0,796,3.0,796,1214.0,43,6.0,43,2.0,43
"06081610602",1250.0,1057,6.0,1057,3.0,1057,1110.0,49,5.0,49,3.0,49
"06081610700",1770.0,953,7.0,953,3.0,953,1690.0,49,7.0,49,3.0,49
"06081610800",1625.0,520,6.0,520,3.0,506,1275.0,29,5.0,29,3.0,26
"06081610900",1340.0,1269,6.0,1267,3.0,1267,1190.0,44,6.0,44,3.0,44
"06081611000",1600.0,1497,6.0,1497,3.0,1497,1600.0,61,6.0,61,3.0,61
"06081611100",1580.0,2216,6.0,2215,3.0,2216,1390.0,97,6.0,97,3.0,97
"06081611200",1400.0,1058,6.0,1058,3.0,1058,1450.0,43,6.0,43,3.0,43
"06081611300",1620.0,1715,6.0,1715,3.0,1715,1550.0,71,6.0,71,3.0,71
"06081611400",3990.0,1483,10.0,1483,4.0,1483,3690.0,81,10.0,81,4.0,81
"06081611500",3120.0,966,9.0,966,4.0,966,2869.0,33,8.0,33,4.0,33
"06081611600",1395.0,804,6.0,803,3.0,803,1520.0,34,6.0,34,3.0,34
"06081611700",1130.0,1070,6.0,1068,3.0,1069,1160.0,57,6.0,57,3.0,57
"06081611800",1070.0,835,5.0,835,3.0,835,1070.0,49,5.0,49,3.0,49
"06081611900",1250.0,1929,6.0,1854,3.0,1854,1110.0,81,6.0,80,3.0,81
"06081612000",1080.0,1251,5.0,1251,3.0,1251,1070.0,62,5.0,62,2.5,62
"06081612100",1420.0,792,6.0,792,3.0,792,1182.0,43,4.0,43,2.0,43
"06081612500",1951.0,1110,7.0,1110,3.0,1110,1850.0,51,6.0,51,3.0,51
"06081612600",1790.0,1071,6.0,1067,3.0,1062,1810.0,47,7.0,47,3.0,47
"06081612700",2290.0,816,7.0,816,3.0,816,2210.0,43,7.0,43,3.0,43
"06081612800",2360.0,1196,8.0,1196,3.0,1196,2400.0,57,7.0,57,3.0,57
"06081612900",1774.0,1709,7.0,1709,3.0,1709,2042.0,96,7.0,96,3.0,96
"06081613000",2190.0,1136,7.0,1136,3.0,1136,2135.0,52,7.0,52,3.0,52
"06081613200",2560.0,2294,8.0,2291,3.0,2291,2710.0,76,7.5,76,3.0,76
"06081613300",2630.0,1013,8.0,1013,3.0,1013,2588.5,46,8.0,46,3.0,46
"06081613400",2660.0,1165,8.0,1164,3.0,1164,2380.0,43,8.0,43,3.0,43
"06081613501",1720.0,1117,7.0,1107,4.0,1107,1765.0,50,8.0,50,4.0,50
"06081613502",1870.0,2105,7.0,2103,3.0,2102,1980.0,82,7.0,82,3.0,82
"06081613600",1710.0,1951,7.0,1795,3.0,1795,1660.0,60,7.0,60,3.0,60
"06081613700",1680.0,2537,7.0,2313,3.0,2316,1700.0,91,6.0,91,3.0,91
"06081613800",1248.0,871,5.0,850,2.0,849,1265.0,32,6.0,32,2.0,32
"06081613900",1630.0,1652,6.0,1653,3.0,1653,1725.0,70,6.0,70,3.0,70
"06081614000",1480.0,1520,6.0,1520,3.0,1520,1450.0,46,6.0,46,3.0,46
"06085120500",2308.0,10,8.0,10,3.5,10,"",0,"",0,"",0
"06085121000",1616.0,1,5.0,1,2.0,1,"",0,"",0,"",0
"06085123300",900.0,1,3.0,1,1.0,1,"",0,"",0,"",0
"06085443301",1750.0,3,7.0,3,4.0,3,"",0,"",0,"",0
"06085500100",1388.0,1470,6.0,1223,3.0,1223,1330.0,114,6.0,107,3.0,107
"06085500200",1361.0,990,5.0,797,2.0,791,1461.0,49,6.0,41,3.0,41
"06085500300",1403.0,979,6.0,894,2.0,894,1275.0,105,4.0,102,2.0,102
"06085500400",1766.0,575,7.0,496,3.0,496,1926.0,28,7.0,26,3.0,26
"06085500500",1661.5,1728,7.0,1646,3.0,1645,1673.0,83,7.0,78,3.0,78
"06085500600",1499.5,1040,6.0,952,3.0,952,1424.5,52,6.0,52,2.0,52
"06085500800",1103.0,1105,4.0,1059,2.0,1059,1240.0,312,4.0,312,2.0,312
"06085500901",1421.0,693,4.0,607,2.0,607,1158.0,86,4.0,86,2.0,86
"06085500902",2652.0,105,6.0,21,3.0,21,7620.0,9,"",0,"",0
"06085501000",1321.0,798,5.0,553,2.0,553,1238.5,46,4.0,35,2.0,35
"06085501101",1380.0,767,5.0,660,2.0,659,1400.0,35,5.0,31,2.0,31
"06085501102",1268.0,1153,6.0,1027,3.0,1027,1232.0,39,6.0,38,2.5,38
"06085501200",1309.0,894,5.0,666,2.0,665,1224.0,43,5.0,35,3.0,35
"06085501300",1768.0,718,6.0,607,3.0,607,1869.0,38,8.0,34,3.0,34
"06085501401",900.0,454,5.0,392,2.0,392,849.0,17,5.0,14,2.0,14
"06085501402",1247.0,521,5.0,421,2.0,419,1242.0,27,5.0,23,3.0,23
"06085501501",1450.0,522,6.0,374,3.0,374,1272.0,25,6.0,18,3.0,18
"06085501502",1622.0,697,7.0,571,4.0,569,1814.5,32,7.5,28,4.0,28
"06085501600",1638.0,905,6.0,629,3.0,623,1886.0,54,6.0,36,2.0,35
"06085501700",1296.0,649,5.0,489,2.0,489,1313.0,37,5.0,29,2.0,29
"06085501800",1314.0,1390,6.0,1261,3.0,1257,1247.5,80,5.5,74,2.0,74
"06085501900",1258.0,1141,5.0,1058,2.0,1058,1243.5,74,5.0,70,2.0,70
"06085502001",1173.0,1204,6.0,1038,2.0,1034,1193.5,56,6.0,47,2.0,46
"06085502002",1160.0,680,5.0,596,2.0,595,1088.5,36,5.0,32,2.0,32
"06085502101",1415.0,1455,6.0,1385,3.0,1385,922.0,90,5.0,86,2.0,86
"06085502102",1608.0,1024,6.0,707,3.0,707,1852.0,40,5.0,23,3.0,23
"06085502201",1224.0,964,5.0,830,2.0,829,1344.0,59,6.0,49,3.0,49
"06085502202",1311.0,1076,4.0,1041,2.0,1041,1444.0,69,5.0,68,2.0,68
"06085502301",1853.0,991,7.0,935,3.0,934,1804.0,51,7.0,49,3.0,49
"06085502302",1772.0,579,7.0,538,3.0,538,1822.0,21,7.0,21,3.0,21
"06085502400",1512.0,2596,6.0,2539,3.0,2538,1575.0,154,6.0,151,3.0,151
"06085502500",1582.0,2306,7.0,2255,3.0,2255,1508.0,105,7.0,102,3.0,102
"06085502601",2010.0,1040,8.0,1035,3.0,1034,2010.0,61,8.0,61,3.0,61
"06085502603",1808.0,900,7.0,843,3.0,843,1825.0,36,7.0,35,3.0,35
"06085502604",1240.0,639,5.0,590,2.0,590,1187.0,34,5.0,33,2.0,33
"06085502701",1687.0,1397,7.0,1235,3.0,1237,1687.0,63,7.0,55,3.0,55
"06085502702",1464.0,2721,6.0,2687,3.0,2687,1447.5,116,6.0,116,3.0,116
"06085502800",1550.5,1310,6.0,1237,3.0,1237,1556.0,55,6.0,52,3.0,52
"06085502901",1585.0,1733,6.0,1604,3.0,1604,1694.0,65,6.0,59,3.0,59
"06085502902",1637.0,2690,6.0,2651,4.0,2651,1558.0,151,6.0,151,3.0,151
"06085502903",1672.0,1926,7.0,1893,4.0,1893,1596.0,95,7.0,92,3.0,92
"06085502906",1395.0,1263,6.0,1223,3.0,1223,1217.0,66,6.0,66,3.0,66
"06085502907",1628.0,1338,7.0,1338,4.0,1338,1586.0,49,7.0,49,4.0,49
"06085502908",1505.0,2047,7.0,1984,3.0,1984,1500.0,88,6.0,85,3.0,85
"06085502909",1232.0,1551,5.0,1510,3.0,1510,903.0,61,4.0,61,2.0,61
"06085502910",1466.0,892,6.0,833,3.0,833,1399.0,40,6.0,37,3.0,37
"06085503001",1730.0,1571,7.0,1508,3.0,1508,1778.0,65,7.0,63,3.0,63
"06085503002",1670.0,1067,7.0,1033,3.0,1033,1786.0,61,7.0,59,3.0,59
"06085503003",1553.0,1766,7.0,1733,3.0,1733,1575.0,66,7.0,65,3.0,65
"06085503105",1307.0,348,6.0,285,3.0,285,1403.0,16,6.0,15,3.0,15
"06085503108",1848.0,1323,7.0,1217,3.0,1217,1889.0,67,8.0,63,4.0,63
"06085503110",1291.0,384,6.0,275,3.0,275,1150.0,18,6.0,16,3.0,16
"06085503111",1238.0,1052,6.0,1039,3.0,1039,1214.0,44,6.0,43,3.0,43
"06085503112",1130.0,787,5.0,671,2.0,671,1062.0,43,5.0,41,2.0,41
"06085503113",1204.0,836,5.0,674,2.0,675,1232.5,34,5.0,25,2.0,25
"06085503115",1690.0,1604,6.0,1600,3.0,1600,1660.5,182,5.0,182,3.0,182
"06085503116",1632.0,655,7.0,648,3.0,648,1443.0,40,7.0,40,3.0,40
"06085503117",1235.0,449,5.0,382,3.0,382,1406.5,12,6.0,12,3.0,12
"06085503118",961.0,880,4.0,877,2.0,877,1004.0,41,5.0,41,2.0,41
"06085503121",871.0,659,4.0,617,2.0,617,871.0,39,4.0,37,2.0,37
"06085503122",1125.0,373,6.0,368,3.0,368,885.0,18,5.0,18,2.0,18
"06085503123",1282.0,262,5.0,252,2.0,252,1327.0,23,5.0,23,3.0,23
"06085503204",1164.0,1671,5.0,1646,3.0,1646,1094.0,98,5.0,96,3.0,96
"06085503207",1698.0,1027,7.0,1027,4.0,1027,1633.0,41,7.0,41,3.0,41
"06085503208",1260.0,827,6.0,827,3.0,827,1296.0,35,6.0,35,3.0,35
"06085503210",1432.0,866,7.0,810,4.0,810,1510.0,23,7.0,21,4.0,21
"06085503211",1444.0,1130,7.0,1130,3.0,1130,1409.0,43,6.0,43,3.0,43
"06085503212",1618.0,955,7.0,955,4.0,955,1606.0,40,7.0,40,4.0,40
"06085503213",1257.0,645,5.0,538,3.0,538,1146.0,28,5.0,27,2.0,27
"06085503214",1405.0,550,6.0,523,3.0,523,1629.0,19,7.0,19,3.0,19
"06085503217",1157.0,1034,6.0,1019,3.0,1019,1113.0,59,6.0,58,3.0,58
"06085503218",1123.0,533,6.0,531,3.0,531,1123.0,29,6.0,29,3.0,29
"06085503304",1176.0,1228,6.0,1210,3.0,1210,1160.0,56,5.5,56,3.0,56
"06085503305",1295.0,1103,6.0,1101,4.0,1101,1259.5,40,6.0,40,3.0,40
"06085503306",1140.0,683,6.0,682,3.0,682,1135.0,30,6.0,30,3.0,30
"06085503312",1780.0,950,7.0,927,3.0,927,1721.0,44,7.0,42,3.0,42
"06085503313",2106.0,1274,9.0,1274,4.0,1274,2094.0,38,9.0,38,4.0,38
"06085503315",1451.0,1346,7.0,1306,4.0,1306,1424.5,54,6.0,54,3.0,54
"06085503321",2206.0,1072,9.0,1072,4.0,1072,2206.0,31,9.0,31,4.0,31
"06085503322",1739.0,1035,7.0,1035,4.0,1035,1586.0,36,7.5,36,4.0,36
"06085503323",1554.0,1197,7.0,1197,4.0,1197,1514.0,49,7.0,49,4.0,49
"06085503324",1802.0,897,8.0,896,4.0,896,1802.0,27,8.0,27,4.0,27
"06085503325",1393.0,1133,7.0,1133,3.0,1133,1398.0,49,6.0,49,3.0,49
"06085503326",2280.0,1686,9.0,1684,4.0,1686,2263.0,59,9.0,59,4.0,59
"06085503327",1625.0,1213,7.0,1210,4.0,1209,1606.0,52,7.0,52,4.0,52
"06085503329",1990.0,972,8.0,972,4.0,972,2034.0,29,8.0,29,4.0,29
"06085503330",2405.0,1974,9.0,1974,4.0,1974,2748.5,64,10.0,64,4.0,64
"06085503331",1573.0,1337,6.0,1337,2.0,1337,1240.0,57,5.0,57,2.0,57
"06085503332",1751.0,2565,7.0,2565,2.0,2565,1637.5,132,6.0,132,2.0,132
"06085503333",1647.0,1333,8.0,1333,4.0,1333,1520.5,74,7.0,74,4.0,74
"06085503334",3062.0,2636,10.0,2636,4.0,2635,3027.5,166,10.0,166,4.0,166
"06085503336",1320.0,841,6.0,841,3.0,841,1320.0,33,6.0,33,3.0,33
"06085503337",1452.0,709,6.0,708,3.0,708,1452.5,32,6.0,32,3.0,32
"06085503401",1121.0,894,5.0,893,3.0,893,1121.0,37,5.0,37,3.0,37
"06085503402",1232.0,571,6.0,568,3.0,568,1232.0,17,5.0,17,3.0,17
"06085503504",1040.0,1096,5.0,1088,3.0,1088,1040.0,60,5.0,60,3.0,60
"06085503506",1283.0,953,7.0,951,3.0,951,1352.0,32,7.0,32,3.0,32
"06085503507",1391.0,342,7.0,342,3.0,342,1141.0,10,6.0,10,3.0,10
"06085503508",1198.0,1173,6.0,1170,3.0,1170,1198.0,55,6.0,55,3.0,55
"06085503509",1455.0,832,6.0,832,3.0,832,1410.0,32,6.0,32,3.0,32
"06085503510",1199.0,1048,5.0,1021,3.0,1021,1228.0,46,6.0,45,3.0,45
"06085503511",1353.0,808,6.0,797,3.0,797,1352.5,30,6.0,30,3.0,30
"06085503601",1349.0,551,6.0,421,3.0,419,1450.0,15,7.0,12,3.0,12
"06085503602",1338.0,716,6.0,640,3.0,640,1365.5,28,7.0,24,3.0,24
"06085503703",1263.0,583,6.0,534,3.0,534,1302.0,21,6.0,19,3.0,19
"06085503707",1180.0,1190,6.0,1152,3.0,1152,1180.0,57,6.0,55,3.0,55
"06085503708",1234.0,558,6.0,557,3.0,557,1392.0,16,6.0,16,3.5,16
"06085503709",1173.0,517,6.0,483,3.0,483,1183.0,29,6.0,25,3.0,25
"06085503710",1341.0,466,6.0,412,3.0,412,1313.5,16,6.0,16,3.0,16
"06085503711",1442.0,703,6.0,483,3.0,483,1442.0,30,6.0,22,3.0,22
"06085503712",1056.0,581,5.0,487,2.0,504,1056.0,39,5.0,38,2.0,38
"06085503713",902.0,583,4.0,538,2.0,538,877.0,35,4.0,35,2.0,35
"06085503802",1242.0,1771,6.0,1770,3.0,1770,1165.0,59,6.0,59,3.0,59
"06085503803",1715.0,1355,7.0,1356,3.0,1356,1376.0,63,7.0,63,3.0,63
"06085503804",1416.0,1399,6.0,1386,3.0,1386,1416.0,104,7.0,104,3.0,104
"06085503902",1312.0,1032,6.0,963,3.0,962,1366.0,48,6.0,46,3.0,46
"06085503903",1377.0,729,6.0,725,3.0,725,1452.0,43,6.0,43,3.0,43
"06085504001",1186.0,1114,6.0,1051,3.0,1050,1116.0,48,5.0,47,3.0,47
"06085504002",1242.0,937,6.0,818,4.0,818,1242.0,43,6.0,38,3.5,38
"06085504101",1263.0,901,6.0,898,3.0,898,1148.0,32,6.0,32,3.0,32
"06085504102",1237.0,1236,6.0,1234,3.0,1234,1203.0,45,6.0,45,3.0,45
"06085504201",1829.5,1524,7.0,1522,3.0,1522,1717.0,53,6.0,52,3.0,52
"06085504202",2247.0,1434,8.0,1433,4.0,1432,2144.0,49,8.0,49,4.0,49
"06085504307",1556.0,1671,7.0,1628,4.0,1628,1415.0,80,6.0,79,3.0,79
"06085504308",1910.0,1356,8.0,1352,4.0,1352,1843.0,42,8.0,42,3.0,42
"06085504311",1630.0,2173,7.0,2171,3.0,2171,1518.0,71,7.0,71,3.0,71
"06085504314",1494.0,1317,7.0,1317,4.0,1317,1412.0,29,6.0,29,3.0,29
"06085504315",1452.0,1966,7.0,1966,3.0,1966,1452.0,70,7.0,70,3.0,70
"06085504316",1380.0,1406,7.0,1406,3.0,1406,1305.0,84,6.0,84,3.0,84
"06085504317",1538.0,1222,7.0,1222,4.0,1222,1455.0,50,7.0,50,3.0,50
"06085504318",1573.0,322,6.0,313,3.0,313,1336.0,11,5.0,11,3.0,11
"06085504319",1881.0,1789,8.0,1784,4.0,1784,1599.0,77,7.0,77,3.0,77
"06085504320",1838.0,847,8.0,847,4.0,847,1584.0,29,8.0,29,4.0,29
"06085504321",1478.0,1329,7.0,1328,3.0,1328,1487.5,50,7.0,50,3.0,50
"06085504322",1519.0,976,6.0,971,3.0,971,1522.0,60,6.0,59,2.0,59
"06085504323",1464.0,1297,6.0,1288,3.0,1288,1267.0,51,6.0,51,3.0,51
"06085504410",1399.0,987,7.0,980,4.0,980,1361.0,37,7.0,37,3.0,37
"06085504411",1517.0,1503,7.0,1489,4.0,1489,1435.5,46,7.0,46,3.0,46
"06085504412",1242.0,969,6.0,883,3.0,883,1189.0,42,6.0,36,3.0,36
"06085504413",1649.0,551,7.0,551,3.0,551,1514.0,21,7.0,21,3.0,21
"06085504414",1964.0,1509,9.0,1508,4.0,1508,2217.0,37,9.0,37,4.0,37
"06085504415",1769.0,1531,8.0,1531,4.0,1531,1737.0,41,8.0,41,4.0,41
"06085504416",1528.0,1035,7.0,987,3.0,987,1499.5,32,8.0,31,3.0,31
"06085504417",3005.0,85,9.0,85,4.0,85,2420.0,4,8.0,4,3.0,4
"06085504418",1189.0,955,6.0,897,3.0,897,1021.0,70,5.0,61,3.0,61
"06085504420",2097.0,1155,9.0,1087,4.0,1087,2335.0,31,10.0,31,4.0,31
"06085504421",1657.0,1344,8.0,1344,4.0,1344,1715.0,41,7.0,41,4.0,41
"06085504422",1198.0,831,6.0,830,3.0,830,1151.0,20,6.0,20,3.0,20
"06085504423",1502.0,642,7.0,642,4.0,642,1462.0,23,6.0,23,4.0,23
"06085504504",1353.0,1895,6.0,1888,3.0,1888,1371.0,127,6.0,127,3.0,127
"06085504505",1272.0,1261,6.0,1256,3.0,1256,1268.0,50,6.0,50,3.0,50
"06085504506",1422.0,819,6.0,813,3.0,813,1174.0,37,6.0,37,3.0,37
"06085504507",1370.0,1450,6.0,1376,3.0,1376,1370.0,59,6.0,54,3.0,54
"06085504601",2428.0,4,5.5,2,2.0,2,"",0,"",0,"",0
"06085504602",1508.0,355,7.0,339,3.0,339,1981.0,25,7.5,22,3.0,22
"06085504802",1108.0,795,6.0,793,3.0,793,1108.0,31,6.0,31,3.0,31
"06085504803",1582.0,1067,7.0,1054,3.0,1054,1579.0,59,7.0,59,3.0,59
"06085504805",1108.0,100,6.0,93,3.0,93,1353.5,4,6.0,4,3.0,4
"06085504806",1108.0,741,6.0,730,3.0,730,1122.5,32,6.0,31,3.0,31
"06085504901",1657.0,1706,7.0,1702,3.0,1702,1646.0,109,7.0,109,3.0,109
"06085505001",1584.0,2031,6.0,1983,3.0,1983,1564.0,92,6.0,88,3.0,88
"06085505006",1415.0,840,5.5,820,2.0,820,1415.0,36,5.0,36,2.0,36
"06085505007",1449.0,827,7.0,787,3.0,787,1314.0,30,6.5,28,3.0,28
"06085505008",590184.0,2,"",0,"",0,"",0,"",0,"",0
"06085505009",1325.0,383,6.0,364,3.0,364,1616.0,22,6.0,18,3.0,18
"06085505100",1113.0,826,5.0,801,2.0,802,1029.0,51,4.0,51,2.0,51
"06085505202",1219.0,1105,5.0,941,3.0,940,1435.0,94,7.0,87,3.0,87
"06085505203",1371.0,905,6.0,835,3.0,834,1365.0,62,6.0,58,2.0,58
"06085505301",1095.0,899,5.0,790,3.0,790,1141.0,29,5.0,28,3.0,28
"06085505302",1315.0,1303,6.0,1256,3.0,1256,1276.0,52,6.0,52,3.0,52
"06085505303",1226.0,1331,5.0,1165,3.0,1165,1234.0,63,5.0,55,3.0,55
"06085505304",1276.0,1077,6.0,1077,3.0,1077,1192.0,37,6.0,37,3.0,37
"06085505305",1425.0,1456,6.0,1399,3.0,1399,1418.0,51,7.0,50,3.0,50
"06085505401",1476.0,883,6.0,822,3.0,822,1376.0,55,6.0,55,3.0,55
"06085505402",1191.5,892,5.0,825,3.0,825,1166.0,43,5.0,39,3.0,39
"06085505403",1166.0,1321,5.0,1173,3.0,1173,992.0,53,5.0,48,2.0,48
"06085505500",1512.0,1185,6.0,1026,3.0,1026,1353.0,40,6.0,36,3.0,36
"06085505600",1440.0,559,6.0,445,3.0,445,1562.0,18,7.0,12,3.0,12
"06085505700",1548.0,1191,6.0,925,3.0,925,1499.5,40,6.0,35,3.0,35
"06085505800",1197.0,1382,6.0,1310,3.0,1310,1236.0,48,6.0,48,3.0,48
"06085505900",1395.0,1555,6.0,1449,3.0,1449,1554.0,67,6.0,54,3.0,54
"06085506000",1416.0,1345,6.0,1263,3.0,1263,1340.0,42,6.0,42,3.0,42
"06085506101",1594.0,1437,6.0,1357,3.0,1357,1560.5,38,6.0,37,4.0,37
"06085506102",1335.0,1281,6.0,1276,3.0,1276,1260.0,55,6.0,55,3.0,55
"06085506103",1438.5,1370,6.0,1245,3.0,1245,1404.0,40,6.0,36,3.0,36
"06085506202",1607.0,1919,7.0,1849,3.0,1849,1604.0,57,7.0,54,3.0,54
"06085506203",1249.0,979,5.0,906,2.0,906,1099.0,48,5.0,45,2.0,45
"06085506204",1456.0,1807,6.0,1624,3.0,1624,1422.5,78,6.0,72,3.0,72
"06085506301",1504.0,920,5.0,748,3.0,748,1552.0,30,5.0,25,3.0,25
"06085506302",1666.0,1831,6.0,1676,3.0,1676,1730.0,77,7.0,71,3.0,71
"06085506304",1496.0,683,6.0,509,3.0,508,1718.0,29,6.0,17,3.0,17
"06085506305",1773.5,856,6.0,620,3.0,620,1840.0,27,6.0,17,4.0,17
"06085506401",1507.0,1127,6.0,1078,3.0,1078,1174.0,105,4.0,98,2.0,98
"06085506402",1741.0,958,7.0,767,3.0,767,1729.5,58,7.0,48,3.0,48
"06085506501",1243.0,1070,5.0,873,2.0,873,1242.0,57,5.0,44,2.0,44
"06085506502",1190.0,1210,5.0,1163,2.0,1163,1336.0,65,6.0,65,2.0,65
"06085506503",1503.0,1160,6.0,1004,3.0,1004,1316.0,87,5.0,82,2.0,82
"06085506601",1402.0,1087,6.0,991,3.0,991,1284.0,40,6.0,38,3.0,38
