"geo_id","sqft_median","sqft_count","rooms_median","rooms_count","bedrms_median","bedrms_count","sqft_median_2012_sales","sqft_count_2012_sales","rooms_median_2012_sales","rooms_count_2012_sales","bedrms_median_2012_sales","bedrms_count_2012_sales"
"06041131100",1900.0,315,5.0,51,3.0,314,1882.0,10,5.0,2,3.5,10
"06041132100",1502.0,1263,5.0,104,2.0,1260,1409.0,46,7.0,2,2.0,46
"06041132200",1534.5,954,5.0,77,2.0,953,1610.0,25,6.0,3,3.0,25
"06041133000",1688.0,1101,5.5,66,3.0,1097,1894.5,44,"",0,3.0,44
"06041150702",5893.0,1,"",0,5.0,1,"",0,"",0,"",0
"06055",1555.0,18,5.5,18,3.0,18,"",0,"",0,"",0
"06055001300",1680.0,3,7.0,1,2.5,2,"",0,"",0,"",0
"06055150100",2997.0,1,"",0,"",0,"",0,"",0,"",0
"06055150500","",0,"",0,"",0,"",0,"",0,"",0
"06055152600",4072.0,1,"",0,3.0,1,"",0,"",0,"",0
"06055154100",1775.0,1,"",0,3.0,1,"",0,"",0,"",0
"06055200201",1356.0,890,5.0,729,3.0,803,1284.0,37,5.0,31,3.0,35
"06055200202",1439.0,497,5.0,368,3.0,469,1584.0,33,5.0,26,2.0,32
"06055200203",1116.0,559,5.0,514,3.0,544,1276.0,28,5.0,29,3.0,29
"06055200301",1274.0,1069,5.0,894,3.0,1053,1274.0,65,6.0,55,3.0,64
"06055200302",1494.5,796,6.0,678,3.0,786,1817.0,43,6.0,33,3.0,43
"06055200400",1562.0,1305,6.0,1159,3.0,1257,1300.0,54,5.0,47,3.0,50
"06055200501",1185.0,1018,5.0,811,3.0,961,1199.5,38,5.0,32,2.0,35
"06055200503",1123.0,417,5.0,278,2.0,368,1052.0,21,5.0,12,2.0,17
"06055200504",1321.0,1314,6.0,1086,3.0,1275,1403.0,92,6.0,71,3.0,89
"06055200505",1552.5,438,7.0,405,3.0,436,1634.0,17,6.0,17,3.0,17
"06055200601",1459.0,1516,6.0,1391,3.0,1504,1606.5,64,6.0,59,3.0,64
"06055200602",1584.0,1417,6.0,1166,3.0,1389,1580.0,74,6.0,65,3.0,74
"06055200703",2055.0,1187,7.0,1054,4.0,1173,2128.0,54,7.0,52,4.0,54
"06055200704",1274.0,1231,5.0,1151,3.0,1215,1256.5,64,5.0,63,3.0,64
"06055200705",1684.0,671,6.0,552,3.0,648,1852.0,25,6.0,21,3.0,24
"06055200706",1844.0,1153,7.0,826,4.0,1137,1832.0,47,7.0,32,3.0,47
"06055200707",1639.0,870,7.0,792,3.0,860,1581.0,41,7.0,29,3.0,41
"06055200802",1501.0,1659,6.0,1341,3.0,1641,1452.0,67,5.0,56,3.0,66
"06055200803",1939.5,688,7.0,636,3.0,682,2080.0,37,7.0,35,3.5,36
"06055200804",1018.0,1091,5.0,959,3.0,1072,1101.5,62,5.0,57,2.0,61
"06055200900",2452.0,1,8.0,1,3.0,1,"",0,"",0,"",0
"06055201003",2935.0,1031,8.0,682,4.0,1016,2999.0,101,8.0,69,4.0,100
"06055201004",2465.0,1141,7.0,404,4.0,1109,2370.0,75,7.5,46,4.0,75
"06055201005",1571.0,727,6.0,430,3.0,693,2543.5,48,7.5,34,4.0,48
"06055201006",1565.0,963,6.0,807,3.0,954,1543.0,53,6.0,48,3.0,53
"06055201007",1704.0,1119,7.0,946,4.0,1115,1681.0,50,7.0,47,4.0,50
"06055201101",1953.0,819,7.0,733,4.0,801,2942.0,36,7.0,30,4.0,36
"06055201102",1693.0,687,5.0,549,3.0,653,1535.0,14,5.0,13,3.0,14
"06055201200",1778.0,1083,6.0,904,3.0,1063,2004.0,46,7.0,41,4.0,45
"06055201300",1363.0,680,5.0,580,3.0,671,1429.0,30,5.5,24,3.0,29
"06055201401",1972.5,1836,6.0,1443,3.0,1788,1856.0,91,6.0,73,3.0,91
"06055201402",2125.0,1015,6.0,878,3.0,988,2266.5,36,6.5,32,3.0,34
"06055201403",2016.0,237,6.0,154,3.0,224,2355.0,5,7.0,3,3.0,5
"06055201500",1902.0,619,6.0,518,3.0,602,1896.0,21,6.0,17,3.0,20
"06055201601",1475.0,579,6.0,512,3.0,571,1602.0,17,6.0,15,3.0,17
"06055201602",1837.0,1119,6.0,965,3.0,1095,1783.5,48,6.0,41,3.0,47
"06055201700",1856.0,1266,6.0,1083,3.0,1214,1873.0,48,6.0,42,3.0,46
"06055201800",1545.0,773,5.0,392,3.0,716,1660.0,45,6.0,18,3.0,41
"06055201900",1622.0,478,5.0,374,2.0,460,1351.0,17,5.0,15,2.0,17
"06055202000",1419.0,1088,5.0,867,3.0,1054,1739.0,40,6.0,28,3.0,39
"06075010100",1084.5,712,4.0,396,2.0,350,1014.0,31,4.0,15,2.0,20
"06075010200",1322.5,1750,6.0,1131,2.0,1247,1429.5,56,5.0,50,2.0,32
"06075010300",2332.5,790,9.0,758,2.0,305,1760.5,38,7.0,34,3.0,16
"06075010400",1610.0,1099,8.0,884,2.0,354,1465.0,57,6.0,48,2.0,33
"06075010500",1237.0,567,5.0,569,2.0,341,1256.0,42,5.0,42,2.0,24
"06075010600",2490.0,349,12.0,338,2.0,74,2658.0,11,9.0,11,2.0,5
"06075010700",3375.0,232,14.0,228,2.0,53,2106.0,10,10.5,10,3.0,5
"06075010800",2128.0,930,7.0,909,2.0,406,1709.0,22,6.0,22,2.0,13
"06075010900",1849.5,796,8.0,741,2.0,337,1374.0,40,6.0,38,2.0,22
"06075011000",1109.0,784,5.0,669,2.0,305,1149.5,52,4.0,43,2.0,32
"06075011100",1515.0,516,6.0,481,2.0,263,1060.0,86,4.0,85,2.0,66
"06075011200",1840.0,822,6.0,789,2.0,480,1894.5,36,5.0,36,2.0,18
"06075011300",2500.0,257,9.0,258,2.0,123,1442.0,25,5.0,25,2.0,20
"06075011700",1360.0,322,5.0,322,2.0,301,1422.5,28,5.0,28,2.0,28
"06075011800",5200.0,45,28.0,33,2.0,6,886.0,1,"",0,"",0
"06075011901",715.5,666,3.0,657,1.0,283,645.0,45,3.0,45,1.0,16
"06075011902",360.0,1375,5.0,381,1.0,251,803.0,23,5.0,23,2.0,19
"06075012000",7019.0,126,39.5,90,2.0,63,7549.0,12,37.0,7,2.0,6
"06075012100",862.0,234,6.0,174,1.0,112,3938.5,8,41.5,4,"",0
"06075012201",546.0,298,3.0,297,1.0,40,945.0,21,4.0,21,1.0,1
"06075012202",832.0,178,2.0,158,1.0,135,19680.0,5,78.0,5,20.5,2
"06075012301",26680.0,19,92.0,19,12.0,3,14192.5,2,57.0,2,"",0
"06075012302",388.0,130,79.0,29,14.0,3,22880.0,3,90.0,3,"",0
"06075012401",11884.0,62,43.5,62,2.5,12,13092.0,7,47.0,7,3.0,1
"06075012402",771.0,231,5.0,154,2.0,207,789.0,27,5.0,19,2.0,21
"06075012501",626.0,144,3.0,138,1.0,76,259.5,6,1.0,6,1.0,1
"06075012502",20040.0,25,75.5,24,48.0,3,6575.0,2,20.0,2,"",0
"06075012601",2415.0,475,8.0,468,3.0,154,1539.5,28,6.0,25,2.0,13
"06075012602",2250.0,598,7.0,571,3.0,203,2141.0,27,7.0,25,3.0,10
"06075012700",2315.0,890,8.0,870,3.0,456,2500.0,29,7.0,29,3.0,19
"06075012800",2568.5,1072,8.0,1064,3.0,573,3009.0,53,9.0,52,3.0,37
"06075012901",2500.0,452,10.0,438,2.0,163,2336.0,16,11.0,16,2.0,8
"06075012902",2124.0,671,9.0,623,3.0,217,1370.0,31,6.5,28,3.0,16
"06075013000",2116.0,954,7.0,952,2.0,448,1800.0,49,6.0,48,3.0,26
"06075013101",1529.0,668,5.0,661,2.0,339,1000.0,71,5.0,71,2.0,54
"06075013102",1533.0,748,5.0,738,2.0,427,1190.0,30,5.0,30,2.0,22
"06075013200",3300.0,1197,9.0,1168,3.0,715,3212.0,63,9.0,62,4.0,47
"06075013300",3097.0,1147,9.0,1133,4.0,752,3470.0,59,9.0,58,3.0,38
"06075013400",2000.0,942,7.0,925,3.0,581,1824.0,59,6.0,58,3.0,38
"06075013500",2250.0,499,7.0,491,2.0,242,1960.0,33,7.0,32,2.0,21
"06075015100",823.0,666,4.0,665,1.0,577,993.5,40,4.0,40,1.0,37
"06075015200",1541.0,788,6.0,768,2.0,478,2219.0,47,7.0,46,2.0,27
"06075015300",1872.0,486,7.0,472,2.0,271,1611.5,44,6.5,44,2.0,27
"06075015400",2330.0,1261,8.0,1222,3.0,625,2040.0,85,7.5,80,3.0,53
"06075015500",600.0,705,4.0,540,2.0,335,535.0,38,5.5,8,2.0,5
"06075015600",2130.0,665,8.0,626,3.0,255,1916.0,22,6.0,21,3.0,17
"06075015700",1681.0,1485,7.0,1222,2.0,649,1645.5,70,7.0,70,2.0,47
"06075015801",1304.0,562,6.0,505,2.0,391,1562.0,32,6.0,30,2.0,22
"06075015802",2766.5,432,12.0,389,3.0,191,2919.0,28,11.0,27,3.0,9
"06075015900",1101.0,422,5.0,416,3.0,395,1104.0,20,5.0,20,3.0,20
"06075016000",834.0,760,3.0,754,1.0,734,755.0,51,3.0,50,1.0,50
"06075016100",967.0,238,5.0,216,2.0,180,985.0,31,5.0,28,2.0,26
"06075016200",1179.0,403,5.0,345,2.0,248,1013.0,15,5.0,13,1.0,8
"06075016300",2474.0,529,10.0,520,3.0,310,2859.5,26,12.5,24,4.0,12
"06075016400",2532.0,527,10.0,487,3.0,250,1756.0,22,7.0,17,2.0,6
"06075016500",2570.0,882,10.0,816,3.0,325,2125.5,50,10.0,47,2.0,25
"06075016600",2729.0,770,11.0,676,3.0,251,2952.0,43,12.0,41,3.0,18
"06075016700",2249.0,930,9.0,852,3.0,424,1984.0,55,7.0,49,3.0,31
"06075016801",1904.0,499,8.0,455,2.0,249,1443.0,13,7.0,11,2.0,6
"06075016802",1460.0,516,6.0,409,2.0,348,1341.0,23,6.0,14,2.0,18
"06075016900",2008.5,604,9.0,573,3.0,215,1576.0,26,6.0,25,2.5,12
"06075017000",1600.0,1397,6.0,1308,2.0,731,1690.0,69,6.5,62,2.0,38
"06075017101",2224.5,940,8.0,902,3.0,443,1747.0,40,7.0,39,3.0,33
"06075017102",2270.0,789,9.0,752,3.0,301,2107.0,34,8.0,32,3.0,20
"06075017601",973.0,719,4.0,594,1.0,494,729.0,81,4.0,73,1.0,60
"06075017700",1468.0,325,6.0,242,2.0,125,1423.0,22,6.0,14,2.0,15
"06075017801",838.0,811,3.0,407,1.0,286,838.0,55,3.0,22,1.0,15
"06075017802",1102.0,993,4.0,617,1.0,524,1019.0,76,4.0,37,2.0,35
"06075017902",1541.0,2,5.0,1,2.0,1,"",0,"",0,"",0
"06075018000",1052.0,1050,4.0,726,1.0,535,250.5,180,1.0,154,1.0,44
"06075020100",1010.0,837,5.0,534,2.0,355,936.5,56,4.5,44,2.0,33
"06075020200",1567.5,826,6.0,786,2.0,357,2428.5,30,7.0,29,1.0,11
"06075020300",1671.0,590,7.0,566,2.0,235,1555.0,33,6.0,31,2.0,13
"06075020401",1666.0,973,6.0,951,2.0,440,1500.0,59,6.0,53,3.0,34
"06075020402",1375.5,1032,6.0,991,2.0,480,1370.0,54,6.0,49,2.0,23
"06075020500",1793.0,733,7.0,699,2.0,345,1631.0,46,6.0,36,3.0,34
"06075020600",1784.0,1339,7.0,1226,3.0,633,1992.0,59,7.0,55,3.0,32
"06075020700",2340.0,966,10.0,907,3.0,387,2350.0,45,10.0,44,2.0,20
"06075020800",2032.0,665,8.0,634,3.0,315,1632.5,34,6.0,32,2.0,19
"06075020900",1930.0,507,10.0,449,2.0,198,1650.0,15,6.5,12,3.0,5
"06075021000",2350.0,727,10.0,681,3.0,257,1970.0,32,8.0,27,3.0,15
"06075021100",1871.0,1119,7.0,1056,3.0,524,1873.0,52,7.0,47,3.0,23
"06075021200",1620.0,931,6.0,913,3.0,457,1567.5,38,6.0,35,3.0,22
"06075021300",1534.5,826,6.0,782,3.0,405,1400.0,51,6.0,47,3.0,28
"06075021400",1668.0,934,7.0,887,2.0,344,1497.5,40,6.0,38,3.0,19
"06075021500",1650.0,1350,7.0,1259,3.0,509,1676.0,73,6.0,65,2.0,43
"06075021600",1295.0,1546,5.0,1568,2.0,855,1175.0,92,5.0,92,2.0,53
"06075021700",1486.0,1479,6.0,1475,3.0,911,1629.0,60,6.0,59,3.0,35
"06075021800",1440.0,1324,6.0,1314,2.0,688,1358.0,41,6.0,40,3.0,27
"06075022600",1223.0,751,4.0,330,1.0,365,1223.5,104,5.0,26,2.0,84
"06075022702",1629.0,638,7.0,530,3.0,249,1330.0,56,8.5,14,3.5,6
"06075022704",1334.0,1227,6.0,1112,2.0,657,1150.0,55,5.0,43,2.0,31
"06075022801",1345.0,1023,6.0,665,2.0,450,1294.0,49,6.0,31,2.0,24
"06075022802",1740.0,308,7.0,272,2.0,94,1867.5,8,10.0,8,5.0,3
"06075022803",1749.0,656,8.0,608,2.0,220,1868.0,19,9.0,18,2.5,6
"06075022901",2250.0,408,9.0,400,3.0,108,2584.5,18,10.5,16,2.5,6
"06075022902",1800.0,397,8.0,391,3.0,126,1298.0,15,5.0,14,2.0,8
"06075022903",1619.5,530,7.0,519,2.0,172,1997.0,16,7.0,16,2.0,6
"06075023001",1250.0,1191,5.0,1193,2.0,584,1345.0,26,6.0,26,3.0,16
"06075023003",1301.0,1030,5.0,1026,3.0,543,1320.0,35,6.0,35,3.0,20
"06075023102",1480.0,541,6.0,542,3.0,380,1465.5,22,6.0,20,3.0,17
"06075023103",1373.0,125,5.0,122,3.0,90,1356.5,2,4.5,2,2.0,1
"06075023200",1275.0,1078,6.0,1075,3.0,449,1335.0,49,6.0,48,3.0,19
"06075023300",1365.5,792,6.0,533,3.0,599,1086.0,89,6.0,15,2.0,86
"06075023400",1229.0,662,5.0,652,3.0,277,1234.0,29,6.0,29,3.0,13
"06075025100",1360.0,1074,6.0,1068,3.0,569,1526.0,41,6.0,40,3.0,33
"06075025200",1275.0,1577,6.0,1551,2.0,868,1435.0,52,6.0,51,3.0,32
"06075025300",1358.0,994,6.0,976,2.0,502,1386.0,42,6.0,38,2.0,25
"06075025401",1325.0,810,6.0,811,2.0,449,1255.0,30,5.0,30,2.0,18
"06075025402",1095.0,984,5.0,982,2.0,593,1125.0,46,5.0,46,2.0,30
"06075025403",1374.0,1090,6.0,1089,2.0,638,1250.0,43,5.0,43,2.0,30
"06075025500",1297.0,1966,5.0,1956,2.0,931,1450.0,57,6.0,53,2.0,27
"06075025600",1200.0,1410,5.0,1410,2.0,692,1237.5,32,5.0,31,3.0,21
"06075025701",1319.0,1127,6.0,1124,3.0,542,1531.0,22,6.0,22,3.0,13
"06075025702",1450.0,843,6.0,849,3.0,391,1262.5,22,6.0,22,2.5,10
"06075025800",1250.0,416,5.0,414,2.0,206,1325.0,12,6.0,12,3.0,7
"06075025900",1300.0,1251,5.0,1249,3.0,675,1325.0,47,5.0,47,3.0,22
"06075026001",1295.0,1051,6.0,1054,3.0,461,1359.0,27,6.0,27,3.0,12
"06075026002",1150.0,883,5.0,882,2.0,440,1224.5,22,6.0,22,3.0,14
"06075026003",1250.0,1125,6.0,1126,3.0,537,1260.0,30,6.0,30,3.0,11
"06075026004",1285.0,877,6.0,875,3.0,458,1250.0,33,6.0,33,2.0,15
"06075026100",1315.0,1377,6.0,1370,3.0,764,1271.0,46,6.0,46,2.0,17
"06075026200",1272.0,1567,5.0,1538,3.0,864,1228.0,50,5.0,48,3.0,21
"06075026301",1343.0,932,6.0,930,2.0,538,1320.0,23,5.0,23,3.0,13
"06075026302",1295.0,1121,6.0,1114,3.0,644,1200.0,39,5.0,37,3.0,22
"06075026303",1350.0,981,6.0,961,3.0,518,1272.0,27,6.0,27,3.0,19
"06075026401",1195.0,807,5.0,807,3.0,433,1160.0,21,5.0,21,3.0,13
"06075026402",1214.0,1027,5.0,1028,3.0,557,1427.0,32,6.0,31,3.0,19
"06075026403",1338.0,789,6.0,787,3.0,372,1935.0,13,7.0,13,4.0,9
"06075026404",1719.0,449,7.0,449,3.0,223,1725.0,22,7.0,22,3.5,8
"06075030101",2355.5,870,9.0,829,3.0,410,1502.5,28,6.0,25,2.0,16
"06075030102",1800.0,1242,6.0,1227,3.0,616,2000.5,40,7.0,40,3.0,23
"06075030201",1966.5,764,8.0,750,3.0,308,3011.0,22,12.0,21,3.0,8
"06075030202",2250.0,767,9.0,740,3.0,326,1385.0,27,6.0,26,3.0,14
"06075030301",1866.0,1753,7.0,1742,3.0,952,1875.0,58,7.0,58,3.0,44
"06075030302",1630.0,1254,6.0,1250,3.0,718,1620.0,33,6.5,32,3.0,20
"06075030400",1935.0,1752,7.0,1732,3.0,1007,2267.5,50,7.0,50,3.0,31
"06075030500",1270.0,938,6.0,937,3.0,437,1246.0,34,6.0,34,3.0,16
"06075030600",1605.0,857,6.0,856,3.0,470,1650.0,24,6.0,24,3.0,12
"06075030700",1340.0,2691,6.0,2687,3.0,1359,1334.0,76,6.0,76,3.0,40
"06075030800",1843.5,1966,7.0,1965,3.0,1059,1850.0,69,6.0,69,3.0,37
"06075030900",2048.0,2355,7.0,2354,3.0,1314,2148.0,81,7.0,81,3.0,49
"06075031000",1501.0,1276,6.0,1248,3.0,748,1464.0,34,6.0,30,2.5,22
"06075031100",1175.0,1979,5.0,1939,2.0,1053,1152.0,58,5.0,57,2.0,28
"06075031201",1263.0,1261,5.0,1261,3.0,691,1405.0,27,6.0,27,3.5,12
"06075031202",1192.0,755,5.0,755,3.0,405,1081.0,16,5.0,16,3.0,5
"06075031301",1200.0,1183,5.0,1183,2.0,592,1164.0,34,5.0,34,2.0,14
"06075031302",1081.0,1630,5.0,1632,2.0,1016,1000.0,69,4.0,69,2.0,45
"06075031400",1200.0,1550,5.0,1550,3.0,804,1150.0,63,5.0,63,3.0,32
"06075032601",1950.0,921,8.0,916,3.0,460,2117.5,18,7.5,18,3.0,9
"06075032602",1641.0,1170,6.0,1167,3.0,612,1593.0,19,6.0,19,3.0,11
"06075032700",1695.0,1913,6.0,1913,3.0,1086,1680.0,53,6.0,53,3.0,32
"06075032801",1496.5,1128,6.0,1125,3.0,586,1683.0,28,7.5,28,3.0,18
"06075032802",1452.0,1212,6.0,1214,2.5,720,1664.0,26,6.0,26,3.0,20
"06075032901",1450.0,1559,6.0,1560,3.0,866,1400.0,20,6.0,20,2.0,7
"06075032902",1270.0,1254,5.0,1241,2.0,704,1294.0,21,6.0,20,3.0,11
"06075033000",1520.0,2400,6.0,2392,3.0,1311,1598.0,47,6.0,47,3.0,26
"06075033100",1713.0,1530,6.0,1521,3.0,817,1674.0,41,6.0,36,4.0,24
"06075033201",1379.0,3,171.0,5,"",0,"",0,"",0,"",0
"06075033203","",0,285.0,16,"",0,"",0,"",0,"",0
"06075033204",63692.0,2,269.0,17,"",0,"",0,"",0,"",0
"06075035100",1361.5,2238,6.0,2237,2.0,1203,1545.0,35,6.0,35,3.0,18
"06075035201",1190.0,1547,5.0,1539,2.0,895,1170.0,43,5.0,42,3.0,32
"06075035202",1444.0,903,6.0,885,3.0,459,1169.0,23,6.0,23,3.0,15
"06075035300",1234.0,2133,5.0,2135,3.0,1131,1250.0,39,5.0,39,3.0,18
"06075035400",1214.0,1968,5.0,1967,2.0,1120,1214.0,35,5.0,35,3.0,21
"06075040100",2529.5,782,10.0,735,3.0,317,2187.0,29,8.0,29,3.0,17
"06075040200",2657.0,983,10.0,946,3.0,362,2520.0,41,9.0,37,3.0,19
"06075042601",2639.0,664,10.0,655,3.0,293,2299.0,19,8.0,19,3.0,12
"06075042602",2511.5,698,9.0,690,3.0,314,2100.0,19,7.0,19,3.0,10
"06075042700",2331.0,972,9.0,934,3.0,491,1847.5,28,7.0,27,3.0,16
"06075042800",2816.0,853,9.0,837,4.0,482,2686.0,37,8.5,36,4.0,29
"06075045100",2394.0,874,9.0,857,4.0,430,1950.0,25,9.0,21,3.0,11
"06075045200",2500.0,1413,9.0,1389,4.0,718,1936.0,41,7.0,40,3.0,29
"06075047600",2315.0,1192,9.0,1169,4.0,548,2025.0,29,8.0,28,4.0,7
"06075047701",2160.0,885,9.0,884,4.0,523,1655.0,25,6.0,25,3.0,13
"06075047702",2050.0,872,8.0,860,3.0,436,2050.0,27,8.0,24,3.0,14
"06075047801",1990.0,970,8.0,965,3.0,491,2076.5,20,8.0,19,4.0,11
"06075047802",2259.0,824,8.0,821,4.0,447,2150.0,29,8.0,29,3.5,18
"06075047901",1565.5,1788,6.0,1781,3.0,1098,1475.0,67,6.0,67,2.0,39
"06075047902",1618.0,935,6.0,927,3.0,571,1754.0,18,7.5,18,3.0,13
"06075060100",3665.0,27,11.0,26,4.5,18,3312.0,2,9.0,2,5.0,1
"06075060400",1904.0,159,7.0,159,3.0,76,1414.0,6,4.5,6,2.0,2
"06075060502",1064.0,226,5.0,226,2.5,122,1199.0,9,5.0,9,2.0,5
"06075060700",1011.5,2666,4.0,2263,2.0,2364,1155.0,431,4.0,397,2.0,404
"06075061000",1315.0,886,6.0,794,3.0,631,1485.0,34,6.0,30,3.0,29
"06075061100",1044.0,171,4.0,154,2.0,109,1784.0,11,5.0,9,2.0,10
"06075061200",1440.0,708,6.0,686,3.0,290,1359.0,26,6.0,26,3.0,10
"06075061400",1220.0,1456,5.0,1237,2.0,818,1160.0,71,5.0,54,3.0,50
"06075061500",1074.0,5352,4.0,2781,2.0,3861,1223.0,470,4.0,193,2.0,383
"06075600200",1070.0,2,4.0,2,4.0,1,"",0,"",0,"",0
"06075600300",1200.0,20,6.0,20,3.0,15,"",0,"",0,"",0
"06075600401",1288.5,4,6.0,4,3.0,3,"",0,"",0,"",0
"06075600402",1839.0,1,8.0,1,3.0,1,1839.0,1,8.0,1,3.0,1
"06075600700",980.0,13,5.0,13,2.0,7,990.0,2,4.5,2,"",0
"06075600900",1904.0,4,7.0,4,3.0,3,"",0,"",0,"",0
"06075980200",2350.0,41,10.0,38,4.0,18,"",0,"",0,"",0
"06075980300",1148.0,13,6.0,3,2.0,3,"",0,"",0,"",0
"06075980501",1160.0,88,5.0,88,3.0,48,912.0,2,4.5,2,3.0,1
"06075980600",1360.0,156,6.0,154,3.0,155,1360.0,5,6.0,5,3.0,5
"06075980900",1488.0,153,6.0,19,1.0,8,2420.0,2,"",0,"",0
"06081026200",1730.0,5,6.0,5,4.0,5,"",0,"",0,"",0
"06081026302",1840.0,3,9.0,3,4.0,3,"",0,"",0,"",0
"06081026303",1250.0,26,6.0,26,3.0,26,"",0,"",0,"",0
"06081026403",1010.0,2,4.0,2,2.0,2,"",0,"",0,"",0
"06081026404",2290.0,2,8.0,2,3.5,2,"",0,"",0,"",0
"06081120200","",0,"",0,"",0,"",0,"",0,"",0
"06081511200",1530.0,1,6.0,1,3.0,1,"",0,"",0,"",0
"06081511302",1845.0,2,7.0,2,3.0,2,"",0,"",0,"",0
"06081511705",4345.0,2,11.5,2,4.0,2,"",0,"",0,"",0
"06081511707","",0,"",0,"",0,"",0,"",0,"",0
"06081600100",1413.0,1730,5.0,1726,3.0,1728,1413.0,82,5.0,82,2.5,82
"06081600200",1120.0,818,6.0,815,3.0,817,1140.0,24,5.5,24,2.5,24
"06081600300",1270.0,1235,5.0,1184,3.0,1233,1200.0,33,5.0,33,3.0,33
"06081600401",1150.0,1076,5.0,1075,2.0,1074,1060.0,40,5.0,40,2.0,39
"06081600402",1130.0,1029,5.0,1028,2.0,1029,1085.0,44,5.5,44,2.0,44
"06081600500",1370.0,1776,6.0,1772,3.0,1776,1443.0,61,6.0,61,3.0,61
"06081600600",1140.0,996,6.0,994,3.0,995,1140.0,29,6.0,29,2.0,29
"06081600700",1110.0,1379,5.0,1377,2.0,1375,1130.0,47,6.0,47,2.0,47
"06081600800",1410.0,213,6.0,213,3.0,213,1300.0,7,6.0,7,2.0,7
"06081600900",1460.0,1384,6.0,1384,3.0,1384,1390.0,43,6.0,43,3.0,43
"06081601000",1150.0,1966,6.0,1966,3.0,1966,1150.0,79,6.0,79,3.0,79
"06081601100",1180.0,1771,6.0,1770,3.0,1771,1190.0,47,6.0,47,2.0,47
"06081601200",1170.0,1469,6.0,1469,3.0,1470,1140.0,50,6.0,50,3.0,50
"06081601300",1570.0,1051,7.0,1052,3.0,1050,1250.0,31,5.0,31,3.0,31
"06081601400",1270.0,1679,6.0,1679,3.0,1651,1270.0,58,6.0,58,3.0,58
"06081601501",1270.0,1241,6.0,1241,3.0,1241,1225.0,34,7.0,34,3.0,34
"06081601502",1860.0,270,8.0,269,4.0,270,1925.0,6,7.5,6,4.0,6
"06081601601",1344.0,468,6.0,264,3.0,264,1375.0,8,6.0,8,3.0,8
"06081601603",1280.0,1533,6.0,1514,3.0,1533,1310.5,40,6.0,37,3.0,40
"06081601604",817.0,1185,4.0,1185,1.0,1061,817.0,67,4.0,67,1.0,59
"06081601605",1270.0,1631,6.0,1631,3.0,1631,1240.0,43,6.0,43,3.0,43
"06081601700",1110.0,1331,6.0,1330,3.0,1331,1050.0,48,6.0,48,3.0,48
"06081601800",1330.0,1980,6.0,1980,3.0,1980,1300.0,45,6.0,45,3.0,45
"06081601901",1240.0,1124,6.0,1122,3.0,1124,1115.0,38,5.0,38,3.0,38
"06081601902",1155.0,828,5.0,816,3.0,817,1190.0,44,5.0,44,2.0,44
"06081602000",1454.0,2425,6.0,2419,3.0,2425,1370.0,99,6.0,99,3.0,99
"06081602100",1322.0,479,6.0,479,3.0,478,1160.0,24,6.0,24,3.0,24
"06081602200",1433.0,935,6.0,934,3.0,934,1160.0,25,6.0,25,3.0,25
"06081602300",1270.0,842,6.0,842,3.0,842,1150.0,18,6.0,18,3.0,18
"06081602400",1270.0,1878,6.0,1877,3.0,1877,1140.0,67,5.0,67,3.0,67
"06081602500",1900.0,1609,7.0,1602,4.0,1609,1660.0,55,6.0,54,3.0,55
"06081602600",1460.0,2503,6.0,2503,3.0,2503,1140.0,102,5.0,102,3.0,102
"06081602700",1260.0,1378,6.0,1374,3.0,1376,1280.0,71,6.0,70,3.0,70
"06081602800",1250.0,1339,6.0,1334,3.0,1339,1200.0,46,6.0,46,3.0,46
"06081602900",1150.0,1029,6.0,1025,3.0,1029,1065.0,28,5.0,28,3.0,28
"06081603000",1270.0,1151,6.0,1131,3.0,1136,1275.0,46,5.5,46,3.0,46
"06081603100",1340.0,1224,6.0,1214,3.0,1223,1340.0,45,6.0,45,3.0,45
"06081603200",1200.0,1322,6.0,1317,3.0,1322,1235.0,42,6.0,41,3.0,42
"06081603300",1170.0,2298,6.0,2292,3.0,2298,1160.0,62,6.0,62,3.0,62
"06081603400",1460.0,1922,7.0,1920,3.0,1921,1390.0,61,7.0,61,3.0,61
"06081603700",1360.0,1718,6.0,1718,3.0,1718,1340.0,61,6.0,61,3.0,61
"06081603801",680.0,1311,3.0,1311,1.0,952,680.0,75,3.0,75,1.0,57
"06081603802",1505.0,1560,6.0,1560,3.0,1560,1540.0,57,6.0,57,3.0,57
"06081603900",1300.0,1690,6.0,1689,3.0,1690,1260.0,51,6.0,51,3.0,51
"06081604000",1290.0,1160,6.0,1160,3.0,1160,1140.0,22,6.0,22,3.0,22
"06081604101",1300.0,1297,6.0,1295,3.0,1296,1295.0,60,6.0,60,3.0,60
"06081604102",650.0,977,3.0,976,1.0,838,650.0,54,3.0,54,1.0,47
"06081604200",1040.0,881,5.0,880,2.0,881,945.0,36,5.0,36,2.0,36
"06081604400",1210.0,1089,5.0,1089,3.0,1089,1147.0,36,4.0,36,2.0,36
"06081604500",1600.0,1152,6.0,1152,3.0,1152,1485.0,36,6.0,36,3.0,36
"06081604600",1700.0,974,7.0,974,3.0,974,1780.0,24,6.5,24,3.0,24
"06081604700",1780.0,935,7.0,935,3.0,935,1640.0,24,6.0,24,3.0,24
"06081604800",1720.0,1080,7.0,1080,3.0,1080,1690.0,33,6.0,33,3.0,33
