"geo_id","res_imprv_pct_median","res_imprv_pct_stdev","res_count","com_imprv_pct_median","com_imprv_pct_stdev","com_count"
"06041116000",39.02,10.7,53,4.72,0.0,1
"06041117000",38.87,11.7,69,51.53,7.1,5
"06041118100",35.78,9.8,47,"","",0
"06041119100",36.81,10.6,68,"","",0
"06041119201",59.8,5.5,45,41.09,26.3,2
"06041119202",39.45,7.4,55,"","",0
"06041120000",35.84,13.2,105,34.25,0.0,1
"06041121100",32.99,12.7,59,26.71,0.8,2
"06041121200",39.17,12.9,61,19.53,0.0,1
"06041123000",32.05,12.7,43,"","",0
"06041124100",40.38,12.3,84,"","",0
"06041124200",40.42,12.2,105,28.03,10.1,11
"06041125000",40.04,10.1,41,"","",0
"06041126100",41.33,9.1,93,0.0,0.0,1
"06041126200",57.14,14.6,55,26.58,0.0,1
"06041127000",41.86,12.1,73,31.5,27.7,2
"06041128100",41.34,9.6,109,68.14,0.0,1
"06041128200",38.21,9.7,76,9.7,0.0,1
"06041129000",55.03,11.2,17,"","",0
"06041130201",40.33,10.7,56,17.48,9.8,2
"06041130202",54.71,11.7,59,40.86,13.9,2
"06041131100",32.04,13.8,11,"","",0
"06041132100",36.36,12.1,47,43.75,6.3,2
"06041132200",40.86,12.5,25,41.42,19.1,6
"06041133000",46.66,15.4,45,44.44,0.0,1
"06055200201",56.9,14.9,39,69.84,3.2,2
"06055200202",64.93,15.5,33,76.39,12.6,5
"06055200203",57.14,9.7,29,"","",0
"06055200301",60.87,9.7,67,"","",0
"06055200302",65.63,12.3,43,"","",0
"06055200400",53.77,13.1,54,21.84,9.5,4
"06055200501",56.52,11.0,39,"","",0
"06055200503",52.45,12.7,23,46.34,0.0,1
"06055200504",67.21,8.8,93,54.27,5.3,2
"06055200505",64.66,4.4,17,"","",0
"06055200601",67.54,7.4,64,77.61,0.0,1
"06055200602",68.79,7.1,74,"","",0
"06055200703",66.52,8.7,54,"","",0
"06055200704",62.48,7.0,64,70.61,0.0,1
"06055200705",62.5,7.8,25,"","",0
"06055200706",63.76,6.8,47,"","",0
"06055200707",65.78,7.3,41,"","",0
"06055200802",64.15,9.5,69,32.98,0.0,1
"06055200803",56.52,9.5,37,"","",0
"06055200804",61.72,12.4,62,"","",0
"06055200900","","",0,47.05,0.0,1
"06055201003",76.31,9.3,101,62.16,0.0,1
"06055201004",72.72,6.4,75,"","",0
"06055201005",72.57,6.4,48,"","",0
"06055201006",65.9,7.7,53,"","",0
"06055201007",67.8,6.4,50,"","",0
"06055201101",65.19,5.8,36,"","",0
"06055201102",38.59,18.7,15,96.04,0.0,1
"06055201200",64.0,23.4,46,"","",0
"06055201300",53.34,12.8,34,69.72,0.0,1
"06055201401",52.63,15.0,91,20.56,0.0,1
"06055201402",53.45,15.9,36,57.14,0.0,1
"06055201403",48.48,13.4,5,"","",0
"06055201500",34.7,18.3,21,44.73,0.0,1
"06055201601",49.68,14.5,19,36.16,19.5,4
"06055201602",42.65,15.2,49,21.36,18.2,2
"06055201700",49.1,13.5,49,"","",0
"06055201800",82.28,20.4,48,67.21,18.1,2
"06055201900",30.0,18.7,17,"","",0
"06055202000",57.69,12.9,41,55.94,13.6,9
"06075010100",50.0,5.9,31,39.1,10.9,5
"06075010200",50.0,10.0,56,30.0,0.0,1
"06075010300",50.0,8.6,38,"","",0
"06075010400",50.0,9.0,57,30.0,20.0,2
"06075010500",50.0,4.4,42,62.41,15.7,4
"06075010600",50.0,8.5,11,51.2,17.0,6
"06075010700",40.0,8.9,10,43.74,18.3,3
"06075010800",40.0,9.9,22,63.63,0.0,1
"06075010900",50.0,9.1,40,39.99,0.0,1
"06075011000",50.0,6.9,52,40.0,18.4,3
"06075011100",77.91,18.0,86,78.7,21.5,11
"06075011200",50.0,11.2,36,53.95,15.2,2
"06075011300",50.0,5.9,25,58.42,1.5,2
"06075011700",50.0,4.7,28,42.02,18.9,15
"06075011800",50.0,0.0,1,45.45,0.0,1
"06075011901",50.0,6.8,45,"","",0
"06075011902",50.0,6.3,25,"","",0
"06075012000",50.0,9.7,12,46.38,11.0,4
"06075012100",50.0,9.4,9,33.11,10.2,8
"06075012201",50.0,8.1,21,43.58,15.5,2
"06075012202",40.0,4.0,5,53.09,14.0,2
"06075012301",40.0,0.0,2,55.55,0.0,1
"06075012302",50.0,5.6,5,47.0,26.5,4
"06075012401",40.0,6.2,7,"","",0
"06075012402",50.0,4.8,28,46.7,24.6,8
"06075012501",40.0,7.0,6,36.39,23.5,10
"06075012502",76.29,23.4,2,"","",0
"06075012601",40.0,13.6,28,"","",0
"06075012602",50.0,10.4,27,54.54,0.0,1
"06075012700",40.0,8.4,29,"","",0
"06075012800",35.4,10.5,53,45.36,19.9,5
"06075012901",46.42,12.5,16,71.42,0.0,1
"06075012902",45.77,8.6,31,56.22,0.0,1
"06075013000",50.0,11.3,49,39.99,7.8,3
"06075013101",50.0,6.7,71,"","",0
"06075013102",50.0,10.2,30,79.24,0.0,1
"06075013200",31.3,10.7,64,"","",0
"06075013300",40.0,9.1,59,34.67,4.0,3
"06075013400",50.0,8.2,59,51.33,15.3,2
"06075013500",40.0,9.4,33,"","",0
"06075015100",50.0,4.3,40,39.89,10.3,3
"06075015200",44.1,10.4,47,34.15,0.0,1
"06075015300",50.0,11.0,44,50.0,11.3,5
"06075015400",50.0,11.7,86,"","",0
"06075015500",50.0,12.7,38,67.33,17.3,2
"06075015600",44.47,11.3,22,20.0,0.0,1
"06075015700",48.91,10.2,70,50.0,0.0,1
"06075015801",50.0,12.6,32,"","",0
"06075015802",43.75,8.5,28,24.99,0.0,1
"06075015900",50.0,6.7,20,"","",0
"06075016000",50.0,5.2,52,54.99,20.1,3
"06075016100",0.0,21.6,32,"","",0
"06075016200",49.93,7.1,15,39.99,26.0,7
"06075016300",40.0,13.3,26,"","",0
"06075016400",45.0,8.8,22,61.53,0.0,1
"06075016500",50.0,11.5,51,39.99,10.0,2
"06075016600",50.0,10.9,43,56.64,6.6,2
"06075016700",50.0,10.2,55,37.26,6.4,2
"06075016801",49.94,8.2,15,78.5,0.0,1
"06075016802",50.0,7.0,25,29.99,24.9,5
"06075016900",41.85,12.7,27,31.39,14.7,2
"06075017000",50.0,12.0,69,"","",0
"06075017101",39.99,10.6,42,"","",0
"06075017102",30.0,9.4,34,14.71,0.0,1
"06075017601",50.0,12.0,81,39.68,25.3,23
"06075017700",50.0,6.8,22,66.82,25.2,4
"06075017801",50.0,5.0,55,43.16,6.8,2
"06075017802",40.0,7.7,77,45.0,26.7,5
"06075018000",91.39,24.4,180,40.0,24.3,9
"06075020100",40.29,17.7,57,50.0,3.9,22
"06075020200",49.81,10.4,30,39.99,23.1,3
"06075020300",50.0,9.4,33,50.0,0.0,1
"06075020401",37.3,10.6,59,24.85,24.9,2
"06075020402",40.0,13.0,54,"","",0
"06075020500",40.0,12.4,46,48.22,19.2,2
"06075020600",30.0,8.2,59,52.52,22.5,2
"06075020700",50.0,13.2,46,"","",0
"06075020800",46.62,10.6,34,40.0,9.1,6
"06075020900",40.0,11.7,15,39.99,7.1,3
"06075021000",41.23,8.6,32,56.52,0.0,1
"06075021100",37.28,10.5,56,38.63,11.4,2
"06075021200",35.0,9.9,38,43.42,0.0,1
"06075021300",30.0,7.6,51,"","",0
"06075021400",39.65,12.1,41,28.76,0.0,1
"06075021500",37.68,11.4,76,35.37,8.8,5
"06075021600",36.5,11.5,97,3.12,0.0,1
"06075021700",30.0,11.8,60,"","",0
"06075021800",30.0,11.9,42,48.27,0.0,1
"06075022600",50.0,9.6,104,17.27,38.6,4
"06075022702",91.29,25.6,56,32.48,26.0,4
"06075022704",50.0,9.6,55,39.99,0.0,1
"06075022801",50.0,9.0,49,44.3,2.9,5
"06075022802",33.57,9.9,8,"","",0
"06075022803",40.0,14.4,19,38.74,22.9,4
"06075022901",36.95,7.8,18,35.29,12.0,5
"06075022902",39.99,10.2,15,"","",0
"06075022903",32.99,12.8,16,49.04,0.0,1
"06075023001",30.0,13.2,26,"","",0
"06075023003",30.0,9.4,35,50.48,0.0,1
"06075023102",41.85,13.1,23,"","",0
"06075023103",61.36,11.4,2,"","",0
"06075023200",30.0,10.8,49,30.12,0.1,2
"06075023300",50.0,18.7,89,28.31,28.3,2
"06075023400",39.99,13.4,29,55.84,0.0,1
"06075025100",30.0,11.0,41,"","",0
"06075025200",30.0,9.5,52,71.56,6.1,2
"06075025300",39.0,10.1,42,39.99,18.4,7
"06075025401",30.0,12.0,30,36.36,0.0,1
"06075025402",30.0,6.7,47,51.28,0.0,1
"06075025403",40.0,12.2,44,"","",0
"06075025500",35.71,12.3,57,32.6,17.4,2
"06075025600",31.11,7.6,32,"","",0
"06075025701",30.0,10.4,22,"","",0
"06075025702",35.0,10.4,22,53.7,10.6,2
"06075025800",30.0,8.9,12,33.95,0.0,1
"06075025900",30.0,8.8,47,"","",0
"06075026001",30.0,11.3,27,42.39,18.3,6
"06075026002",30.0,11.0,22,"","",0
"06075026003",30.0,9.2,30,"","",0
"06075026004",30.0,8.5,33,"","",0
"06075026100",38.09,12.7,47,24.42,13.7,3
"06075026200",38.31,12.7,50,40.0,1.2,3
"06075026301",30.0,6.9,23,15.38,24.1,5
"06075026302",30.0,9.5,39,55.82,0.0,1
"06075026303",30.0,7.3,27,50.0,0.0,1
"06075026401",30.0,5.9,23,"","",0
"06075026402",30.0,9.4,32,"","",0
"06075026403",30.0,5.4,13,12.37,1.0,3
"06075026404",39.99,11.2,22,"","",0
"06075030101",40.0,8.8,29,"","",0
"06075030102",30.0,10.8,40,"","",0
"06075030201",40.0,12.5,22,74.73,4.1,2
"06075030202",36.54,9.6,27,40.16,7.0,4
"06075030301",32.69,14.9,58,"","",0
"06075030302",30.0,10.1,33,"","",0
"06075030400",30.0,9.0,50,"","",0
"06075030500",30.0,11.4,34,"","",0
"06075030600",30.0,11.6,24,60.0,0.0,1
"06075030700",30.0,10.0,77,"","",0
"06075030800",30.0,7.6,69,50.77,17.4,2
"06075030900",30.0,7.6,81,"","",0
"06075031000",30.0,7.4,34,"","",0
"06075031100",30.0,9.5,58,5.88,0.0,1
"06075031201",33.35,15.7,28,35.47,0.0,1
"06075031202",32.72,13.5,16,"","",0
"06075031301",33.5,12.6,34,"","",0
"06075031302",40.0,11.7,69,19.99,0.0,1
"06075031400",39.99,11.6,63,"","",0
"06075032601",40.0,18.0,18,35.85,0.0,1
"06075032602",30.0,8.5,19,"","",0
"06075032700",30.0,11.1,53,61.92,0.0,1
"06075032801",30.0,11.8,28,59.73,0.0,1
"06075032802",31.86,8.9,26,31.61,17.9,3
"06075032901",30.0,8.7,20,53.05,9.4,4
"06075032902",32.34,11.0,21,"","",0
"06075033000",30.0,7.5,47,5.5,21.5,3
"06075033100",33.43,13.4,41,39.99,0.0,1
"06075035100",30.0,9.3,35,"","",0
"06075035201",30.0,10.7,43,50.0,0.0,1
"06075035202",34.78,9.4,23,29.99,0.0,1
"06075035300",30.0,8.4,39,"","",0
"06075035400",30.0,8.8,35,45.45,0.0,1
"06075040100",50.0,13.6,29,44.52,7.3,2
"06075040200",50.0,13.8,41,39.07,8.0,4
"06075042601",44.44,12.4,19,30.84,0.0,1
"06075042602",39.99,10.6,20,48.71,0.0,1
"06075042700",48.16,12.8,30,54.46,0.1,2
"06075042800",30.0,9.3,37,"","",0
"06075045100",30.0,10.9,25,55.19,5.2,2
"06075045200",39.99,9.3,41,26.66,0.0,1
"06075047600",30.0,11.4,29,55.13,11.9,2
"06075047701",30.0,12.7,25,39.55,0.0,1
"06075047702",39.99,10.6,27,"","",0
"06075047801",30.0,5.3,20,"","",0
"06075047802",30.0,10.4,29,"","",0
"06075047901",30.0,10.3,67,"","",0
"06075047902",36.8,16.4,18,"","",0
"06075060100",30.0,0.0,2,"","",0
"06075060400",47.97,5.6,6,"","",0
"06075060502",30.0,3.1,9,"","",0
"06075060700",50.0,5.9,432,45.0,24.1,7
"06075061000",40.0,10.6,36,77.23,17.7,3
"06075061100",50.0,2.9,11,47.36,7.6,7
"06075061200",35.0,15.8,26,47.72,18.2,6
"06075061400",40.0,10.8,71,52.63,7.9,3
"06075061500",50.0,9.2,487,50.0,21.8,25
"06075600402",37.49,0.0,1,"","",0
"06075600700",56.67,16.7,2,"","",0
"06075980501",39.99,0.0,2,"","",0
"06075980600",40.0,7.9,5,"","",0
"06075980900",45.0,5.0,2,50.0,18.1,4
"06081600100",50.0,13.4,82,56.0,0.0,1
"06081600200",50.0,7.5,25,"","",0
"06081600300",50.0,8.7,33,"","",0
"06081600401",70.0,9.9,40,"","",0
"06081600402",50.0,6.4,44,"","",0
"06081600500",50.0,9.0,61,"","",0
"06081600600",50.0,6.8,29,36.19,22.6,4
"06081600700",50.0,3.4,48,57.55,5.9,3
"06081600800",50.0,0.0,7,"","",0
"06081600900",50.0,0.0,43,"","",0
"06081601000",50.0,1.2,79,"","",0
"06081601100",50.0,4.4,47,"","",0
"06081601200",50.0,5.5,51,50.0,0.0,1
"06081601300",50.0,15.9,34,1.71,19.2,6
"06081601400",50.0,9.2,58,"","",0
"06081601501",50.0,0.9,34,"","",0
"06081601502",50.0,0.8,6,"","",0
"06081601601",50.0,0.0,8,37.8,0.0,1
"06081601603",50.0,5.3,40,"","",0
"06081601604",70.0,1.2,67,50.68,0.0,1
"06081601605",50.0,1.1,43,"","",0
"06081601700",50.0,4.9,48,"","",0
"06081601800",50.0,3.8,45,"","",0
"06081601901",50.0,6.1,38,"","",0
"06081601902",63.95,11.2,44,"","",0
"06081602000",50.0,8.1,99,"","",0
"06081602100",50.0,6.1,24,"","",0
"06081602200",50.0,6.2,25,54.16,5.9,3
"06081602300",50.0,3.3,18,48.43,35.4,5
"06081602400",50.0,6.1,67,64.94,0.0,1
"06081602500",50.0,9.5,55,50.0,0.0,1
"06081602600",70.0,9.7,102,34.39,5.8,2
"06081602700",50.0,5.1,71,"","",0
"06081602800",50.0,7.9,46,"","",0
"06081602900",50.0,0.0,28,"","",0
"06081603000",50.0,8.8,49,14.85,9.5,4
"06081603100",50.0,7.1,45,"","",0
"06081603200",50.0,6.3,44,12.5,0.0,1
"06081603300",50.0,4.1,62,"","",0
"06081603400",50.0,2.0,61,"","",0
"06081603700",50.0,4.0,61,"","",0
"06081603801",70.0,0.0,75,"","",0
"06081603802",50.0,4.5,58,"","",0
"06081603900",50.0,5.2,51,31.81,19.1,3
"06081604000",50.0,0.2,22,"","",0
"06081604101",50.0,5.9,60,34.11,17.0,5
"06081604102",70.0,2.7,54,46.07,1.3,2
"06081604200",50.0,12.2,38,39.21,0.0,1
"06081604400",70.0,9.6,37,45.46,19.5,6
"06081604500",50.0,0.0,36,"","",0
"06081604600",50.0,0.0,24,"","",0
"06081604700",50.0,1.8,24,"","",0
"06081604800",50.0,3.4,34,"","",0
"06081604900",50.0,8.3,41,"","",0
"06081605000",50.0,7.0,78,52.08,13.2,2
"06081605100",50.0,10.8,31,8.48,19.0,13
"06081605200",50.0,14.9,54,"","",0
"06081605300",50.0,15.5,71,"","",0
"06081605400",50.0,10.0,65,49.77,2.8,2
"06081605500",70.0,18.4,71,40.27,0.3,2
"06081605600",28.57,10.7,79,"","",0
"06081605700",29.78,10.0,91,"","",0
"06081605800",50.0,12.2,34,"","",0
"06081605900",70.0,12.7,54,20.71,13.5,5
"06081606000",70.0,9.2,103,32.52,0.0,1
"06081606100",50.0,5.5,50,"","",0
"06081606200",50.0,11.2,46,"","",0
"06081606300",70.0,9.3,84,46.2,23.3,8
"06081606400",70.0,11.8,70,"","",0
"06081606500",50.0,3.0,59,"","",0
"06081606600",50.0,8.9,50,"","",0
"06081606700",50.0,7.3,32,"","",0
"06081606800",50.0,5.5,36,"","",0
"06081606900",50.0,0.0,24,"","",0
"06081607000",50.0,8.0,37,"","",0
"06081607100",50.0,0.3,35,"","",0
"06081607200",50.0,6.0,20,36.33,4.5,2
"06081607300",50.0,0.8,43,"","",0
"06081607400",50.0,9.7,58,24.55,24.5,2
"06081607500",50.0,13.1,38,24.44,0.0,1
"06081607600",50.0,7.0,28,19.2,6.2,2
"06081607701",50.0,8.3,41,2.99,0.0,1
"06081607702",50.0,0.4,42,"","",0
"06081607800",50.0,0.0,33,"","",0
"06081607900",70.0,8.0,55,"","",0
"06081608001",70.0,7.6,17,42.46,0.0,1
"06081608002",50.0,10.3,44,"","",0
"06081608004",70.0,10.0,64,27.16,0.0,1
"06081608013",50.0,8.6,42,"","",0
"06081608023",50.0,0.0,20,"","",0
"06081608100",50.0,9.7,42,"","",0
"06081608200",50.0,7.1,43,"","",0
"06081608300",50.0,8.0,33,"","",0
"06081608400",70.0,10.6,40,"","",0
"06081608501",50.0,1.0,60,"","",0
"06081608502",70.0,9.1,27,"","",0
"06081608600",50.0,6.2,36,31.25,2.7,2
"06081608700",50.0,8.5,82,68.28,22.1,3
"06081608800",50.0,7.7,82,"","",0
"06081608900",50.0,8.2,48,"","",0
"06081609000",50.0,4.5,39,41.68,0.6,2
"06081609100",21.05,18.4,20,10.79,0.0,1
"06081609201",50.0,22.4,50,9.28,26.9,4
"06081609202",50.0,21.0,53,25.38,18.5,2
"06081609300",32.22,15.7,36,29.2,7.1,3
"06081609400",46.36,16.7,55,"","",0
"06081609500",50.0,14.7,66,"","",0
"06081609601",50.0,18.3,57,2.77,1.1,2
"06081609602",50.0,21.1,37,"","",0
"06081609603",50.0,18.5,88,"","",0
"06081609700",50.0,9.7,59,"","",0
"06081609800",50.0,0.9,62,55.47,0.0,1
"06081609900",50.0,5.8,40,"","",0
"06081610000",50.0,6.4,59,21.96,6.4,2
"06081610100",50.0,8.5,24,"","",0
"06081610201",50.0,10.6,17,50.47,31.0,2
"06081610202",62.48,25.7,4,33.33,16.7,15
"06081610203",50.0,11.7,14,15.04,4.3,2
"06081610302",70.0,0.0,3,42.58,43.3,4
"06081610303",59.91,10.2,110,"","",0
"06081610304",70.0,10.4,75,66.55,0.0,1
"06081610400",50.0,8.8,26,"","",0
"06081610500",50.0,6.7,34,"","",0
"06081610601",50.0,8.6,45,31.42,18.9,5
"06081610602",50.0,7.8,49,22.93,0.0,1
"06081610700",50.0,11.8,53,15.15,0.0,1
"06081610800",50.0,11.5,29,20.45,15.9,2
"06081610900",50.0,9.6,44,"","",0
"06081611000",50.0,7.4,61,"","",0
"06081611100",50.0,7.5,97,23.28,0.0,1
"06081611200",50.0,0.5,43,"","",0
"06081611300",50.0,11.7,72,15.61,0.0,1
"06081611400",5.0,21.8,81,"","",0
"06081611500",5.0,17.2,33,"","",0
"06081611600",50.0,6.4,34,"","",0
"06081611700",50.0,8.7,58,60.65,27.7,4
"06081611800",50.0,9.7,49,"","",0
"06081611900",50.0,10.7,81,"","",0
"06081612000",50.0,12.7,62,"","",0
"06081612100",50.0,13.5,43,"","",0
"06081612500",50.0,11.1,51,19.13,16.3,5
"06081612600",50.0,23.0,47,9.09,29.6,7
"06081612700",19.29,14.4,43,"","",0
"06081612800",25.92,15.6,57,"","",0
"06081612900",45.83,20.4,97,"","",0
"06081613000",50.0,19.4,52,"","",0
"06081613200",27.13,16.1,76,40.0,0.0,1
"06081613300",43.03,18.5,46,33.16,14.8,2
"06081613400",39.81,20.9,43,"","",0
"06081613501",50.0,5.8,50,17.24,0.0,1
"06081613502",50.0,7.7,84,15.0,21.1,7
"06081613600",50.0,10.4,63,24.65,0.0,1
"06081613700",50.0,9.6,93,21.25,14.9,3
"06081613800",42.43,20.4,44,6.47,6.5,2
"06081613900",50.0,9.4,70,44.26,0.0,1
"06081614000",50.0,0.0,46,"","",0
"06085500100",40.01,8.9,114,50.24,26.6,3
"06085500200",40.0,8.2,49,60.63,0.0,1
"06085500300",50.0,7.5,105,29.16,14.1,4
"06085500400",40.0,14.9,29,42.85,15.2,4
"06085500500",30.0,10.5,83,44.95,8.1,7
"06085500600",25.01,10.1,52,32.84,0.0,1
"06085500800",87.9,22.0,312,66.15,36.0,19
"06085500901",50.0,6.6,86,61.16,17.7,10
"06085500902",64.44,23.2,11,"","",0
"06085501000",45.7,11.8,46,67.47,9.2,4
"06085501101",50.0,7.6,35,43.71,33.2,2
"06085501102",40.0,7.1,39,53.58,0.0,1
"06085501200",40.0,7.8,43,"","",0
"06085501300",40.28,7.7,38,51.32,0.0,1
"06085501401",50.0,15.3,17,"","",0
"06085501402",35.29,7.4,27,"","",0
"06085501501",37.5,11.3,25,"","",0
"06085501502",38.09,12.4,32,26.27,0.0,1
"06085501600",50.0,12.1,54,16.66,0.0,1
"06085501700",25.01,12.7,37,33.09,14.3,4
"06085501800",25.01,11.1,80,47.81,0.0,1
"06085501900",50.0,12.7,74,47.85,27.6,10
"06085502001",29.29,9.3,56,53.88,25.5,4
"06085502002",25.01,8.6,36,"","",0
"06085502101",50.0,10.1,90,"","",0
"06085502102",33.69,12.9,40,61.29,0.0,1
"06085502201",50.0,5.0,59,"","",0
"06085502202",50.0,9.8,69,"","",0
"06085502301",27.4,13.1,51,36.69,13.4,3
"06085502302",40.0,4.6,21,"","",0
"06085502400",30.0,11.7,154,50.19,0.0,1
"06085502500",26.78,10.9,105,50.62,0.0,1
"06085502601",30.0,14.6,61,30.54,9.5,2
"06085502603",30.0,7.2,36,61.29,0.0,1
"06085502604",50.0,9.7,34,43.74,9.3,3
"06085502701",40.0,11.3,63,13.15,11.0,3
"06085502702",29.48,14.4,116,41.17,0.0,1
"06085502800",30.0,8.3,55,"","",0
"06085502901",30.0,7.1,65,44.26,0.0,1
"06085502902",30.0,12.0,151,"","",0
"06085502903",30.0,9.1,95,"","",0
"06085502906",30.0,9.8,66,"","",0
"06085502907",30.0,2.6,49,37.66,0.0,1
"06085502908",30.0,6.2,88,"","",0
"06085502909",50.0,9.6,61,0.0,0.0,1
"06085502910",30.0,9.0,40,"","",0
"06085503001",26.77,11.8,65,"","",0
"06085503002",30.0,8.7,61,"","",0
"06085503003",30.0,6.4,66,43.53,20.3,3
"06085503105",50.0,12.3,16,24.09,10.8,9
"06085503108",45.0,8.7,67,42.23,11.9,3
"06085503110",50.0,10.9,18,"","",0
"06085503111",35.89,9.5,44,"","",0
"06085503112",50.0,13.0,43,58.33,0.0,1
"06085503113",30.0,12.0,34,47.27,30.2,5
"06085503115",50.0,2.2,182,45.23,0.0,1
"06085503116",50.0,4.9,40,71.96,0.0,1
"06085503117",29.41,11.3,12,"","",0
"06085503118",50.0,10.7,41,"","",0
"06085503121",50.0,10.6,39,52.41,16.3,6
"06085503122",50.0,9.0,18,68.23,7.8,4
"06085503123",50.0,8.3,23,"","",0
"06085503204",50.0,14.5,98,37.33,0.0,1
"06085503207",40.0,4.2,41,"","",0
"06085503208",40.0,1.8,35,"","",0
"06085503210",40.0,3.8,23,"","",0
"06085503211",40.0,6.8,43,"","",0
"06085503212",40.0,1.7,40,"","",0
"06085503213",50.0,14.0,28,"","",0
"06085503214",20.0,13.1,19,0.0,0.0,1
"06085503217",40.02,5.7,59,"","",0
"06085503218",40.0,5.0,29,"","",0
"06085503304",50.0,4.1,56,74.83,25.4,11
"06085503305",50.0,5.0,40,19.99,0.0,1
"06085503306",35.01,2.6,30,"","",0
"06085503312",40.61,11.9,44,55.7,0.0,1
"06085503313",40.0,7.9,38,"","",0
"06085503315",40.0,6.9,54,0.0,0.0,1
"06085503321",35.0,7.5,31,"","",0
"06085503322",40.0,7.3,36,"","",0
"06085503323",40.0,6.0,49,"","",0
"06085503324",40.0,1.7,27,"","",0
"06085503325",40.0,2.8,49,25.45,25.4,2
"06085503326",40.0,6.4,59,"","",0
"06085503327",40.0,7.4,52,"","",0
"06085503329",40.0,8.2,29,"","",0
"06085503330",50.0,6.9,64,"","",0
"06085503331",50.0,6.9,57,"","",0
"06085503332",50.0,11.2,133,"","",0
"06085503333",40.0,5.8,74,"","",0
"06085503334",48.44,15.7,166,"","",0
"06085503336",40.0,4.4,33,"","",0
"06085503337",41.05,5.3,32,"","",0
"06085503401",35.01,2.6,37,"","",0
"06085503402",35.01,4.4,17,"","",0
"06085503504",35.01,4.6,60,"","",0
"06085503506",35.01,2.2,32,"","",0
"06085503507",35.0,5.8,10,"","",0
"06085503508",25.01,6.7,55,"","",0
"06085503509",26.8,9.5,32,"","",0
"06085503510",35.01,9.8,46,"","",0
"06085503511",35.01,7.7,30,"","",0
"06085503601",40.0,5.9,15,42.44,0.0,1
"06085503602",35.01,7.0,28,30.5,0.0,1
"06085503703",35.0,3.5,21,76.66,5.2,2
"06085503707",42.85,7.8,57,11.21,0.0,1
"06085503708",40.0,4.6,16,"","",0
"06085503709",40.0,10.6,29,"","",0
"06085503710",35.01,6.0,16,"","",0
"06085503711",35.01,11.8,30,"","",0
"06085503712",50.0,8.1,39,67.13,9.9,4
"06085503713",50.0,7.2,35,"","",0
"06085503802",30.0,4.9,59,"","",0
"06085503803",40.0,8.6,63,"","",0
"06085503804",50.0,6.9,104,"","",0
"06085503902",38.9,19.1,48,66.92,5.0,2
"06085503903",35.01,5.7,43,38.65,3.8,2
"06085504001",35.01,6.9,48,40.27,16.5,2
"06085504002",35.01,6.1,43,36.0,0.0,1
"06085504101",20.0,7.7,32,48.34,1.7,2
"06085504102",20.02,9.6,46,"","",0
"06085504201",30.0,9.8,56,"","",0
"06085504202",30.0,13.7,50,"","",0
"06085504307",40.0,9.5,81,"","",0
"06085504308",30.0,11.3,44,27.01,0.0,1
"06085504311",60.0,6.1,71,"","",0
"06085504314",30.0,3.5,29,"","",0
"06085504315",30.0,9.5,70,"","",0
"06085504316",45.0,7.3,84,"","",0
"06085504317",35.0,7.9,50,"","",0
"06085504318",50.0,4.8,11,7.1,5.9,2
"06085504319",50.0,5.0,77,"","",0
"06085504320",30.0,2.5,29,"","",0
"06085504321",30.0,7.6,50,0.0,0.0,1
"06085504322",50.0,5.4,60,50.0,2.7,6
"06085504323",35.05,7.4,51,"","",0
"06085504410",25.0,9.8,37,"","",0
"06085504411",25.0,8.0,46,"","",0
"06085504412",50.0,3.6,42,"","",0
"06085504413",50.0,3.1,21,"","",0
"06085504414",50.0,5.3,37,"","",0
"06085504415",45.0,12.3,41,"","",0
"06085504416",32.5,9.3,32,57.24,31.2,5
"06085504417",25.0,11.0,4,"","",0
"06085504418",50.0,12.9,70,35.38,3.5,8
"06085504420",50.0,4.4,31,"","",0
"06085504421",50.0,1.2,41,45.35,0.0,1
"06085504422",50.0,2.3,20,"","",0
"06085504423",30.0,9.2,23,"","",0
"06085504504",49.99,6.9,127,50.0,11.5,6
"06085504505",40.0,9.4,50,26.41,26.4,2
"06085504506",50.0,0.0,37,"","",0
"06085504507",50.0,3.5,59,"","",0
"06085504601","","",0,48.86,27.0,4
"06085504602",26.07,22.2,28,51.69,32.8,7
"06085504802",40.0,9.8,31,68.94,0.0,1
"06085504803",50.0,14.8,59,"","",0
"06085504805",23.84,12.3,4,"","",0
"06085504806",20.0,3.4,32,"","",0
"06085504901",50.0,8.0,110,"","",0
"06085505001",40.0,8.2,92,49.54,12.9,4
"06085505006",50.0,4.8,36,66.66,22.6,11
"06085505007",40.0,9.9,30,"","",0
"06085505009",50.0,10.9,22,"","",0
"06085505100",40.0,9.1,51,47.5,28.0,6
"06085505202",50.0,8.3,94,14.51,20.4,8
"06085505203",40.0,7.3,62,51.16,13.4,7
"06085505301",20.0,7.5,29,"","",0
"06085505302",20.0,15.1,52,"","",0
"06085505303",50.0,10.3,63,"","",0
"06085505304",20.0,5.3,37,"","",0
"06085505305",20.0,11.1,51,13.01,0.0,1
"06085505401",50.0,11.4,55,45.74,0.0,1
"06085505402",31.77,13.4,43,"","",0
"06085505403",50.0,9.4,53,"","",0
"06085505500",30.54,10.8,40,"","",0
"06085505600",35.0,15.7,18,0.17,29.5,3
"06085505700",35.0,9.7,40,18.27,18.3,2
"06085505800",30.0,5.0,48,21.73,0.0,1
