"geo_id","med_sqft","count1","med_sqft_2014_sales","count2"
"06055202000",1318.5,1288,1301.0,19
"06075010100",1079.0,717,1109.0,12
"06075010200",700.0,3260,2239.5,18
"06075010300",2154.0,840,2250.0,11
"06075010400",1579.5,1110,1968.0,23
"06075010500",1236.5,570,1022.5,18
"06075010600",2475.0,350,2407.5,10
"06075010700",3375.0,232,5286.0,5
"06075010800",2000.0,955,2033.0,12
"06075010900",1839.0,799,1031.5,16
"06075011000",1109.0,786,874.0,17
"06075011100",1505.0,520,3950.5,10
"06075011200",1840.0,826,2052.0,19
"06075011300",2460.5,260,2814.0,9
"06075011700",1360.0,322,1224.5,8
"06075011800",5200.0,45,"",0
"06075011901",715.5,666,650.0,15
"06075011902",322.0,2244,474.5,10
"06075012000",6988.0,127,711.0,1
"06075012100",843.0,236,677.0,9
"06075012201",546.0,300,520.0,4
"06075012202",826.0,179,1773.5,4
"06075012301",26680.0,19,"",0
"06075012302",0.0,2425,0.0,7
"06075012401",11528.0,64,16100.0,3
"06075012402",734.0,251,396.0,7
"06075012501",618.5,146,27030.5,2
"06075012502",20040.0,25,"",0
"06075012601",2370.0,479,2140.0,5
"06075012602",2250.0,598,2445.0,7
"06075012700",2312.0,892,1677.0,20
"06075012800",2566.0,1075,2682.5,18
"06075012901",2500.0,456,2143.5,10
"06075012902",2100.0,677,2240.5,8
"06075013000",2050.0,986,1693.5,18
"06075013101",1529.0,672,1565.0,5
"06075013102",1480.0,786,1170.0,9
"06075013200",3230.0,1222,2236.0,24
"06075013300",3071.0,1153,3182.0,28
"06075013400",1989.0,947,2159.0,22
"06075013500",2240.0,502,1375.0,7
"06075015100",823.0,671,1190.0,11
"06075015200",1528.0,795,2290.0,17
"06075015300",1846.5,494,1597.0,8
"06075015400",2322.5,1266,2952.0,16
"06075015500",600.0,705,535.0,11
"06075015600",2130.0,669,2662.0,9
"06075015700",1675.0,1493,1843.0,22
"06075015801",1283.0,568,1700.0,7
"06075015802",2754.0,436,5085.0,12
"06075015900",810.0,772,1102.0,8
"06075016000",834.0,761,721.0,17
"06075016100",964.5,244,900.0,5
"06075016200",0.0,1631,3120.0,9
"06075016300",2400.0,541,1215.0,13
"06075016400",2388.0,535,1743.0,10
"06075016500",2519.0,900,1547.0,17
"06075016600",2710.0,775,3300.0,12
"06075016700",2190.0,959,2560.0,17
"06075016801",1794.0,517,1457.5,6
"06075016802",1362.0,529,2484.0,7
"06075016900",1895.0,624,5191.0,8
"06075017000",1592.0,1407,1473.0,21
"06075017101",2220.0,947,1676.5,14
"06075017102",2241.0,802,2140.0,12
"06075017601",965.0,726,996.0,19
"06075017700",1443.5,332,1075.0,1
"06075017801",838.0,814,753.5,10
"06075017802",1100.5,1002,1063.0,31
"06075017902",1541.0,2,"",0
"06075018000",1019.0,1120,795.0,26
"06075020100",1007.0,845,1000.0,24
"06075020200",1546.5,836,1926.0,15
"06075020300",1575.0,609,1815.0,12
"06075020401",1656.0,985,1550.0,21
"06075020402",1368.0,1043,1338.5,18
"06075020500",1775.0,739,2160.0,12
"06075020600",1764.0,1362,1739.0,27
"06075020700",2310.0,975,1412.0,16
"06075020800",1978.5,680,1890.0,17
"06075020900",1868.0,522,1656.0,7
"06075021000",2298.5,750,1332.5,14
"06075021100",1864.0,1127,1632.5,16
"06075021200",1613.0,937,1731.0,20
"06075021300",1522.5,832,1075.0,9
"06075021400",1651.0,952,1178.5,12
"06075021500",1625.5,1386,1366.0,25
"06075021600",1250.0,1593,1052.0,35
"06075021700",1459.5,1498,1386.0,22
"06075021800",1434.5,1332,1435.5,18
"06075022600",1218.5,754,1276.0,18
"06075022702",1625.0,642,1211.0,10
"06075022704",1330.0,1237,972.0,21
"06075022801",1340.0,1027,1325.0,19
"06075022802",1712.0,313,2104.5,4
"06075022803",1748.0,657,1444.5,12
"06075022901",2200.0,419,3375.0,8
"06075022902",1786.5,402,1619.0,6
"06075022903",1580.0,543,1929.0,5
"06075023001",1250.0,1195,1150.0,13
"06075023003",1301.0,1034,1300.0,15
"06075023102",1455.0,578,1644.0,4
"06075023103",1325.0,140,1030.0,3
"06075023200",1272.0,1087,1480.0,19
"06075023300",1348.0,806,1068.0,8
"06075023400",1224.5,672,1250.0,15
"06075025100",1350.5,1080,1337.5,16
"06075025200",1275.0,1583,1255.0,20
"06075025300",1350.0,1013,1157.5,16
"06075025401",1302.0,825,1416.5,12
"06075025402",1093.0,989,950.0,19
"06075025403",1372.0,1101,1589.0,12
"06075025500",1294.0,1974,1284.5,20
"06075025600",1200.0,1417,947.5,6
"06075025701",1319.0,1133,1170.0,11
"06075025702",1449.0,853,1275.0,13
"06075025800",1250.0,419,1349.0,7
"06075025900",1292.0,1257,836.0,9
"06075026001",1293.0,1055,1130.0,10
"06075026002",1150.0,885,869.0,10
"06075026003",1250.0,1127,1112.5,10
"06075026004",1285.0,877,1337.5,6
"06075026100",1315.0,1379,1145.0,9
"06075026200",1268.0,1573,1359.5,18
"06075026301",1343.0,933,1586.0,5
"06075026302",1290.0,1151,1293.0,15
"06075026303",1349.0,985,1362.0,14
"06075026401",1187.0,813,2025.0,3
"06075026402",1210.0,1032,1200.0,9
"06075026403",1336.0,791,2125.0,5
"06075026404",1719.0,451,1232.0,3
"06075030101",2350.0,876,1700.0,17
"06075030102",1800.0,1243,1716.5,16
"06075030201",1955.0,769,2554.5,6
"06075030202",2250.0,769,1975.5,4
"06075030301",1862.5,1758,2000.0,23
"06075030302",1630.0,1255,1518.0,17
"06075030400",1930.0,1760,1680.0,13
"06075030500",1270.0,939,1275.0,9
"06075030600",1603.0,860,1766.0,3
"06075030700",1338.0,2701,1325.0,31
"06075030800",1841.5,1970,1642.0,28
"06075030900",2045.0,2359,2270.0,19
"06075031000",1500.0,1278,1434.0,10
"06075031100",1175.0,1986,1190.0,23
"06075031201",1263.0,1264,1112.0,9
"06075031202",1192.0,755,1225.0,13
"06075031301",1200.0,1184,1162.0,9
"06075031302",1081.0,1635,750.0,22
"06075031400",1200.0,1557,1150.0,16
"06075032601",1950.0,921,2150.0,9
"06075032602",1640.0,1171,1772.0,11
"06075032700",1695.0,1913,1934.0,16
"06075032801",1496.0,1129,1627.0,8
"06075032802",1450.0,1214,1690.5,10
"06075032901",1450.0,1561,1560.0,9
"06075032902",1270.0,1254,1325.0,8
"06075033000",1520.0,2401,1592.0,23
"06075033100",1713.0,1530,1799.5,20
"06075033201",689.5,6,"",0
"06075033203",0.0,16,"",0
"06075033204",0.0,17,"",0
"06075035100",1361.0,2239,1247.5,20
"06075035201",1189.0,1552,1384.0,13
"06075035202",1425.5,906,1152.5,6
"06075035300",1233.0,2135,1149.5,18
"06075035400",1214.0,1970,1190.0,8
"06075040100",2522.0,784,2187.0,9
"06075040200",2652.5,986,2114.5,10
"06075042601",2620.0,673,1868.0,5
"06075042602",2490.0,707,2493.0,11
"06075042700",2300.0,978,2164.0,10
"06075042800",2810.0,854,3609.0,8
"06075045100",2392.0,875,2324.0,11
"06075045200",2500.0,1414,3900.0,17
"06075047600",2300.0,1195,2000.0,13
"06075047701",2155.0,888,1738.5,8
"06075047702",2050.0,873,1820.0,11
"06075047801",1990.0,971,2376.0,13
"06075047802",2259.0,824,1706.5,26
"06075047901",1562.5,1794,1600.0,25
"06075047902",1618.0,935,1973.5,6
"06075060100",3665.0,27,4606.0,1
"06075060400",1904.0,160,2062.0,3
"06075060502",1064.0,226,850.0,1
"06075060700",982.0,2812,1091.5,78
"06075061000",1310.0,895,1352.0,6
"06075061100",991.0,177,1231.0,4
"06075061200",1423.0,722,1450.0,17
"06075061400",1215.0,1467,1320.0,29
"06075061500",1049.0,5672,1019.0,155
"06075600200",1070.0,2,"",0
"06075600300",1200.0,20,906.0,1
"06075600401",1288.5,4,"",0
"06075600402",1839.0,1,"",0
"06075600700",980.0,13,"",0
"06075600900",1904.0,4,"",0
"06075980200",2350.0,41,"",0
"06075980300",1148.0,13,1148.0,1
"06075980501",1160.0,89,"",0
"06075980600",1360.0,156,1150.0,1
"06075980900",1485.0,157,"",0
"06081026200",1730.0,5,"",0
"06081026302",1840.0,3,"",0
"06081026303",1250.0,26,"",0
"06081026403",1010.0,2,"",0
"06081026404",2290.0,2,"",0
"06081120200",0.0,4,"",0
"06081511200",1530.0,1,"",0
"06081511302",1845.0,2,"",0
"06081511705",2920.0,3,"",0
"06081511707",0.0,1,"",0
"06081600100",1413.0,1749,1437.0,29
"06081600200",1115.0,830,965.0,8
"06081600300",1270.0,1235,1417.0,10
"06081600401",1150.0,1079,1115.0,6
"06081600402",1130.0,1032,970.0,8
"06081600500",1365.0,1780,1500.0,21
"06081600600",1140.0,1014,1270.0,11
"06081600700",1100.0,1393,1040.0,17
"06081600800",1300.0,291,"",0
"06081600900",1460.0,1386,1300.0,12
"06081601000",1150.0,1966,1150.0,20
"06081601100",1180.0,1771,1190.0,17
"06081601200",1170.0,1485,1145.0,14
"06081601300",1500.0,1081,890.0,11
"06081601400",1270.0,1682,1280.0,11
"06081601501",1270.0,1241,1215.0,8
"06081601502",1860.0,281,1990.0,1
"06081601601",1290.0,518,1580.0,3
"06081601603",1280.0,1536,1280.0,11
"06081601604",817.0,1185,788.0,15
"06081601605",1270.0,1631,1270.0,8
"06081601700",1110.0,1331,1080.0,12
"06081601800",1330.0,1981,1160.0,8
"06081601901",1240.0,1133,2180.0,7
"06081601902",1120.0,869,1257.0,9
"06081602000",1450.0,2439,1180.0,18
"06081602100",1280.0,509,1204.0,8
"06081602200",1400.0,973,1515.0,4
"06081602300",1270.0,843,1150.0,13
"06081602400",1270.0,1881,1100.0,17
"06081602500",1900.0,1610,1488.5,12
"06081602600",1460.0,2503,1170.0,26
"06081602700",1260.0,1412,1585.0,12
"06081602800",1250.0,1342,1200.0,21
"06081602900",1150.0,1031,1295.0,8
"06081603000",1230.0,1217,1090.0,16
"06081603100",1335.0,1228,1160.0,7
"06081603200",1175.0,1340,1040.0,8
"06081603300",1163.0,2303,1367.5,20
"06081603400",1460.0,1922,1345.0,14
"06081603700",1360.0,1718,1140.0,10
"06081603801",680.0,1311,680.0,33
"06081603802",1500.0,1566,1520.0,12
"06081603900",1300.0,1693,1290.0,18
"06081604000",1290.0,1160,1260.0,5
"06081604101",1300.0,1302,1050.0,13
"06081604102",650.0,982,540.0,7
"06081604200",1030.0,901,830.0,13
"06081604400",1200.0,1097,1204.0,10
"06081604500",1600.0,1154,1290.0,11
"06081604600",1700.0,974,1395.0,6
"06081604700",1775.0,938,1450.0,5
"06081604800",1720.0,1084,1440.0,3
"06081604900",1950.0,1223,1900.0,17
"06081605000",2160.0,2195,1785.0,12
"06081605100",1510.0,789,1445.0,14
"06081605200",2100.0,1165,1530.0,20
"06081605300",1717.0,1385,1510.0,14
"06081605400",1552.0,1510,1350.0,22
"06081605500",1660.0,1119,1530.0,11
"06081605600",3553.5,2034,3080.0,29
"06081605700",3405.0,1950,3307.5,24
"06081605800",2595.0,858,2559.0,10
"06081605900",1362.0,1155,1157.0,13
"06081606000",903.0,1603,864.0,18
"06081606100",1180.0,1037,1210.0,10
"06081606200",1320.0,1221,1440.0,21
"06081606300",1330.0,1244,1541.0,20
"06081606400",1800.0,1226,1680.0,19
"06081606500",2186.0,1290,2435.0,8
"06081606600",1529.0,1088,1322.0,17
"06081606700",1870.0,887,2072.0,8
"06081606800",1930.0,1113,2040.0,10
"06081606900",1760.0,816,1790.0,4
"06081607000",2120.0,1068,2280.0,9
"06081607100",1580.0,1130,1435.0,8
"06081607200",1450.0,599,1120.0,2
"06081607300",1580.0,1312,1505.0,12
"06081607400",1350.0,1244,1022.0,10
"06081607500",1390.0,781,1175.0,4
"06081607600",1360.0,1045,1258.5,14
"06081607701",1000.0,1148,1115.0,11
"06081607702",1080.0,800,1080.0,10
"06081607800",1300.0,1013,1300.0,14
"06081607900",1200.0,1233,1250.0,23
"06081608001",1540.0,853,1349.0,11
"06081608002",1780.0,1401,1740.0,12
"06081608004",1530.0,1733,1470.0,22
"06081608013",1860.0,1056,1530.0,11
"06081608023",2010.0,872,2520.0,4
"06081608100",1760.0,1008,1570.0,11
"06081608200",1890.0,999,1630.0,7
"06081608300",1900.0,821,1630.0,9
"06081608400",1060.0,1034,1054.0,16
"06081608501",1210.0,1416,1080.0,11
"06081608502",1128.0,771,1040.0,9
"06081608600",1345.0,921,1350.0,5
"06081608700",1650.0,2226,1520.0,23
"06081608800",1715.0,2222,1955.0,24
"06081608900",2190.0,1378,1958.0,20
"06081609000",1640.0,805,1710.0,8
"06081609100",1010.0,490,1105.0,6
"06081609201",1380.0,1226,1290.0,19
"06081609202",1400.0,931,1250.0,11
"06081609300",1680.0,1114,1570.0,8
"06081609400",1580.0,1181,1510.0,13
"06081609500",1730.0,1755,1825.0,14
"06081609601",2200.0,1048,2025.0,12
"06081609602",1870.0,653,1720.0,12
"06081609603",1900.0,2159,1659.5,20
"06081609700",2210.0,1641,1950.0,25
"06081609800",1600.0,1615,1050.0,8
"06081609900",1730.0,1103,1790.0,12
"06081610000",1685.0,1158,1560.0,17
"06081610100",1110.0,572,1135.0,12
"06081610201",1200.0,584,1620.0,5
"06081610202",802.5,92,775.0,2
"06081610203",1800.0,243,4569.0,5
"06081610302",1120.0,415,1342.0,3
"06081610303",1850.0,2423,1560.0,29
"06081610304",1359.0,1822,1123.0,30
"06081610400",1430.0,1041,1510.0,17
"06081610500",1090.0,782,1135.0,8
"06081610601",1270.0,811,1600.0,15
"06081610602",1240.0,1071,960.0,12
"06081610700",1720.0,983,1900.0,9
"06081610800",1620.0,528,4464.0,4
"06081610900",1340.0,1277,2459.0,22
"06081611000",1585.0,1539,1260.0,17
"06081611100",1580.0,2220,1360.0,29
"06081611200",1400.0,1058,1290.0,10
"06081611300",1610.0,1725,1510.0,29
"06081611400",3970.0,1500,4125.0,24
"06081611500",3100.0,975,3080.0,18
"06081611600",1395.0,804,1130.0,2
"06081611700",1130.0,1079,1155.0,12
"06081611800",1070.0,838,1070.0,7
"06081611900",1240.0,1959,1250.0,17
"06081612000",1080.0,1262,1080.0,17
"06081612100",1415.0,812,1157.0,13
"06081612500",1951.0,1124,1980.0,17
"06081612600",1768.0,1087,1385.0,18
"06081612700",2290.0,816,2120.0,13
"06081612800",2360.0,1199,2340.0,8
"06081612900",1770.0,1715,1560.0,23
"06081613000",2190.0,1139,2105.0,15
"06081613200",2530.0,2342,2540.0,40
"06081613300",2600.0,1038,3051.0,11
"06081613400",2600.0,1207,2670.0,19
"06081613501",1640.0,1163,1540.0,12
"06081613502",1830.0,2192,2070.0,30
"06081613600",1670.0,2030,1800.0,26
"06081613700",1580.0,2691,1520.0,40
"06081613800",950.0,1224,750.0,11
"06081613900",1620.0,1665,2352.0,24
"06081614000",1470.0,1524,1330.0,9
"06085120500",2308.0,10,"",0
"06085121000",1616.0,1,"",0
"06085123300",900.0,1,"",0
"06085443301",1750.0,4,"",0
"06085500100",1388.0,1476,1391.0,29
"06085500200",1342.0,1008,1223.5,18
"06085500300",1386.5,1012,1463.0,15
"06085500400",1733.0,583,1796.0,9
"06085500500",1660.0,1731,1625.0,34
"06085500600",1496.0,1047,2000.0,17
"06085500800",1103.0,1123,1030.0,41
"06085500901",1421.0,698,1421.0,19
"06085500902",2584.0,111,1244.0,3
"06085501000",1308.0,805,1488.0,19
"06085501101",1380.0,778,1280.0,17
"06085501102",1267.0,1154,1256.0,17
"06085501200",1305.0,900,1325.0,17
"06085501300",1766.0,720,2471.0,4
"06085501401",900.0,458,849.0,11
"06085501402",1247.0,522,1380.5,10
"06085501501",1450.0,534,1372.0,8
"06085501502",1622.0,701,1622.0,11
"06085501600",1632.0,909,1810.0,18
"06085501700",1273.0,674,1332.0,14
"06085501800",1312.0,1393,1270.0,29
"06085501900",1258.0,1144,1229.0,41
"06085502001",1173.0,1211,1158.0,24
"06085502002",1150.0,697,1031.5,12
"06085502101",1415.0,1461,1178.0,39
"06085502102",1608.0,1025,1774.5,18
"06085502201",1224.0,965,1470.0,11
"06085502202",1311.0,1076,1071.0,17
"06085502301",1852.0,996,1707.0,14
"06085502302",1772.0,579,1491.5,10
"06085502400",1504.0,2618,1384.0,54
"06085502500",1581.5,2308,1649.0,43
"06085502601",2010.0,1041,1954.0,21
"06085502603",1805.5,904,1630.0,9
"06085502604",1240.0,639,1127.0,13
"06085502701",1687.0,1403,1868.0,22
"06085502702",1464.0,2724,1445.5,46
"06085502800",1550.0,1311,1614.0,19
"06085502901",1585.0,1735,1560.0,25
"06085502902",1637.0,2690,1430.0,50
"06085502903",1672.0,1926,1584.0,29
"06085502906",1395.0,1267,1395.0,19
"06085502907",1628.0,1338,1707.0,23
"06085502908",1505.0,2047,1499.0,27
"06085502909",1232.0,1551,1232.0,27
"06085502910",1466.0,892,1260.0,14
"06085503001",1729.5,1572,1708.5,28
"06085503002",1670.0,1067,1683.0,12
"06085503003",1553.0,1767,1529.0,20
"06085503105",1307.0,349,955.0,4
"06085503108",1848.0,1342,1949.0,20
"06085503110",1268.0,387,1665.5,10
"06085503111",1238.0,1054,1238.0,15
"06085503112",1128.0,797,1141.0,18
"06085503113",1200.0,846,1190.0,25
"06085503115",1690.0,1626,1690.0,57
"06085503116",1632.0,659,1496.0,13
"06085503117",1235.0,451,1124.0,12
"06085503118",961.0,882,961.0,11
"06085503121",871.0,673,871.0,17
"06085503122",1125.0,376,998.5,10
"06085503123",1278.0,267,1712.0,7
"06085503204",1164.0,1675,1152.0,39
"06085503207",1698.0,1028,1830.0,9
"06085503208",1260.0,827,1137.0,19
"06085503210",1432.0,869,1748.0,8
"06085503211",1444.0,1131,1444.0,12
"06085503212",1618.0,957,1594.0,11
"06085503213",1257.0,646,1808.0,27
"06085503214",1405.0,556,1562.5,6
"06085503217",1157.0,1036,1131.0,28
"06085503218",1123.0,533,1123.0,18
"06085503304",1176.0,1231,1204.0,29
"06085503305",1292.0,1107,1319.0,10
"06085503306",1140.0,683,1040.0,6
"06085503312",1767.0,961,1722.0,17
"06085503313",2106.0,1275,2025.0,12
"06085503315",1451.0,1349,1451.0,18
"06085503321",2206.0,1072,2159.5,12
"06085503322",1739.0,1035,1800.0,17
"06085503323",1554.0,1197,1500.5,8
"06085503324",1802.0,909,1801.0,22
"06085503325",1393.0,1135,1415.5,8
"06085503326",2263.0,1710,2400.5,22
"06085503327",1625.0,1228,1566.0,16
"06085503329",1990.0,979,1878.0,9
"06085503330",2316.0,2074,1496.5,44
"06085503331",1568.0,1339,1240.0,24
"06085503332",1751.0,2585,1571.5,62
"06085503333",1647.0,1336,1501.0,21
"06085503334",3062.0,2648,3313.0,50
"06085503336",1320.0,841,1268.5,16
"06085503337",1452.0,710,1419.0,8
"06085503401",1121.0,894,1040.0,9
"06085503402",1232.0,572,1128.0,11
"06085503504",1040.0,1096,1119.0,17
"06085503506",1283.0,954,1220.0,15
"06085503507",1391.0,342,1391.0,5
"06085503508",1198.0,1173,1154.0,21
"06085503509",1455.0,836,1495.5,16
"06085503510",1198.0,1049,1188.0,24
"06085503511",1353.0,808,1364.5,8
"06085503601",1348.5,552,1302.0,11
"06085503602",1338.0,720,1268.0,9
"06085503703",1263.0,583,1267.5,14
"06085503707",1180.0,1190,1180.0,17
"06085503708",1234.0,559,1234.0,7
"06085503709",1173.0,519,1490.5,6
"06085503710",1320.0,475,1402.0,7
"06085503711",1441.0,704,1478.5,18
"06085503712",1056.0,582,1054.0,17
"06085503713",902.0,586,828.0,12
"06085503802",1242.0,1772,1221.0,20
"06085503803",1705.0,1358,1590.0,13
"06085503804",1416.0,1401,1465.5,24
"06085503902",1308.0,1035,1366.0,23
"06085503903",1377.0,731,1547.0,14
"06085504001",1186.0,1115,1309.0,25
"06085504002",1242.0,941,1242.0,17
"06085504101",1260.0,903,1260.0,15
"06085504102",1236.5,1238,1156.0,17
"06085504201",1816.0,1547,1846.0,22
"06085504202",2234.0,1453,2397.0,20
"06085504307",1556.0,1674,1445.0,31
"06085504308",1896.0,1386,2077.0,14
"06085504311",1630.0,2180,1486.0,39
"06085504314",1494.0,1319,1574.0,9
"06085504315",1452.0,1968,1372.0,29
"06085504316",1380.0,1407,1352.0,19
"06085504317",1538.0,1222,1517.0,15
"06085504318",1573.0,326,1336.0,3
"06085504319",1881.0,1792,2036.0,20
"06085504320",1838.0,860,1803.5,18
"06085504321",1478.0,1331,1284.0,19
"06085504322",1519.0,978,1651.0,24
"06085504323",1461.5,1298,1366.0,19
"06085504410",1399.0,987,1410.0,16
"06085504411",1517.0,1503,1517.0,33
"06085504412",1242.0,969,1186.0,15
"06085504413",1591.5,552,1459.0,8
"06085504414",1964.0,1512,1625.0,10
"06085504415",1769.0,1532,1528.0,13
"06085504416",1528.0,1035,1430.0,15
"06085504417",2825.0,95,"",0
"06085504418",1189.0,956,1187.0,11
"06085504420",2097.0,1166,1750.0,20
"06085504421",1657.0,1344,1619.0,22
"06085504422",1198.0,834,1066.0,4
"06085504423",1502.0,642,1282.0,8
"06085504504",1309.0,1995,1300.0,63
"06085504505",1270.0,1270,1243.5,16
"06085504506",1422.0,822,1174.0,18
"06085504507",1370.0,1450,1277.0,18
"06085504601",2428.0,4,"",0
"06085504602",1500.0,362,1232.0,1
"06085504802",1108.0,797,1108.0,18
"06085504803",1582.0,1086,1582.0,27
"06085504805",1108.0,104,1108.0,3
"06085504806",1108.0,743,1565.0,7
"06085504901",1654.0,1728,1646.0,32
"06085505001",1584.0,2041,1445.5,48
"06085505006",1415.0,846,1561.0,13
"06085505007",1449.0,827,1473.5,4
"06085505008",0.0,13,321124.5,2
"06085505009",1325.0,390,1130.0,3
"06085505100",1113.0,830,1006.0,19
"06085505202",1215.0,1109,1087.5,22
"06085505203",1368.0,915,1644.0,25
"06085505301",1095.0,899,1119.5,6
"06085505302",1315.0,1303,1311.0,16
"06085505303",1226.0,1334,1381.0,25
"06085505304",1276.0,1077,1531.0,10
"06085505305",1425.0,1456,1371.0,20
"06085505401",1476.0,907,1476.0,12
"06085505402",1188.0,893,1206.5,8
"06085505403",1166.0,1321,1097.0,34
"06085505500",1511.0,1187,1440.0,17
"06085505600",1436.0,564,1466.5,12
"06085505700",1543.5,1194,1470.0,23
"06085505800",1196.0,1384,1134.0,23
"06085505900",1393.5,1558,1481.0,25
"06085506000",1416.0,1345,1340.0,21
"06085506101",1593.5,1438,1760.0,20
"06085506102",1333.5,1282,1145.0,15
"06085506103",1438.5,1370,1442.0,22
"06085506202",1606.5,1922,1563.0,20
"06085506203",1249.0,979,1099.0,18
"06085506204",1456.0,1807,1475.5,24
"06085506301",1502.0,926,1377.0,23
"06085506302",1665.0,1832,1590.0,41
"06085506304",1496.0,687,1505.5,10
"06085506305",1770.0,860,2134.0,15
"06085506401",1507.0,1131,1246.0,20
"06085506402",1741.0,963,1527.0,10
"06085506501",1243.0,1070,1382.0,19
"06085506502",1190.0,1215,1447.0,23
"06085506503",1503.0,1161,1546.5,18
"06085506601",1402.0,1088,1655.5,10
"06085506603",1538.0,1354,1499.0,22
"06085506604",1387.0,2327,1391.0,38
"06085506605",1528.0,879,1785.5,10
"06085506606",1531.0,1031,1597.0,8
"06085506701",1496.5,1268,1651.0,19
"06085506702",1496.0,1541,1484.0,32
"06085506703",1557.0,1061,1520.0,24
"06085506801",1810.0,1798,2010.0,29
"06085506802",1423.0,1690,1401.5,24
"06085506803",1598.0,1924,1416.5,28
"06085506804",1640.0,1333,1750.5,20
"06085506900",2265.0,2420,2038.5,26
"06085507001",1995.0,2342,1828.0,49
"06085507002",2464.0,1007,2870.5,20
"06085507100",1786.5,698,1699.0,21
"06085507203",1772.5,658,1804.0,17
"06085507205",2069.5,1888,2152.0,41
"06085507206",2815.0,962,3024.0,9
"06085507301",2880.0,2142,2451.0,36
"06085507302",3050.0,975,3079.0,17
"06085507401",2284.0,1943,2114.0,15
"06085507402",1869.0,1508,1511.0,29
"06085507500",2498.0,2028,2287.0,20
"06085507600",2742.0,2033,2670.0,29
"06085507701",1913.0,1285,1732.0,17
"06085507702",2135.0,2090,2052.5,22
"06085507703",2203.0,2139,2234.5,36
"06085507805",1666.0,1027,1833.5,10
"06085507806",2200.0,867,1868.0,12
"06085507807",1568.0,883,1513.0,11
"06085507808",1704.0,1667,1571.0,12
"06085507903",1607.0,1632,1532.0,13
"06085507904",1736.0,1116,1600.5,8
"06085507905",1422.0,1473,1400.0,12
"06085507906",1511.0,1443,1420.0,14
"06085508001",1512.0,2144,1261.0,31
"06085508003",1510.0,478,1352.0,2
"06085508004",1481.5,1450,1278.0,21
"06085508101",1644.0,1740,1516.0,14
"06085508102",1506.0,702,1284.0,7
"06085508202",1567.0,2144,1524.0,23
"06085508203",1762.0,1521,1956.0,19
"06085508204",1525.0,1266,1090.0,23
"06085508301",1859.0,1393,1751.5,8
"06085508303",1851.0,914,1768.0,5
"06085508304",1787.0,1318,1944.0,13
"06085508401",1499.0,1962,1349.5,30
"06085508403",1755.0,1031,1752.0,12
"06085508404",1811.0,1663,1477.0,17
"06085508503",1541.0,1064,1837.0,6
"06085508504",1622.0,708,1416.5,14
"06085508505",1488.0,1287,1649.0,17
"06085508507",983.0,548,968.0,10
"06085508508",1685.0,875,0.0,18
"06085508601",1417.0,1190,1554.0,15
"06085508602",1426.0,850,1408.0,10
"06085508703",1489.0,1697,1225.0,35
"06085508704",1404.0,1063,1198.0,23
"06085508800",1182.0,592,1374.5,6
"06085508900",1250.0,1132,1275.0,16
"06085509000",1134.0,1670,1148.0,29
"06085509102",1348.0,935,1248.5,14
"06085509105",1703.0,1100,1869.0,13
"06085509106",1728.0,746,1632.0,9
"06085509107",3480.5,180,4177.0,3
"06085509108",1215.0,1002,1474.0,21
"06085509109",1369.0,1360,1360.5,22
"06085509201",1183.0,1316,1040.0,29
"06085509202",1318.0,1313,1008.0,13
"06085509302",1280.0,987,1382.0,10
"06085509303",1407.0,636,1560.0,15
"06085509304",1352.0,737,1282.0,14
"06085509401",1369.5,468,1103.0,5
"06085509403",935.0,409,943.5,6
"06085509404",1240.0,1314,1206.0,19
"06085509500",1592.0,805,1996.5,12
"06085509600",1523.5,650,1744.0,11
"06085509700",1482.0,805,1400.0,9
"06085509801",1608.0,1603,1667.0,17
"06085509802",1543.0,851,1665.0,11
"06085509901",1972.0,688,"",0
"06085509902",2185.0,1447,2337.0,22
"06085510001",2206.5,2104,2133.0,22
"06085510002",2182.0,1255,2427.5,8
"06085510100",2297.0,1112,2116.0,13
"06085510200",2317.0,1504,2170.0,12
"06085510300",1984.0,1592,1719.0,24
"06085510400",2172.0,1100,1935.0,17
"06085510500",2306.0,1731,2333.0,30
"06085510600",1774.0,1715,1445.0,19
"06085510700",1529.0,1194,1357.0,15
"06085510801",1659.0,1947,1511.5,24
"06085510802",1765.0,655,1786.0,6
"06085510803",1515.0,729,1177.5,10
"06085510900",1763.5,1576,1653.5,12
"06085511000",1549.0,1905,1384.5,12
"06085511100",1851.0,1945,1696.0,13
"06085511200",2320.0,1670,1969.0,18
"06085511301",1874.0,978,1743.0,16
"06085511302",1494.0,1002,1372.0,27
"06085511400",2386.5,1284,2648.0,16
"06085511500",1824.0,2209,1600.5,14
"06085511608",2131.0,13,"",0
"06085511609",3186.0,11,"",0
"06085511701",3206.0,1467,3088.0,19
"06085511702",2611.0,985,2607.0,12
"06085511704",3515.0,1665,3254.0,24
"06085511705",2120.0,308,2241.0,5
"06085511707",2470.0,1108,3030.0,9
"06085511800",1588.0,1391,1864.0,23
"06085511905",2006.0,1055,2125.0,14
"06085511907",1920.0,1343,1898.0,16
"06085511909",2498.0,2690,2372.0,31
"06085511910",2470.5,1062,2510.0,17
"06085511911",1997.0,1663,1538.0,30
"06085511912",2240.0,1736,2167.0,21
"06085511913",2013.0,1438,2010.5,22
"06085511914",2176.0,1936,2175.0,23
"06085511915",1420.0,648,1331.0,12
