"geo_id",1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
"06001400200",1,1,0,1,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"06001400300",4,2,4,0,2,1,0,1,0,0,4,1,2,0,0,3,0,0,0,2,0,0,2,0,2,2,0
"06001400400",1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,2,0,0
"06001400500",4,1,5,0,1,1,1,0,0,1,1,3,3,1,1,2,2,1,1,1,0,1,2,2,0,0,1
"06001400600",0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,1,2,1,1,2,1,0,0,0,0,0,1
"06001400700",1,1,2,1,1,1,1,1,0,0,2,2,0,2,1,0,0,1,2,2,0,1,0,1,2,0,2
"06001400800",3,1,1,2,1,0,0,3,2,3,2,0,4,0,0,2,1,4,0,2,0,1,1,1,0,2,0
"06001400900",1,0,2,1,0,0,0,0,0,2,0,1,3,1,2,4,1,2,0,0,0,1,0,1,0,1,0
"06001401000",5,5,4,3,2,3,3,2,2,4,4,1,6,3,2,3,3,5,1,1,2,1,1,1,3,3,1
"06001401100",4,5,4,4,1,0,2,0,2,1,3,3,4,4,2,5,7,6,2,1,1,1,1,2,5,2,0
"06001401200",2,0,1,1,1,1,0,0,2,2,1,0,0,0,2,2,2,0,0,1,0,0,1,0,2,1,0
"06001401300",8,6,2,4,5,5,3,5,4,8,4,13,9,3,8,10,8,4,2,2,3,2,0,4,4,5,0
"06001401400",2,2,2,1,2,0,2,4,2,1,1,11,4,1,2,2,2,5,1,1,2,1,1,0,2,0,3
"06001401500",0,1,3,1,2,1,2,1,0,1,0,1,1,2,1,2,1,3,0,0,0,2,0,1,0,1,1
"06001401600",1,3,2,3,1,1,2,1,0,2,2,2,1,1,1,4,5,2,3,2,0,3,2,2,2,1,0
"06001401700",0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"06001401800",0,1,0,0,1,0,0,2,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0
"06001402200",1,3,5,2,1,1,1,2,4,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,2,0,0
"06001402400",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"06001402500",1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
"06001402600",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"06001402700",0,1,1,2,0,0,0,0,1,2,1,4,1,0,0,2,1,0,0,1,0,0,0,1,2,0,1
"06001402800",7,5,1,2,0,5,4,3,4,3,2,10,10,4,1,5,3,5,1,3,2,2,1,3,14,4,7
"06001402900",4,9,3,2,1,2,4,3,2,5,5,5,9,6,3,8,6,7,1,2,3,0,3,5,9,4,3
"06001403000",4,19,8,10,6,1,4,4,5,3,4,6,7,4,2,7,6,5,2,2,0,1,6,5,8,7,1
"06001403100",2,1,1,3,0,1,0,5,1,2,2,1,1,1,2,2,1,1,0,3,1,0,1,2,0,5,0
"06001403300",4,3,1,0,0,5,0,2,3,1,1,2,3,0,2,2,5,19,6,3,2,2,2,5,2,5,1
"06001403400",0,0,2,0,0,1,0,2,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0
"06001403501",5,2,3,0,1,0,1,2,1,0,0,4,0,1,1,6,2,2,2,1,0,0,0,1,1,2,1
"06001403502",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
