"geo_id","2004_Y","2004_N","2004_U","2005_Y","2005_N","2005_U","2006_Y","2006_N","2006_U","2007_Y","2007_N","2007_U","2008_Y","2008_N","2008_U","2009_Y","2009_N","2009_U","2010_Y","2010_N","2010_U","2011_Y","2011_N","2011_U","2012_Y","2012_N","2012_U","2013_Y","2013_N","2013_U","2014_Y","2014_N","2014_U"
"06013313102",0,0,0,0,0,0,530,89,1,855,130,0,843,205,0,192,48,11,780,246,10,761,290,7,0,1,0,717,342,0,0,0,0
"06013313103",1,0,0,0,0,0,1207,144,2,1679,222,1,1668,379,4,322,93,21,1725,309,8,1776,334,8,1,0,0,1790,359,0,0,0,0
"06013313203",0,0,0,0,0,0,648,107,0,867,131,0,847,173,2,142,29,5,840,157,5,828,181,7,0,0,0,795,220,1,0,0,0
"06013313204",0,0,0,0,0,0,882,163,0,1148,221,0,1089,285,2,191,64,15,1052,299,4,1053,316,2,0,0,0,1019,350,1,0,0,0
"06013313205",0,0,0,0,0,0,343,38,0,461,66,0,464,66,0,85,15,10,437,79,1,441,86,3,0,0,0,432,98,0,0,0,0
"06013313206",0,0,0,0,0,0,838,158,0,1167,214,1,1103,291,1,223,87,15,1019,346,7,1006,381,9,0,0,0,967,427,1,0,0,0
"06013314102",0,0,0,0,0,0,980,146,0,1288,197,0,1240,265,1,207,68,19,1176,304,10,1160,340,9,0,0,0,1118,392,0,0,0,0
"06013314103",0,0,0,0,0,0,641,174,0,857,216,1,827,267,2,160,64,14,789,274,7,789,301,5,0,1,1,740,356,1,0,0,0
"06013314104",0,0,0,0,0,0,969,294,0,1278,370,0,1181,478,0,214,98,16,1061,557,9,1060,615,9,0,0,0,1012,676,0,0,0,0
"06013314200",0,1,0,0,0,0,926,203,0,1246,261,0,1197,335,1,200,76,16,1090,406,11,1114,424,5,0,1,0,1058,486,0,0,0,0
"06013315000",0,0,0,0,0,0,816,90,0,1058,124,0,1022,177,2,236,53,11,972,199,10,986,211,8,0,0,0,987,217,2,0,0,0
"06013316000",0,0,0,0,0,0,53,76,1,64,92,0,62,99,0,10,17,1,61,93,1,64,97,1,0,0,0,61,100,0,0,0,0
"06013317000",0,0,0,0,0,0,300,225,0,368,261,0,363,269,0,66,57,2,354,275,3,359,285,0,0,0,1,369,275,0,0,0,0
"06013318000",0,0,0,0,0,0,614,241,1,770,305,3,770,314,1,131,61,7,746,317,3,749,329,7,1,1,0,737,345,3,0,0,0
"06013319000",0,0,0,0,0,0,1523,424,1,1946,513,2,1908,567,2,341,96,16,1830,588,10,1859,604,11,1,0,0,1827,649,1,0,0,0
"06013320001",0,0,0,0,0,0,659,187,1,877,228,1,851,263,1,154,69,15,839,275,3,836,287,9,0,0,0,820,312,1,0,0,0
"06013320003",0,0,0,0,0,0,733,89,1,945,98,1,935,111,1,159,19,0,876,128,3,908,134,5,0,0,0,902,144,1,0,0,0
"06013320004",0,0,0,0,0,0,1338,258,1,1646,332,0,1643,347,2,279,77,8,1641,369,5,1667,397,6,0,0,0,1664,419,3,0,0,0
"06013321101",0,0,0,0,0,0,1659,234,0,1997,295,0,1959,342,0,307,75,7,1902,347,6,1917,380,5,1,0,0,1895,407,0,0,0,0
"06013321102",0,0,0,0,0,0,2059,232,0,2473,293,1,2462,314,1,502,57,8,2371,311,10,2440,327,7,0,0,0,2402,374,1,0,0,0
"06013321103",0,0,0,0,0,0,1200,141,0,1464,176,0,1457,186,3,266,30,5,1406,204,0,1435,211,5,0,0,0,1450,199,2,0,0,0
"06013321200",0,0,0,0,0,0,928,314,1,1160,365,2,1143,387,3,212,68,12,1095,401,11,1110,413,8,0,0,0,1071,460,3,0,0,0
"06013322000",0,0,0,0,0,0,1573,266,1,1904,320,0,1890,341,2,350,61,5,1801,367,8,1842,382,7,1,0,0,1827,402,2,0,0,0
"06013323000",0,0,0,0,0,0,1131,259,0,1400,294,0,1386,315,0,259,67,2,1331,324,2,1367,343,4,0,0,0,1370,383,0,0,0,0
"06013324001",0,0,0,0,0,0,536,271,2,662,315,1,656,327,1,124,48,1,632,339,2,638,349,0,0,0,0,616,371,0,0,0,0
"06013324002",0,0,0,0,0,0,712,484,0,876,529,0,853,554,0,157,43,0,814,562,1,830,573,4,1,0,0,831,578,0,0,0,0
"06013325000",0,0,0,0,0,0,1238,219,0,1509,273,2,1512,277,2,282,52,5,1465,274,4,1516,274,2,0,0,0,1498,292,2,0,0,0
"06013326000",0,0,0,0,0,0,964,100,0,1140,133,0,1144,135,0,224,30,2,1114,134,1,1135,145,0,0,0,0,1125,155,0,0,0,0
"06013327000",0,0,0,0,0,0,1131,313,0,1477,378,0,1422,452,1,219,77,23,1349,500,8,1333,543,10,0,0,0,1292,607,0,0,0,0
"06013328000",0,0,0,0,0,0,78,127,0,103,143,0,92,151,0,16,21,2,85,157,1,78,163,2,0,0,0,74,169,0,0,0,0
"06013329000",0,0,0,0,0,0,1282,326,1,1632,401,0,1597,445,0,261,83,13,1534,472,8,1539,496,7,0,0,0,1517,524,0,0,0,0
"06013330000",0,0,0,0,0,0,1248,294,0,1569,372,0,1548,436,1,281,102,10,1480,445,10,1500,458,7,0,0,0,1490,479,0,0,0,0
"06013331000",0,0,0,0,0,0,1266,368,1,1610,458,1,1618,496,2,297,110,14,1603,510,8,1619,541,8,1,0,0,1584,580,2,0,0,0
"06013332000",0,0,0,0,0,0,1796,303,1,2238,377,0,2199,424,0,362,83,26,2122,450,5,2150,464,7,0,0,0,2112,511,0,0,0,0
"06013333101",0,0,0,0,0,0,874,154,0,1115,192,0,1092,221,1,182,54,3,1069,242,7,1081,250,10,1,0,0,1079,261,1,0,0,0
"06013333102",1,0,0,0,0,0,813,109,0,1146,155,0,1139,171,0,214,40,6,1083,184,6,1093,200,9,1,0,0,1061,248,0,0,0,0
"06013333200",0,0,0,0,0,0,1438,212,0,1800,248,0,1752,305,0,299,51,7,1710,301,3,1735,315,7,0,0,0,1716,340,0,0,0,0
"06013334001",0,0,0,0,0,0,675,205,0,878,243,0,854,268,0,167,40,9,832,268,0,847,271,4,0,0,0,832,290,0,0,0,0
"06013334004",0,0,0,0,0,0,1434,404,0,1851,476,0,1844,496,0,290,99,14,1761,520,8,1771,561,15,0,0,0,1698,648,0,0,0,0
"06013334006",0,0,0,0,0,0,1208,216,0,1486,240,0,1486,247,0,271,34,7,1424,259,1,1462,271,0,0,0,0,1441,292,0,0,0,0
"06013334200",0,1,0,0,0,0,1643,217,1,2021,288,2,2024,301,1,454,85,5,1974,300,3,2020,324,6,2,1,0,2024,324,1,0,0,0
"06013335000",0,0,0,0,0,0,718,213,0,930,263,0,906,295,0,165,54,5,873,310,3,887,308,7,0,0,0,880,322,0,0,0,0
"06013336101",0,0,2,0,0,0,217,113,0,324,147,0,293,181,0,63,55,10,256,191,8,259,212,3,0,0,2,247,227,0,0,0,0
"06013336102",0,0,0,0,0,0,450,217,1,599,278,0,587,344,0,119,61,12,505,405,7,499,429,2,0,0,0,446,484,1,0,0,0
"06013336201",0,0,0,0,0,0,555,144,0,782,178,0,737,228,1,133,47,8,685,256,4,704,261,1,0,0,0,681,285,0,0,0,0
"06013336202",0,0,0,0,0,0,209,191,0,284,224,0,268,243,0,52,46,2,260,239,3,256,252,3,0,0,0,262,250,0,0,0,0
"06013337100",1,0,0,0,0,0,670,102,0,834,135,0,842,154,0,159,27,4,859,152,2,874,164,4,3,0,0,877,166,0,0,0,0
"06013337200",0,0,0,0,0,0,1450,381,0,1719,447,0,1697,493,1,262,95,4,1610,536,5,1625,574,4,0,0,0,1578,632,0,0,0,0
"06013337300",0,0,0,0,0,0,1502,141,0,1833,174,5,1832,193,0,312,39,4,1770,218,0,1806,220,0,0,0,0,1800,227,0,0,0,0
"06013338101",0,0,0,0,0,0,693,266,0,915,316,0,885,352,1,162,72,9,802,400,3,798,437,7,0,0,0,763,479,0,0,0,0
"06013338102",0,0,0,0,0,0,979,153,0,1177,188,23,1148,220,24,212,40,5,1107,235,21,1123,239,30,0,0,0,1122,247,24,0,0,0
"06013338201",0,0,0,0,0,0,1027,151,0,1260,192,0,1246,227,0,237,43,4,1231,236,0,1260,239,2,0,0,0,1247,254,1,0,0,0
"06013338203",0,1,0,0,0,0,940,407,1,1188,470,2,1166,504,2,221,73,3,1093,534,8,1109,554,8,0,1,0,1116,582,3,0,0,0
"06013338204",2,0,0,0,0,0,1484,432,0,1835,773,0,1846,780,2,361,121,10,1765,810,2,1777,849,2,3,0,0,1724,903,0,0,0,0
"06013338301",0,0,0,0,0,0,831,38,0,1002,47,0,991,61,0,200,15,2,958,63,1,981,69,3,0,0,0,982,71,0,0,0,0
"06013338302",0,1,0,0,0,0,1608,169,0,1877,224,0,1894,218,0,381,36,5,1823,216,4,1887,228,3,2,1,0,1871,246,0,0,0,0
"06013339001",0,1,0,0,0,0,90,76,0,187,108,0,191,110,22,48,28,3,186,126,1,184,139,1,0,1,0,175,149,0,0,0,0
"06013339002",0,0,0,0,0,0,823,499,2,996,588,0,1074,709,0,181,162,6,1042,842,12,1050,878,8,0,0,0,992,941,2,0,0,0
"06013340001",0,0,0,0,0,0,1113,327,0,1382,421,2,1358,455,1,284,87,6,1329,440,5,1366,453,4,1,0,0,1351,468,1,0,0,0
"06013340002",0,0,0,0,0,0,1968,365,2,2383,439,2,2383,461,2,463,92,8,2298,464,8,2370,468,7,1,0,0,2352,498,4,0,0,0
"06013341000",0,0,0,0,0,0,1174,205,0,1415,266,0,1404,291,1,294,75,2,1378,273,3,1415,278,5,1,0,0,1409,291,1,0,0,0
"06013343001",0,2,0,0,0,0,974,274,0,1165,331,1,1157,370,0,237,73,6,1114,411,3,1146,410,4,0,2,0,1139,421,0,0,0,0
"06013343002",0,0,0,0,0,0,1104,244,0,1331,276,0,1317,299,0,264,48,1,1286,291,4,1307,307,7,1,0,0,1295,327,0,0,0,0
"06013343003",0,0,0,0,0,0,1022,94,1,1241,116,0,1243,120,1,258,32,0,1197,132,0,1229,136,1,0,0,0,1229,138,0,0,0,0
"06013345101",0,0,0,0,0,0,1302,237,0,1650,268,0,1632,295,0,342,43,5,1562,299,1,1624,301,0,0,0,0,1590,336,0,0,0,0
"06013345102",0,0,0,0,0,0,945,163,0,1187,186,0,1184,194,0,236,37,5,1142,191,0,1186,190,2,0,0,0,1189,188,0,0,0,0
"06013345103",0,0,0,0,0,0,1302,148,1,1551,176,0,1548,189,0,344,31,6,1475,198,0,1524,212,1,0,0,0,1513,224,0,0,0,0
"06013345105",0,0,0,0,0,0,1490,268,1,1821,319,0,1834,315,0,430,46,3,1751,338,0,1820,339,1,0,0,0,1814,344,2,0,0,0
"06013345108",0,0,0,0,0,0,1854,572,2,2536,769,0,2577,770,1,830,225,16,2480,755,7,2584,753,12,0,3,0,2561,787,0,0,0,0
"06013345111",0,0,0,0,0,0,797,409,0,1178,517,0,1200,504,0,276,48,5,1113,539,1,1130,571,4,0,0,0,1088,616,0,0,0,0
"06013345112",0,0,0,0,0,0,936,103,1,1206,142,0,1263,163,1,345,38,3,1218,146,2,1273,154,2,0,0,0,1281,168,0,0,0,0
"06013345113",0,0,0,0,0,0,1116,109,0,1359,135,0,1367,154,3,341,39,6,1311,153,4,1357,161,6,1,0,0,1359,163,3,0,0,0
"06013345114",0,0,0,0,0,0,1881,224,0,2270,271,0,2261,299,0,540,63,5,2209,316,3,2291,319,5,0,0,0,2285,335,0,0,0,0
"06013345115",0,0,0,0,0,0,1156,87,0,1506,132,0,1550,133,1,387,35,12,1500,137,5,1547,159,3,0,0,0,1551,164,1,0,0,0
"06013345116",0,0,0,0,0,0,655,107,0,817,128,0,820,131,0,159,21,5,789,129,1,817,133,1,0,0,0,811,139,0,0,0,0
"06013345202",0,0,0,0,0,0,1475,306,0,1860,376,0,1874,403,1,427,142,4,1806,462,1,1866,471,3,0,0,0,1851,492,0,0,0,0
"06013345203",0,0,0,0,0,0,1566,308,0,1953,386,1,1934,418,4,464,120,6,1859,424,7,1902,452,4,0,0,0,1915,444,1,0,0,0
"06013345204",1,1,0,0,0,0,908,105,1,1120,127,0,1122,132,0,253,41,1,1093,135,0,1131,124,2,3,1,0,1125,130,1,0,0,0
"06013346101",0,0,0,0,0,0,1004,91,0,1184,118,0,1191,131,0,235,22,1,1154,130,0,1186,136,1,0,0,0,1180,145,0,0,0,0
"06013346102",2,1,0,0,0,0,1449,134,0,1796,182,1,1818,212,0,453,49,4,1772,198,2,1824,214,2,2,2,1,1830,214,0,0,0,0
"06013346201",1,1,0,0,0,0,1674,346,2,2064,461,5,2060,476,5,552,113,3,1972,473,8,2041,497,9,2,2,0,2044,500,5,0,0,0
"06013346203",0,0,0,0,0,0,1076,100,1,1307,130,0,1308,138,0,301,35,2,1247,146,0,1293,151,2,0,0,0,1292,154,0,0,0,0
"06013346204",0,0,0,0,0,0,1832,149,1,2267,182,0,2279,189,0,612,47,4,2183,197,3,2255,214,3,1,1,0,2238,236,0,0,0,0
"06013347000",0,2,0,0,0,0,1675,123,1,1995,163,4,1994,178,4,408,47,4,1919,191,4,1973,202,3,1,4,0,1968,207,3,0,0,0
"06013348000",0,0,0,0,0,0,1240,146,2,1429,202,2,1447,196,2,341,61,3,1384,208,6,1443,209,4,0,0,0,1436,217,3,0,0,0
"06013349000",0,1,0,0,0,0,982,188,1,1160,226,2,1167,226,2,241,45,3,1120,229,0,1165,228,0,0,1,0,1170,222,0,0,0,0
"06013350000",0,0,0,0,0,0,1052,277,0,1271,338,1,1274,349,2,286,67,2,1229,343,2,1269,354,3,0,1,0,1258,367,1,0,0,0
"06013351101",0,0,0,0,0,0,1855,146,0,1954,190,0,1963,196,0,204,60,0,1911,215,2,1946,213,0,0,0,0,1945,214,0,0,0,0
"06013351102",0,0,0,0,0,0,2726,174,1,2814,220,2,2797,247,3,130,49,1,2772,243,5,2789,252,6,0,0,0,2775,264,2,0,0,0
"06013351103",0,0,0,0,0,0,1242,115,1,1339,154,0,1370,141,0,143,46,0,1335,152,0,1349,161,0,0,0,0,1358,151,0,0,0,0
"06013351200",0,0,0,0,0,0,1627,116,1,1914,135,1,1904,151,4,410,37,6,1824,166,4,1880,178,4,0,0,0,1881,179,4,0,0,0
"06013352101",0,0,0,0,0,0,682,63,1,787,68,2,793,68,4,157,14,2,755,85,6,777,93,5,0,0,0,783,88,4,0,0,0
"06013352102",0,0,0,0,0,0,1443,132,1,1694,168,0,1693,177,1,365,43,0,1636,177,3,1688,185,1,0,0,0,1677,196,1,0,0,0
"06013352201",1,0,0,0,0,0,1455,222,0,1733,269,0,1716,291,0,383,55,6,1651,300,5,1698,308,3,1,0,0,1700,310,0,0,0,0
"06013352202",0,0,0,0,0,0,695,162,5,803,196,6,799,209,4,169,46,1,775,211,4,790,219,5,0,0,0,791,218,5,0,0,0
"06013353001",1,1,0,0,0,0,945,128,0,1142,160,1,1150,158,2,265,35,4,1110,163,5,1146,172,4,3,1,0,1143,178,2,0,0,0
"06013353002",1,0,0,0,0,0,1126,106,0,1367,133,0,1367,137,0,295,37,1,1310,141,0,1366,139,0,1,0,0,1367,139,0,0,0,0
"06013354001",0,0,0,0,0,0,495,85,1,610,96,2,610,102,3,137,24,2,583,109,5,606,108,4,0,0,0,612,106,3,0,0,0
"06013354002",0,0,0,1,0,0,1861,189,0,2182,239,3,2186,258,5,452,66,5,2109,271,3,2176,279,4,1,0,0,2181,275,3,0,0,0
"06013355107",0,0,0,0,0,0,989,107,0,1295,136,0,1263,241,10,202,55,21,1261,258,16,1341,258,22,0,0,0,1362,284,14,0,0,0
"06013355108",0,0,0,0,0,0,2325,184,2,3327,343,0,3172,526,0,706,158,38,3111,485,24,3097,584,18,0,0,0,2955,743,0,0,0,0
"06013355109",0,0,0,0,0,0,1362,107,2,1833,165,0,1776,265,0,319,73,21,1771,270,9,1784,315,7,0,0,0,1715,390,1,0,0,0
"06013355110",0,0,0,0,0,0,786,114,1,1070,175,0,1004,247,0,176,52,18,968,253,4,952,292,6,0,0,0,895,356,0,0,0,0
"06013355111",0,0,0,0,0,0,1185,162,0,1681,245,0,1590,349,1,355,100,18,1520,365,13,1514,412,12,0,0,0,1464,474,1,0,0,0
"06013355112",0,0,0,0,0,0,1348,145,2,1708,180,2,1739,250,11,449,57,4,1652,266,11,1715,270,11,0,0,0,1706,280,11,0,0,0
"06013355113",0,0,0,0,0,0,1261,125,0,1559,145,0,1561,161,1,394,32,6,1473,189,0,1530,194,2,0,0,1,1522,204,0,0,0,0
"06013355114",0,0,0,0,0,0,1839,190,0,2627,308,4,2967,336,5,841,72,6,2866,330,9,3050,342,11,0,1,0,3049,378,3,0,0,0
"06013355115",0,0,0,0,0,0,341,47,2,474,80,0,515,139,3,196,34,5,648,91,3,813,135,0,0,0,0,877,131,1,0,0,0
"06013355116",0,0,0,0,0,0,616,35,0,759,127,4,1111,170,4,526,105,1,1514,109,5,1808,121,0,0,0,0,1834,131,0,0,0,0
"06013355117",0,0,0,0,0,0,741,69,0,1404,183,0,1751,117,0,672,43,3,1724,111,4,1843,118,0,0,0,0,1836,125,0,0,0,0
"06013355200",0,0,0,0,0,0,1036,129,0,1413,178,0,1457,649,2,294,84,27,1566,232,7,1659,264,14,0,0,0,1729,316,2,0,0,0
"06013355301",0,0,0,0,0,0,1945,297,0,2453,359,0,2432,404,1,449,73,15,2353,411,1,2384,447,6,0,0,0,2353,482,1,0,0,0
"06013355302",0,0,0,0,0,0,939,61,0,1119,83,0,1128,85,0,227,14,4,1084,93,0,1121,91,1,0,0,0,1112,101,0,0,0,0
"06013355304",0,0,0,0,0,0,2140,261,0,2676,320,5,2660,366,0,507,71,8,2530,405,7,2590,433,5,0,0,0,2570,455,0,0,0,0
"06013355306",0,0,0,0,0,0,1272,153,1,1552,204,1,1562,234,1,283,56,1,1510,241,3,1544,251,2,0,0,0,1533,263,1,0,0,0
"06013356001",0,0,0,0,0,0,754,110,1,971,146,0,946,176,0,143,25,6,938,166,1,948,171,3,0,0,0,941,181,0,0,0,0
"06013356002",0,0,0,0,0,0,1312,174,0,1660,229,3,1659,306,7,298,55,17,1591,337,10,1601,365,13,1,0,0,1568,405,5,0,0,0
"06013357000",0,0,0,0,0,0,604,290,2,724,349,4,717,365,4,118,76,5,696,363,4,703,373,7,0,0,0,700,381,3,0,0,0
"06013358000",1,0,0,0,0,0,814,269,1,1075,344,0,1050,384,0,201,74,14,1006,386,10,1007,417,10,1,0,0,1010,423,1,0,0,0
"06013359102",0,0,0,0,0,0,1006,189,1,1264,251,0,1257,275,0,217,55,11,1208,301,8,1221,320,10,0,0,0,1221,329,1,0,0,0
"06013359103",0,0,1,0,0,0,1018,242,0,1246,320,0,1244,326,0,188,57,8,1210,327,4,1218,346,11,1,0,1,1188,388,0,0,0,0
"06013359104",0,0,0,0,0,0,632,114,1,806,163,4,781,195,0,126,34,6,767,184,7,765,203,6,0,0,0,741,235,0,0,0,0
"06013359105",0,0,0,0,0,0,970,121,0,1293,193,0,1320,238,0,274,70,14,1268,231,10,1284,263,9,0,0,0,1266,292,0,0,0,0
"06013359202",0,0,0,0,0,0,1666,153,0,2029,191,0,1998,234,1,318,51,17,1941,251,5,1956,271,6,0,0,0,1953,280,0,0,0,0
"06013359203",0,0,0,0,0,0,1475,252,0,1942,325,0,1902,379,0,342,74,18,1829,395,8,1840,423,15,1,0,0,1827,454,0,0,0,0
"06013359204",0,0,0,0,0,0,970,140,0,1232,179,0,1229,195,0,227,27,4,1188,208,0,1202,218,3,0,0,0,1200,224,0,0,0,0
"06013360101",1,0,0,0,0,0,1127,169,4,1394,219,0,1380,247,0,243,40,6,1334,249,9,1356,271,5,1,0,0,1338,293,0,0,0,0
"06013360102",0,0,0,0,0,0,1139,99,0,1385,136,1,1365,167,1,218,50,10,1309,189,6,1338,204,2,0,0,0,1337,206,1,0,0,0
"06013360200",0,0,0,0,0,0,885,219,0,1102,260,0,1087,281,1,182,82,7,1066,275,6,1067,298,2,0,0,0,1038,331,0,0,0,0
"06013361000",0,0,0,0,0,0,972,228,1,1180,283,1,1151,321,2,204,55,6,1112,325,7,1118,346,13,0,0,0,1090,384,1,0,0,0
"06013362000",0,0,0,0,0,0,782,177,2,923,214,3,937,203,3,169,52,1,912,211,2,922,219,5,1,0,0,911,234,1,0,0,0
"06013363000",0,0,0,0,0,0,1379,366,0,1781,448,0,1723,518,1,311,112,15,1684,504,10,1680,545,14,0,0,0,1678,562,1,0,0,0
"06013364002",0,0,0,0,0,0,1099,147,0,1401,175,0,1349,239,0,212,51,14,1320,241,5,1315,270,3,0,0,0,1325,262,1,0,0,0
"06013365002",0,0,0,0,0,0,386,192,0,667,318,1,693,402,1,197,148,30,652,435,21,665,462,16,1,2,0,664,477,1,0,0,0
"06013365003",0,0,0,0,0,0,367,67,0,597,163,0,628,137,1,126,40,12,606,139,5,609,155,6,0,0,0,587,183,0,0,0,0
"06013366001",0,0,0,0,0,0,654,166,0,876,213,0,846,256,0,135,55,10,809,263,8,802,298,3,1,0,0,773,330,0,0,0,0
"06013366002",0,0,0,0,0,0,716,204,0,1056,277,1,1033,320,2,213,78,23,967,358,9,956,386,13,1,0,0,920,433,2,0,0,0
"06013367100",0,0,0,0,0,0,828,105,0,1103,158,0,1055,206,0,205,53,12,1025,205,5,1031,226,4,0,0,0,1031,229,1,0,0,0
"06013367200",0,0,0,0,0,0,758,122,0,973,157,0,974,224,1,204,60,5,943,242,12,946,286,8,0,0,0,898,341,1,0,0,0
"06013368001",0,0,0,0,0,0,571,199,0,754,250,2,707,309,2,125,66,11,668,324,5,663,347,10,3,1,0,645,373,2,0,0,0
"06013368002",0,0,0,0,0,0,397,124,0,530,175,1,495,214,1,97,54,10,454,240,3,443,256,9,0,0,0,418,286,3,0,0,0
"06013369001",0,0,0,0,0,0,625,229,0,826,282,2,798,308,3,140,64,19,743,361,6,747,379,5,0,0,1,705,426,0,0,0,0
"06013369002",0,0,0,0,0,0,479,172,0,611,213,1,589,241,2,97,56,7,572,240,1,580,250,2,0,0,0,578,256,1,0,0,0
"06013370000",0,0,0,0,0,0,717,146,0,872,172,0,866,190,0,149,36,3,819,206,4,840,214,3,0,0,0,830,226,0,0,0,0
"06013371000",0,0,0,0,0,0,990,310,0,1240,365,1,1194,423,1,178,90,10,1126,457,7,1128,482,8,0,0,0,1079,538,1,0,0,0
"06013372000",0,0,0,0,0,0,1232,331,0,1618,440,0,1573,500,1,256,86,18,1453,568,11,1442,615,17,0,0,0,1374,699,1,0,0,0
"06013373000",0,0,0,0,0,0,493,142,0,685,166,0,641,230,0,116,49,15,619,229,3,620,250,1,0,0,0,595,277,0,0,0,0
"06013374000",0,0,0,0,0,0,790,221,1,988,290,2,962,330,4,161,54,12,909,351,2,909,377,9,0,0,0,887,408,0,0,0,0
"06013375000",0,0,0,0,0,0,367,182,2,539,246,4,503,287,3,122,77,18,451,317,8,441,347,5,0,0,0,429,362,2,0,0,0
"06013376000",0,0,0,0,0,0,465,270,2,769,378,1,779,506,1,186,174,31,694,552,13,691,583,12,2,1,0,678,605,1,0,0,0
"06013377000",0,0,0,0,0,0,835,230,7,1067,333,1,1000,425,1,155,122,16,939,458,5,929,495,6,0,0,0,919,511,0,0,0,0
"06013378000",0,1,0,0,0,0,764,336,2,977,440,6,972,479,8,214,108,9,930,486,6,940,508,12,0,1,0,940,515,8,0,0,0
"06013379000",0,0,0,0,0,0,659,304,2,1016,442,2,928,544,8,235,183,21,852,584,15,861,615,7,0,0,0,833,650,2,0,0,0
"06013380000",0,0,0,0,0,0,781,206,1,1295,1034,2,1480,1093,1,364,155,15,1479,1054,16,1511,1140,14,0,0,0,1483,1191,0,0,0,0
"06013381000",0,0,0,0,0,0,775,307,0,1076,411,0,1008,495,1,209,127,21,926,533,6,938,558,9,0,0,0,902,604,0,0,0,0
"06013382000",0,0,0,0,0,0,783,290,1,1061,391,0,1032,425,1,211,105,10,972,446,8,972,476,8,0,1,0,956,500,1,0,0,0
"06013383000",0,0,0,0,0,0,997,334,0,1189,374,0,1182,394,0,222,71,9,1128,422,1,1133,440,3,0,0,0,1122,454,0,0,0,0
"06013384000",0,0,0,0,0,0,1212,181,0,1425,216,0,1425,224,1,259,45,9,1370,243,1,1396,251,3,0,0,0,1400,250,0,0,0,0
"06013385100",1,0,0,0,0,0,871,116,0,999,145,1,996,152,1,199,31,2,950,168,3,988,162,1,1,1,0,984,165,2,0,0,0
"06013385200",0,0,0,0,0,0,443,67,0,493,81,0,495,81,0,75,14,1,473,89,0,484,93,0,0,0,0,477,100,0,0,0,0
"06013386000",0,0,1,0,0,0,368,199,0,460,229,0,453,242,0,73,34,0,435,243,2,437,257,2,0,0,1,439,256,0,0,0,0
"06013387000",0,1,0,0,0,0,513,186,0,605,204,0,603,206,0,92,36,1,577,209,0,585,224,2,0,3,0,583,227,0,0,0,0
"06013388000",0,0,0,0,0,0,487,228,0,562,260,0,571,258,0,108,38,0,565,250,2,574,255,0,0,0,0,579,250,1,0,0,0
"06013389100",0,0,0,0,0,0,340,193,0,390,216,0,390,221,0,77,36,0,380,220,1,395,216,0,0,0,0,397,214,0,0,0,0
"06013389200",0,0,0,0,0,0,59,168,0,73,180,0,72,187,0,16,33,1,68,184,2,67,191,1,0,0,0,62,197,0,0,0,0
"06013390100",0,0,0,0,0,0,683,121,0,796,132,0,794,140,0,154,31,2,753,156,1,774,160,0,0,0,0,776,159,0,0,0,0
"06013390200",0,0,0,0,0,0,564,104,0,661,110,0,660,113,0,138,16,1,630,121,0,647,126,0,0,0,0,660,113,0,0,0,0
"06013391000",0,0,0,0,0,0,764,123,0,862,154,6,871,154,2,161,27,3,830,171,2,857,167,2,0,0,0,861,163,2,0,0,0
"06013392000",0,0,0,0,0,0,820,115,1,922,145,2,927,146,1,168,30,2,889,149,2,924,148,2,0,0,0,927,150,0,0,0,0
"06013392200",0,0,0,0,0,0,1600,242,2,2208,425,11,2139,557,0,471,122,36,2105,490,21,2131,539,22,1,0,0,2103,592,0,0,0,0
"06013392300",0,0,0,0,0,0,489,76,0,690,102,0,701,108,0,147,26,9,667,112,6,686,120,3,0,0,0,682,128,0,0,0,0
"06013420100",0,0,0,0,0,0,12,6,0,11,7,0,12,7,0,5,3,0,12,7,0,12,7,0,0,0,0,12,7,0,0,0,0
"06013420300",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"06013421200",0,0,0,0,0,0,34,7,0,39,6,0,37,8,0,5,0,0,36,9,0,37,8,0,0,0,0,38,7,0,0,0,0
"06013421300",0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,1,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0
"06013450200",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"06013450300",0,0,0,0,0,0,7,1,0,12,1,0,12,1,0,4,1,1,10,2,0,10,3,0,0,0,0,10,3,0,0,0,0
"06013451101",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"06013990000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"06041101100",8,1,1,0,0,0,750,162,10,862,158,9,851,168,10,820,159,11,1,2,0,844,179,10,854,186,10,637,137,9,0,0,0
"06041101200",0,0,0,0,0,0,688,144,1,761,162,0,766,166,0,743,169,1,6,7,0,761,197,0,767,194,0,609,158,0,0,0,0
"06041102100",0,0,0,0,0,0,729,134,2,805,141,1,797,147,1,778,144,4,0,0,0,788,156,1,775,170,0,564,133,0,0,0,0
"06041102202",0,0,0,0,0,0,1354,330,26,1529,377,29,1512,402,28,1446,395,30,0,0,0,1481,471,0,1459,491,2,1182,297,0,0,0,0
