"geo_id","2004_Y","2004_N","2004_U","2005_Y","2005_N","2005_U","2006_Y","2006_N","2006_U","2007_Y","2007_N","2007_U","2008_Y","2008_N","2008_U","2009_Y","2009_N","2009_U","2010_Y","2010_N","2010_U","2011_Y","2011_N","2011_U","2012_Y","2012_N","2012_U","2013_Y","2013_N","2013_U","2014_Y","2014_N","2014_U"
"06075026401",0,0,0,0,0,0,600,134,0,659,148,0,666,142,0,660,147,0,651,150,1,650,162,0,658,153,0,657,154,0,652,161,0
"06075026402",0,0,0,0,0,0,742,186,1,813,200,0,816,210,0,820,207,0,807,211,1,798,232,0,791,241,0,799,233,0,798,234,0
"06075026403",0,0,0,0,0,0,570,157,0,600,177,0,600,185,0,599,187,0,594,189,0,598,192,0,598,193,0,595,196,0,595,196,0
"06075026404",0,0,0,0,0,0,310,96,0,345,100,0,347,104,0,339,111,1,329,115,1,340,111,0,339,112,0,340,111,0,338,113,0
"06075030101",1,0,0,0,0,0,332,437,1,352,473,2,366,472,1,366,473,5,371,471,4,374,480,4,397,466,2,400,459,2,397,475,0
"06075030102",0,0,0,0,0,0,803,321,1,851,355,0,865,360,0,873,356,0,852,363,1,865,365,1,885,358,0,886,350,1,881,356,0
"06075030201",2,0,0,0,0,0,317,366,2,338,391,2,347,402,1,349,400,3,346,400,4,349,406,3,351,412,5,347,413,5,352,409,3
"06075030202",0,0,0,0,0,0,272,397,0,293,430,0,306,431,1,302,436,3,295,449,2,301,454,0,310,449,8,315,448,0,315,450,0
"06075030301",0,0,0,0,0,0,1060,547,0,1125,592,0,1117,605,0,1118,603,1,1102,606,2,1118,610,0,1120,620,1,1127,608,1,1133,619,1
"06075030302",0,0,0,0,0,0,940,231,1,985,256,1,995,251,0,987,262,0,982,266,0,979,276,0,972,282,1,972,282,1,959,296,0
"06075030400",0,0,0,0,0,0,1277,310,0,1387,329,0,1400,322,0,1388,336,3,1385,356,1,1399,352,1,1401,351,4,1404,350,2,1406,353,1
"06075030500",0,0,0,0,0,0,706,173,1,753,179,0,754,181,1,762,174,1,747,177,1,756,182,0,748,190,0,749,189,0,740,199,0
"06075030600",0,0,0,0,0,0,693,111,0,741,115,0,742,118,0,743,116,0,724,129,0,731,128,0,731,128,0,727,132,0,727,133,0
"06075030700",0,0,0,0,0,0,2108,386,0,2282,407,0,2280,413,0,2282,412,0,2235,430,0,2249,447,1,2260,437,3,2251,446,3,2230,469,2
"06075030800",0,0,0,0,0,0,1484,324,1,1578,371,0,1583,371,1,1583,374,0,1563,375,0,1581,381,1,1573,392,3,1576,390,1,1577,391,1
"06075030900",0,0,0,0,0,0,1891,252,1,2070,273,0,2071,284,0,2058,296,0,2037,295,2,2041,315,1,2046,311,2,2041,315,1,2038,318,1
"06075031000",0,0,0,0,0,0,990,167,1,1095,174,0,1092,182,0,1089,185,0,1068,190,0,1088,186,0,1090,187,1,1082,193,0,1069,206,0
"06075031100",0,0,0,0,0,0,1390,437,1,1509,472,1,1507,479,1,1505,480,2,1488,478,1,1493,492,1,1492,492,3,1501,482,4,1499,483,4
"06075031201",0,0,0,0,0,0,853,282,1,936,316,0,929,332,0,937,327,0,931,324,0,932,333,0,937,327,0,931,331,1,935,329,0
"06075031202",0,0,0,0,0,0,593,103,1,629,112,2,631,117,2,630,119,0,622,124,1,620,132,1,618,134,1,615,138,0,606,149,0
"06075031301",0,0,0,0,0,0,894,189,1,964,211,0,948,236,0,947,237,0,941,237,0,948,236,0,944,239,1,944,238,2,937,246,1
"06075031302",0,0,0,0,0,0,1185,291,2,1281,327,1,1274,354,1,1257,370,2,1256,363,2,1250,379,1,1242,391,1,1228,402,1,1220,411,1
"06075031400",0,0,0,0,0,0,1079,295,0,1192,321,0,1211,323,0,1205,331,6,1169,345,6,1200,342,1,1195,353,3,1192,358,0,1194,362,0
"06075032601",0,0,0,0,0,0,430,423,1,460,449,0,473,441,0,478,437,0,468,442,0,472,444,0,477,441,2,468,449,1,469,450,0
"06075032602",0,1,0,0,0,0,748,342,2,787,367,2,789,381,1,790,379,4,781,385,2,782,388,2,786,385,1,784,387,1,787,383,1
"06075032700",0,0,0,0,0,0,1318,478,0,1378,523,0,1379,526,0,1375,531,0,1357,533,0,1367,544,0,1365,546,0,1366,547,0,1365,547,1
"06075032801",0,0,0,0,0,0,766,284,1,817,306,0,812,314,0,814,312,0,795,320,0,794,333,0,782,345,0,785,342,0,782,347,0
"06075032802",0,0,0,0,0,0,838,301,2,876,326,1,871,342,0,870,343,0,847,351,0,854,359,0,854,359,0,849,364,0,848,366,0
"06075032901",0,0,0,0,0,0,1125,325,0,1197,352,0,1206,352,0,1206,352,0,1193,353,1,1203,358,0,1206,355,0,1187,374,0,1175,386,0
"06075032902",0,0,0,0,0,0,900,289,0,947,301,0,945,306,0,936,315,0,926,317,0,940,314,0,936,318,0,943,311,0,943,311,0
"06075033000",1,0,0,0,0,0,1761,459,0,1875,505,0,1866,521,0,1860,527,0,1833,541,0,1844,554,0,1835,566,0,1843,558,0,1831,570,0
"06075033100",0,0,0,0,0,0,1202,215,1,1284,225,0,1286,229,0,1271,244,0,1259,241,1,1259,256,0,1257,267,5,1267,262,0,1257,273,0
"06075033201",0,0,0,0,0,0,1,5,0,1,5,0,1,5,0,2,4,0,2,4,0,2,4,0,2,4,0,2,4,0,2,4,0
"06075033203",0,0,0,0,0,0,13,1,0,13,1,0,13,1,0,0,14,0,0,14,2,0,14,2,0,14,2,0,13,3,0,14,2
"06075033204",0,0,0,0,0,0,13,4,0,13,4,0,13,4,0,1,16,0,1,16,0,0,17,0,0,17,0,0,17,0,0,17,0
"06075035100",0,0,0,0,0,0,1499,617,0,1564,658,0,1558,674,1,1565,668,0,1540,677,0,1550,687,0,1544,695,0,1542,697,0,1515,724,0
"06075035201",0,0,0,0,0,0,1085,355,0,1149,381,0,1143,403,0,1152,399,0,1132,404,2,1129,423,0,1124,428,0,1132,420,0,1132,420,0
"06075035202",0,0,0,0,0,0,446,375,0,484,405,0,483,412,0,483,413,0,473,414,0,480,420,0,482,418,4,484,420,0,486,420,0
"06075035300",0,0,0,0,0,0,1547,480,0,1622,504,0,1618,517,0,1603,532,0,1583,533,1,1594,541,0,1594,541,0,1595,540,0,1589,546,0
"06075035400",0,0,0,0,0,0,1434,417,2,1505,446,2,1496,463,2,1491,473,3,1480,472,4,1486,479,2,1481,485,2,1471,492,4,1476,491,2
"06075040100",1,0,0,0,0,0,328,358,2,357,384,2,364,393,1,376,382,7,371,380,6,376,390,5,379,390,8,379,394,4,389,390,1
"06075040200",1,1,0,0,0,0,373,512,3,410,538,2,412,549,1,413,551,3,408,550,4,413,554,2,429,550,3,425,546,1,425,551,1
"06075042601",2,0,0,0,0,0,263,329,0,289,348,0,292,350,0,296,346,0,284,354,1,289,357,0,293,362,2,291,370,0,303,363,0
"06075042602",1,2,0,0,0,0,311,298,0,329,331,0,342,338,0,345,339,0,346,336,0,348,338,0,359,334,6,357,345,0,361,341,0
"06075042700",1,0,0,0,0,0,390,467,2,422,501,1,418,514,0,421,515,10,422,518,0,423,530,0,433,533,1,422,544,1,440,531,0
"06075042800",0,0,0,0,0,0,634,139,4,673,159,3,672,168,2,675,168,3,664,164,2,676,169,2,676,170,3,672,176,3,676,177,1
"06075045100",1,1,0,0,0,0,318,462,2,339,492,0,349,495,0,355,492,0,354,487,0,363,491,0,377,489,3,379,487,0,374,498,0
"06075045200",0,0,0,0,0,0,650,638,2,689,681,1,697,680,0,712,673,2,706,668,2,714,679,0,715,681,2,726,676,0,737,674,0
"06075047600",1,0,0,0,0,0,551,548,0,584,574,0,590,576,0,595,571,3,596,563,3,590,587,2,596,589,5,593,588,2,607,580,1
"06075047701",0,1,0,0,0,0,415,387,0,440,429,0,443,430,0,437,437,0,439,443,0,441,443,0,444,443,0,443,443,0,447,438,0
"06075047702",0,0,0,0,0,0,476,325,0,505,342,0,507,343,0,507,347,0,508,342,0,512,352,0,515,352,2,515,353,0,514,358,0
"06075047801",0,0,0,0,0,0,529,372,1,562,393,0,560,395,0,558,397,1,554,397,0,567,394,0,567,397,1,560,404,1,561,410,0
"06075047802",0,0,0,0,0,0,399,368,0,437,382,0,441,383,0,437,386,0,435,384,0,429,394,0,428,397,0,427,397,1,422,402,0
"06075047901",0,0,0,0,0,0,1131,518,3,1215,561,2,1214,569,0,1206,575,4,1182,584,6,1187,597,3,1188,596,6,1185,600,4,1201,589,3
"06075047902",1,0,0,0,0,0,564,291,0,608,316,0,607,317,0,620,309,0,618,304,1,627,305,0,625,308,0,625,307,0,618,316,0
"06075060100",0,0,0,0,0,0,14,11,1,15,11,1,16,11,0,16,11,0,17,10,0,17,10,0,17,10,0,17,10,0,15,12,0
"06075060400",0,0,0,0,0,0,122,29,0,124,36,0,123,37,0,122,38,0,122,36,0,124,36,0,130,30,0,130,30,0,129,31,0
"06075060502",0,0,0,0,0,0,172,27,0,194,28,0,191,35,0,188,38,0,188,37,0,188,37,1,182,44,0,186,40,0,186,40,0
"06075060700",0,1,0,0,0,0,390,121,0,792,168,0,1097,792,0,1347,678,2,1660,699,5,1671,715,2,1664,831,311,1794,1000,11,1797,1001,13
"06075061000",0,0,0,0,0,0,500,128,0,609,152,0,580,183,0,577,201,1,576,195,1,621,187,1,613,237,3,632,232,3,624,269,1
"06075061100",0,0,0,0,0,0,63,80,0,67,83,0,73,80,0,74,78,0,79,94,1,87,88,0,90,84,3,91,86,0,84,93,0
"06075061200",0,0,0,0,0,0,373,235,0,416,272,0,426,274,0,425,275,0,425,266,3,426,274,1,428,292,0,420,298,0,423,297,0
"06075061400",2,0,0,0,0,0,787,382,6,904,487,6,953,480,6,934,496,8,913,495,7,949,500,6,943,513,7,947,507,6,943,517,4
"06075061500",0,2,0,0,0,0,1426,1211,5,1530,1444,2,2084,2261,1,2577,2504,38,2710,2331,39,2873,2691,34,2937,2679,36,3063,2542,48,3043,2585,39
"06075600200",0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0
"06075600300",0,0,0,0,0,0,15,2,0,17,3,0,17,3,0,17,3,0,17,3,0,18,2,0,18,2,0,18,2,0,18,2,0
"06075600401",0,0,0,0,0,0,3,1,0,2,2,0,2,2,0,1,3,0,1,3,0,1,3,0,1,3,0,1,3,0,2,2,0
"06075600402",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
"06075600700",0,0,0,0,0,0,10,1,0,11,2,0,10,2,1,11,2,0,11,2,0,10,3,0,11,2,0,12,1,0,12,1,0
"06075600900",0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0
"06075980200",0,0,0,0,0,0,17,18,0,21,19,0,19,21,0,20,21,0,19,22,0,18,23,0,19,22,0,16,25,0,16,25,0
"06075980300",0,0,0,0,0,0,8,4,0,9,4,0,10,3,0,10,3,0,10,3,0,9,4,0,8,5,0,8,5,0,8,5,0
"06075980501",0,0,0,0,0,0,61,17,0,69,19,0,69,20,0,69,20,0,68,21,0,69,20,0,69,20,0,69,20,0,69,20,0
"06075980600",0,0,0,0,0,0,100,39,1,108,48,0,102,54,0,101,55,0,89,65,0,88,68,0,85,71,0,84,72,0,84,72,0
"06075980900",0,1,0,0,0,0,27,86,3,27,89,3,34,99,2,33,100,2,35,123,0,32,125,0,33,124,0,34,122,0,34,122,0
"06081026200",0,0,0,0,0,0,3,0,0,4,1,0,4,1,0,1,0,0,4,1,0,4,1,0,0,0,0,4,1,0,0,0,0
"06081026302",0,0,0,0,0,0,1,0,0,2,1,0,2,1,0,0,0,0,2,1,0,2,1,0,0,0,0,1,2,0,0,0,0
"06081026303",0,0,0,0,0,0,16,3,0,23,3,0,23,3,0,5,0,0,22,4,0,23,3,0,0,0,0,23,3,0,0,0,0
"06081026403",0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0
"06081026404",0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0
"06081511200",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"06081511302",0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,1,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0
"06081511705",0,0,0,0,0,0,2,1,0,2,1,0,2,1,0,1,1,0,2,1,0,2,1,0,0,0,0,2,1,0,0,0,0
"06081511707",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"06081600100",2,0,0,0,0,0,1068,343,6,1261,411,3,1281,430,3,239,72,6,1234,458,3,1265,472,5,2,4,0,1258,482,2,0,0,0
"06081600200",0,1,0,0,0,0,580,83,38,709,104,39,711,118,39,120,20,3,692,110,4,706,120,3,0,1,0,710,117,2,0,0,0
"06081600300",0,0,0,0,0,0,888,138,2,1067,157,2,1070,165,2,164,35,2,1020,183,2,1041,193,1,0,0,0,1034,201,0,0,0,0
"06081600401",0,0,0,0,0,0,759,117,0,916,138,0,916,150,0,144,41,2,893,156,2,900,168,2,0,1,0,896,182,0,0,0,0
"06081600402",0,0,0,0,0,0,700,129,0,860,164,1,854,179,1,171,43,5,803,199,2,817,212,3,0,0,0,809,224,0,0,0,0
"06081600500",0,0,0,0,0,0,1143,286,0,1423,336,0,1409,366,0,251,72,2,1339,390,4,1370,399,7,1,0,0,1356,420,2,0,0,0
"06081600600",0,0,0,0,0,0,595,212,0,767,235,0,757,258,0,148,33,2,709,276,2,726,285,2,0,0,0,732,283,0,0,0,0
"06081600700",0,0,0,0,0,0,827,265,1,1054,318,1,1036,349,2,187,57,1,1021,342,3,1022,357,8,0,1,0,1016,374,1,0,0,0
"06081600800",0,0,0,0,0,0,147,119,1,167,124,1,165,126,0,28,7,1,159,125,1,163,128,0,0,0,0,161,130,0,0,0,0
"06081600900",0,0,0,0,0,0,1007,171,0,1179,200,0,1179,207,0,199,31,3,1120,226,0,1152,234,0,0,0,0,1140,246,0,0,0,0
"06081601000",0,0,0,0,0,0,1339,245,0,1686,288,1,1658,330,1,301,77,8,1589,321,4,1630,332,4,0,0,0,1622,344,0,0,0,0
"06081601100",0,0,0,0,0,0,1231,266,0,1457,311,0,1462,309,0,208,59,2,1397,324,1,1443,324,4,0,0,0,1433,338,0,0,0,0
"06081601200",0,0,0,0,0,0,963,223,0,1178,287,1,1163,321,1,200,78,1,1123,328,2,1142,338,3,1,0,0,1138,345,0,0,0,0
"06081601300",0,0,0,0,0,0,528,317,2,673,379,1,670,395,1,121,69,2,643,400,6,659,410,5,0,1,0,668,409,1,0,0,0
"06081601400",0,0,0,0,0,0,1179,235,2,1397,273,3,1374,306,2,216,51,2,1319,317,9,1344,333,5,0,0,0,1317,364,1,0,0,0
"06081601501",0,0,0,0,0,0,867,153,0,1049,181,0,1051,190,0,161,34,4,1006,209,0,1017,221,3,0,0,0,1012,229,0,0,0,0
"06081601502",0,0,0,0,0,0,176,53,1,215,62,2,217,63,2,51,9,0,205,66,3,209,71,2,0,0,0,212,68,1,0,0,0
"06081601601",0,0,0,0,0,0,348,61,0,407,71,2,411,80,3,29,15,3,398,93,2,416,87,2,2,0,0,420,88,2,0,0,0
"06081601603",0,0,0,0,0,0,1070,195,0,1290,235,1,1264,272,0,216,63,2,1226,268,2,1262,272,2,0,0,0,1257,278,1,0,0,0
"06081601604",0,0,0,0,0,0,718,219,0,910,262,0,891,294,0,169,63,8,860,301,4,854,330,1,0,0,0,841,343,1,0,0,0
"06081601605",0,0,0,0,0,0,1087,219,0,1361,258,0,1345,286,0,238,45,10,1309,287,4,1341,288,2,0,0,0,1330,301,0,0,0,0
"06081601700",0,0,0,0,0,0,913,163,0,1135,195,0,1131,201,0,188,27,2,1098,202,0,1117,212,2,0,0,0,1099,232,0,0,0,0
"06081601800",0,0,0,0,0,0,1409,254,0,1692,281,0,1689,291,0,287,46,5,1625,304,0,1655,322,2,1,0,0,1645,334,0,0,0,0
"06081601901",0,0,0,0,0,0,688,238,1,836,275,1,841,280,1,132,41,3,817,291,7,833,294,6,0,0,0,831,299,3,0,0,0
"06081601902",0,0,0,0,0,0,523,191,0,619,225,0,621,241,1,106,40,5,609,232,4,621,236,4,1,1,0,619,239,1,0,0,0
"06081602000",0,0,0,0,0,0,1709,296,4,2057,358,6,2041,391,4,371,72,7,1953,411,5,2006,421,10,1,0,0,1983,450,5,0,0,0
"06081602100",0,0,0,0,0,0,209,204,1,271,228,1,269,237,1,58,46,2,250,246,1,258,247,3,0,0,0,260,248,1,0,0,0
"06081602200",0,0,0,0,0,0,372,452,0,441,525,0,453,523,0,88,85,4,420,532,0,425,545,1,0,3,0,429,542,0,0,0,0
"06081602300",0,0,0,0,0,0,555,126,0,692,139,0,689,154,0,119,34,3,658,159,1,693,150,0,0,0,0,682,161,0,0,0,0
"06081602400",0,0,0,0,0,0,1368,242,1,1597,270,2,1586,291,0,258,44,7,1545,294,1,1573,305,0,1,1,0,1562,316,1,0,0,0
"06081602500",0,0,0,0,0,0,1131,146,3,1374,180,1,1362,218,1,256,43,2,1332,225,4,1369,230,2,0,0,0,1361,247,1,0,0,0
"06081602600",0,0,0,0,0,0,1431,420,0,1855,543,0,1920,537,2,340,91,6,1908,534,11,1942,554,5,2,0,0,1914,586,1,0,0,0
"06081602700",0,0,0,0,0,0,830,204,1,1069,237,2,1116,296,1,237,59,4,1120,252,4,1144,266,3,0,0,0,1154,257,1,0,0,0
"06081602800",0,0,0,0,0,0,929,161,0,1144,188,0,1131,211,0,203,32,2,1063,233,0,1095,244,3,0,0,0,1093,249,0,0,0,0
"06081602900",0,0,0,0,0,0,701,153,0,833,193,0,827,204,0,131,33,0,809,197,1,823,204,2,0,0,0,821,210,0,0,0,0
"06081603000",0,1,0,0,0,0,735,243,3,876,285,2,871,299,2,159,55,4,865,299,0,884,312,0,1,1,0,880,318,1,0,0,0
"06081603100",0,0,0,0,0,0,876,150,3,1042,171,6,1045,175,2,199,27,3,1011,177,4,1039,183,2,1,1,0,1039,184,2,0,0,0
"06081603200",1,1,0,0,0,0,893,223,3,1071,253,2,1074,260,1,197,47,5,1038,256,3,1057,276,2,2,1,0,1064,270,1,0,0,0
"06081603300",0,0,0,0,0,0,1724,265,0,1998,293,0,1989,309,0,316,48,3,1937,306,1,1994,304,2,1,0,0,1989,312,0,0,0,0
"06081603400",0,0,0,0,0,0,1377,204,0,1680,230,0,1680,242,0,280,38,7,1632,249,2,1665,255,2,0,0,0,1661,261,0,0,0,0
"06081603700",0,0,0,0,0,0,1192,216,0,1429,250,0,1419,283,0,244,60,0,1396,276,1,1433,282,2,0,0,0,1414,303,0,0,0,0
"06081603801",0,0,0,0,0,0,837,242,0,1007,286,0,1000,311,0,129,61,4,961,327,3,969,340,2,0,0,0,959,349,3,0,0,0
"06081603802",0,0,0,0,0,0,1182,151,0,1385,170,0,1384,186,0,216,30,1,1331,204,0,1355,211,0,0,0,0,1330,211,0,0,0,0
"06081603900",0,0,0,0,0,0,1069,235,1,1268,274,0,1271,277,0,231,120,1,1342,298,2,1394,296,3,0,0,0,1392,300,1,0,0,0
"06081604000",0,0,0,0,0,0,817,145,0,968,171,0,966,181,0,163,28,1,930,191,1,949,198,0,1,0,0,939,208,0,0,0,0
"06081604101",0,0,0,0,0,0,619,454,1,781,506,0,779,523,0,153,85,1,754,514,4,761,537,4,0,0,0,743,558,0,0,0,0
"06081604102",0,0,0,0,0,0,515,322,0,607,359,0,600,376,0,80,48,3,563,389,4,584,397,1,0,0,0,564,417,1,0,0,0
"06081604200",0,0,0,0,0,0,497,222,1,644,254,1,625,275,2,115,42,2,619,261,3,641,256,4,0,0,0,636,264,1,0,0,0
"06081604400",0,1,0,0,0,0,416,227,0,487,250,1,545,306,0,111,58,1,609,296,2,650,302,1,0,2,0,692,403,0,0,0,0
"06081604500",0,0,0,0,0,0,856,114,0,1015,130,0,1013,138,0,171,31,2,986,145,0,998,154,2,0,0,0,997,157,0,0,0,0
"06081604600",1,0,1,0,0,0,743,70,1,840,90,0,846,89,0,151,20,1,823,96,0,852,101,2,1,0,1,860,112,0,0,0,0
"06081604700",0,0,0,0,0,0,698,95,0,824,106,0,826,106,0,154,18,2,800,109,0,821,113,0,1,2,0,820,115,0,0,0,0
"06081604800",0,0,0,0,0,0,676,245,1,811,272,0,813,271,0,151,45,1,769,279,0,800,284,0,0,0,0,797,287,0,0,0,0
"06081604900",0,0,0,0,0,0,818,228,1,995,220,0,1008,213,0,176,40,3,946,237,1,976,245,0,0,0,0,971,252,0,0,0,0
"06081605000",1,1,0,0,0,0,1580,250,1,1824,298,3,1834,305,2,376,61,4,1758,311,4,1812,327,5,3,1,0,1796,347,3,0,0,0
"06081605100",0,0,0,0,0,0,437,218,0,515,240,0,528,250,0,107,32,0,509,246,1,531,256,0,1,1,0,528,259,0,0,0,0
"06081605200",0,1,0,0,0,0,861,103,1,1003,133,0,1002,158,0,212,39,1,971,147,0,1012,149,0,1,2,0,999,163,0,0,0,0
"06081605300",0,0,0,0,0,0,894,282,1,1060,319,0,1065,317,0,205,72,1,1023,318,0,1056,324,1,1,1,0,1057,326,0,0,0,0
"06081605400",0,0,0,0,0,0,901,333,0,1104,387,1,1110,392,0,209,67,2,1070,395,0,1115,393,1,0,1,0,1111,398,0,0,0,0
"06081605500",1,0,0,0,0,0,635,309,0,745,357,0,748,360,0,152,76,5,718,371,2,741,374,2,1,2,0,730,386,1,0,0,0
"06081605600",1,1,0,0,0,0,1512,189,2,1764,245,2,1780,244,1,322,58,2,1698,263,1,1755,267,3,2,4,0,1731,296,0,0,0,0
"06081605700",0,0,0,0,0,0,1453,178,2,1701,212,2,1698,223,1,334,70,4,1656,206,1,1693,226,3,0,1,0,1684,240,1,0,0,0
"06081605800",0,0,0,0,0,0,642,66,3,760,83,3,767,86,3,161,13,2,756,75,4,767,86,3,1,1,0,756,97,3,0,0,0
"06081605900",0,0,0,0,0,0,553,436,0,663,468,0,695,445,0,126,58,2,668,453,1,680,465,5,3,2,0,671,479,0,0,0,0
"06081606000",0,1,0,0,0,0,830,551,2,955,628,1,948,650,0,135,92,3,909,655,3,922,676,5,1,2,0,914,686,0,0,0,0
"06081606100",0,0,0,0,0,0,687,151,0,845,180,0,843,194,0,173,36,4,824,190,4,835,200,2,0,0,0,835,202,0,0,0,0
"06081606200",0,1,0,0,0,0,617,359,0,750,430,1,738,449,1,127,76,8,709,458,2,723,482,2,0,13,0,722,483,2,0,0,0
"06081606300",0,1,0,0,0,0,722,335,1,838,394,1,856,386,0,132,68,3,816,392,7,847,393,2,0,1,0,860,382,0,0,0,0
"06081606400",0,0,0,0,0,0,726,259,1,853,303,1,867,356,1,162,57,0,837,327,35,867,355,2,0,2,0,871,352,1,0,0,0
"06081606500",0,0,0,0,0,0,1008,99,3,1151,125,5,1168,113,5,252,26,3,1121,114,5,1167,117,5,1,0,0,1161,123,5,0,0,0
"06081606600",0,0,0,0,0,0,586,251,0,725,281,0,760,318,0,163,48,7,742,313,1,773,314,1,0,0,0,770,318,0,0,0,0
"06081606700",0,0,0,0,0,0,691,79,0,780,96,0,774,105,0,129,25,1,753,111,0,766,121,0,0,0,0,775,112,0,0,0,0
"06081606800",0,0,0,0,0,0,814,130,0,974,137,1,969,144,0,179,23,1,929,142,1,964,149,0,0,0,0,957,156,0,0,0,0
"06081606900",0,0,0,0,0,0,645,54,0,749,63,0,753,62,0,140,13,2,726,66,1,744,70,1,1,0,0,741,74,0,0,0,0
"06081607000",1,0,0,0,0,0,746,167,0,839,210,0,868,197,0,154,41,2,824,217,0,842,225,0,3,0,0,833,232,0,0,0,0
"06081607100",0,0,0,0,0,0,881,88,2,1017,109,1,1015,114,1,181,23,3,985,117,2,1002,125,3,0,0,0,999,130,1,0,0,0
"06081607200",0,0,0,0,0,0,305,188,0,363,230,0,358,240,1,62,32,2,349,235,1,356,242,1,0,0,0,360,239,0,0,0,0
"06081607300",0,0,0,0,0,0,991,136,1,1158,148,0,1148,163,1,223,31,0,1114,161,0,1138,174,0,0,0,0,1138,174,0,0,0,0
"06081607400",0,0,0,0,0,0,797,264,1,929,303,2,919,324,1,197,51,6,889,317,2,910,333,1,0,0,0,905,339,0,0,0,0
"06081607500",0,0,0,0,0,0,519,140,0,612,160,0,620,157,0,126,28,1,597,160,0,600,176,1,0,0,0,606,172,0,0,0,0
"06081607600",0,0,0,0,0,0,674,209,0,800,228,0,806,232,0,150,40,1,778,230,0,802,236,0,0,0,0,799,239,0,0,0,0
"06081607701",0,0,0,0,0,0,598,138,0,754,170,0,742,210,1,160,37,0,731,202,2,746,205,2,0,190,2,747,206,0,0,0,0
"06081607702",0,0,0,0,0,0,509,127,0,646,144,0,646,153,0,115,31,0,612,163,1,635,163,1,0,0,0,643,156,0,0,0,0
"06081607800",0,0,0,0,0,0,712,115,1,878,131,0,878,137,0,170,31,0,854,133,0,870,141,2,0,0,0,865,147,1,0,0,0
"06081607900",0,0,0,0,0,0,759,261,1,931,293,0,957,276,0,151,38,6,921,282,2,945,288,0,0,0,0,922,311,0,0,0,0
"06081608001",0,0,0,0,0,0,608,120,0,722,129,0,723,130,0,106,26,1,679,150,1,699,152,2,0,0,0,691,162,0,0,0,0
"06081608002",0,0,0,0,0,0,942,234,0,1121,259,0,1133,259,0,219,36,1,1080,278,0,1110,282,0,9,0,0,1115,277,0,0,0,0
"06081608004",0,0,0,0,0,0,1205,283,0,1409,310,0,1396,336,0,253,49,2,1302,375,2,1341,388,3,0,0,0,1336,395,1,0,0,0
"06081608013",0,0,0,0,0,0,761,142,1,897,153,1,902,154,1,169,30,0,845,163,2,883,173,1,0,0,0,876,179,1,0,0,0
"06081608023",0,0,0,0,0,0,621,123,2,731,136,0,732,140,0,147,16,1,697,137,0,731,141,0,0,0,0,724,148,0,0,0,0
"06081608100",0,0,0,0,0,0,687,142,0,781,158,64,848,161,0,181,25,2,798,167,0,836,172,0,0,0,0,810,198,0,0,0,0
"06081608200",0,0,0,0,0,0,725,117,0,813,126,55,867,132,0,184,20,1,825,139,0,855,144,0,0,0,0,852,147,0,0,0,0
"06081608300",0,0,0,0,0,0,601,84,0,713,89,16,720,101,0,139,15,1,690,105,0,717,102,2,0,0,0,711,110,0,0,0,0
"06081608400",0,0,0,0,0,0,621,232,1,749,274,0,802,232,0,144,34,2,755,253,4,769,262,3,0,0,0,759,275,0,0,0,0
"06081608501",0,0,0,0,0,0,914,245,1,1116,280,1,1120,294,1,220,53,3,1091,287,0,1112,301,1,0,2,0,1107,307,0,0,0,0
"06081608502",0,0,0,0,0,0,567,87,3,666,100,1,664,106,1,109,13,2,636,115,1,652,117,2,0,0,0,644,126,1,0,0,0
"06081608600",0,0,0,0,0,0,617,167,1,726,183,0,732,189,0,133,32,0,693,192,1,719,199,1,0,0,0,710,209,0,0,0,0
"06081608700",0,0,0,0,0,0,1616,273,1,1900,308,2,1907,314,2,384,67,7,1828,316,3,1902,321,2,0,0,0,1898,324,3,0,0,0
"06081608800",5,1,0,0,0,0,1623,182,4,1932,217,5,1953,207,7,382,37,2,1885,201,8,1971,207,5,41,3,1,1948,223,4,0,0,0
"06081608900",0,0,0,0,0,0,1004,168,2,1178,184,1,1195,180,0,263,34,5,1136,196,1,1174,203,0,1,0,0,1169,207,0,0,0,0
"06081609000",0,0,0,0,0,0,611,80,0,714,87,0,707,96,0,132,18,0,671,103,0,695,109,0,0,0,0,695,109,0,0,0,0
"06081609100",0,0,0,0,0,0,315,94,1,380,106,1,374,116,1,81,13,1,367,111,1,376,113,1,0,0,0,374,115,1,0,0,0
